roles,companies,locations,experience,skills,Dates,PresentDate,salary
Required DCDP-Pan Asian,A leading chain of Italian Restaurant,Navi Mumbai,4-8 Yrs,CommisPan AsianWokCookingHotel ManagementFood ProductionChineseHotel,30+ Days Ago,24-11-2024,3-4 Lacs PA
Banquet Operation Executive - The Acres Club,Concept Hospitality,"Mumbai, Navi Mumbai, Mumbai (All Areas)",3-7 Yrs,Banquet OperationsFood And BeverageHotel ManagementSteward ActivitiesRestaurant ManagementBeverageBanquetsBanquet Sales,26 Days Ago,24-11-2024,2-4 Lacs PA
Req. Restaurant Manager For a Five Star Hotel,A leading chain of international brand,Mumbai,8-12 Yrs,Wine pairingRestaurant General ManagerHotel ManagementProfit centreRestaurant operationsFood CostingStarRestaurant management,21 Days Ago,24-11-2024,6-7.5 Lacs PA
Procurement Manager - Aroma Chemicals & Fragrances,Pittie Group,Navi Mumbai,5-10 Yrs,Aroma ChemicalsProcurementGlobal ProcurementStrategic SourcingContract NegotiationContract ManufacturingProcurement StrategyRaw Material,18 Days Ago,24-11-2024,Not disclosed
Account Executive,Geetanjali Salon,Mumbai(Bandra West),2-5 Yrs,TallySales EntryPurchase EntryBank ReconciliationSalesPurchaseReconciliationAccounting,19 Days Ago,24-11-2024,2.5-3.25 Lacs PA
Jr Secretary To Factory Head (6 DAYS Working),Jobswright Management Services,"Mumbai(SEEPZ), Mumbai Suburban, Goregaon",2-7 Yrs,Secretarial ActivitiesMeeting PlanningMIS PreparationCommunication SkillsTravel ArrangementsMISCalendaringMIS Reporting,19 Days Ago,24-11-2024,1-4.5 Lacs PA
Internal Auditor,Chanakya International,"Mumbai, Mumbai (All Areas)",5-10 Yrs,Internal AuditInventory auditCompany AuditInternal Process AuditAnalytical SkillsProblem SolvingBank AuditIT proficiency,19 Days Ago,24-11-2024,4-9 Lacs PA
Sales And Marketing Executive,Talent Corner Hr Services,Navi Mumbai,1-2 Yrs,Sales Executive ActivitiesMonthly ReportsTrend AnalysisTrendSales And MarketingReportingSalesAnalysis,19 Days Ago,24-11-2024,2.25-3.5 Lacs PA
"Club Manager, Assistant Manager & Membership Sales Executive",raj Enterprise,"Bengaluru, Delhi / NCR, Mumbai (All Areas)",1-5 Yrs,Client Relationship Managementretail salessalesgym salesTarget Achievementclub managerteam managementSales Management,16 Days Ago,24-11-2024,3-8 Lacs PA
"Customer Support Executive (Female) - MNC - Kandivali West, Mumbai",XON Solutions,Mumbai(Charkop Industrial Estate),1-2 Yrs,Customer Servicecustmore supportVoiceemailBlended ProcessHandling Customer QueriesInbound Customer ServiceSemi Voice,20 Days Ago,24-11-2024,2.5-3 Lacs PA
Creative Graphic Design Executive,Epitome Luxe Labs,Mumbai(Andheri East),1-5 Yrs,Graphic Designing abilityExcellent Knowledge of various Digital Marketing ToolsAdept at executing daily /weekly campaignsExcellent English speaking / written skillsCampaignsGraphicsDigitalSpoken english,20 Days Ago,24-11-2024,2.75-4.5 Lacs PA
Supply Chain Manager,Cygnus A D Management Consulting Llp,Mumbai,8-13 Yrs,Material PlanningPPCSAPProduction PlanningSCMMS ExcelMaterial requirement planningTeam Leadership,20 Days Ago,24-11-2024,15-18 Lacs PA
Required Head Chef For a Restaurant Chain,Samvaad Consultancy Services,Mumbai,10-15 Yrs,Executive ChefContinentalMenu PlanningCost ControlFood ProductionHead ChefPlanningRestaurant,21 Days Ago,24-11-2024,7-9 Lacs PA
Accounts Assistant - Hotel Industry (Must) - Mumbai,Hotel Parle International,Mumbai Suburban,4-6 Yrs,AccountingGeneral AccountingGeneral LedgerAccounts PayableLedgerAssistancePayablesHotel,26 Days Ago,24-11-2024,Not disclosed
Front Office Receptionist,Monarch Liberty Hospitality,"Mumbai Suburban, Mumbai (All Areas)",2-6 Yrs,Front Office OperationsReceptionTelephone HandlingHandlingFrontFront officeOffice OperationsTelephone,27 Days Ago,24-11-2024,1.5-3 Lacs PA
Restaurant Cashiers job For Mumbai and Banglore Urgent,Durdharshaya Jobs Private Limited,"Bengaluru(Ashok Nagar +1), Mumbai (All Areas)(Bandra)",1-6 Yrs,cashierCanteenHospitalityResortCash HandlingfloatInvoicingRestaurant,21 Days Ago,24-11-2024,2-3 Lacs PA
Banquet Sales Executive - The Acres Club,Concept Hospitality,"Mumbai, Navi Mumbai, Mumbai (All Areas)",3-8 Yrs,Banquet SalesexecutiveHospitalityFood And BeverageBanquet OperationsBanquetsSalesOperations,26 Days Ago,24-11-2024,Not disclosed
Require Sous Chef/Jr. Sous Chef For a fine dine Restaurant,A chain of fine dine Restaurant,Mumbai,10-15 Yrs,ContinentalSous ChefFood productionMenu planningMulticuisineItalianHotel ManagementManagement,30+ Days Ago,24-11-2024,5-6.5 Lacs PA
AM Procurement - Grain / Food Items,A MNC dealing in commodity Items,Mumbai,8-13 Yrs,AM ProcurementRaw Material ProcurementAM Purchaseconsumables purchaseRaw MaterialGrain ProcurementMaterialsConsumables,23 Days Ago,24-11-2024,12-16 Lacs PA
Sales (Diamond Jewelry) - B2B@Mumbai,Talent Corner Hr Services,Mumbai,7-8 Yrs,SalesNegotiationCommunicationJewelryCommunication skills,23 Days Ago,24-11-2024,9-12 Lacs PA
Key Account Manager - Corporate sales,Ingeenium Advisors,Mumbai,4-9 Yrs,Key Account Managementclient relationship managementtravel managementsales forecastingsales strategybusiness developmentmarket researchcorporate sales,26 Days Ago,24-11-2024,Not disclosed
Personal Assistant - Executive Assistants,Hire Best Recruitment Company,"Mumbai(Bandra Kurla Complex), Thane, Navi Mumbai",3-4 Yrs,Personal AssistanceFixing AppointmentsTime ManagementSecretarial ActivitiesMeeting PlanningPATravel ArrangementsOffice Administration,26 Days Ago,24-11-2024,4-5 Lacs PA
Front Office Supervisor,Country Inn and Suites By Radisson,"Navi Mumbai, Mumbai (All Areas)(Ghansoli +2)",2-3 Yrs,HospitalityFront OfficeHotel ManagementHotelManagementFrontOffice,29 Days Ago,24-11-2024,Not disclosed
Purchase Engineer (Executive) Engineering & Maintenance- Food Industry,A client of Career Patronage,Mumbai,4-9 Yrs,Mechanical EnggEngineering PurchaseVendor DevelopmentCapex PurchaseCost SavingsConsumables purchaseMISPurchase Management,30+ Days Ago,24-11-2024,6-8 Lacs PA
Manager - Finance & Accounts - FOFO Operations,Corenza Talent Management,"Mumbai Suburban, Navi Mumbai, Mumbai (All Areas)",2-7 Yrs,InvoicingReconciliationCollectionsMISAccountingPaymentsPNLForex,30+ Days Ago,24-11-2024,Not disclosed
"Executive Banking & Finance - FMCG industry, Mumbai",FMCG client of Career Patronage,Mumbai,2-5 Yrs,cost accounting recordsBanking financePacking Credit Loan in Foreign CurrencyWorking Capital Demand LoanCash CreditFinance AccountsTransaction BankingGeneral Accounting,26 Days Ago,24-11-2024,4-5.5 Lacs PA
Visa Executive,Client of Viable Search Consultants,Mumbai,2-7 Yrs,Visa FilingImmigrationVisa ProcessingDocumentationVisa CounsellingProcessingCounsellingProcess,17 Days Ago,24-11-2024,3.5-5 Lacs PA
Accounts Officer,Ranchpride Agrocomm,Navi Mumbai,2-7 Yrs,Financial AccountingTally ERPAccountingCash VoucherJournal VoucherGeneral AccountingSales EntryPurchase Entry,18 Days Ago,24-11-2024,Not disclosed
Senior Executive- Accounts & Taxation,Miracle Hr Solution,Mumbai,1-5 Yrs,Communication SkillsTax AuditTax ReturnstaxAuditingIncome TaxIndirect TaxationAccounts And Taxation,18 Days Ago,24-11-2024,Not disclosed
DGM/GM Finance - For a Services Firm ! Mumbai,Zend Consulting Services,"Mumbai Suburban, Mumbai (All Areas)",13-23 Yrs,Financial ControllershipTaxation ManagementCorporate FinanceFinance And AccountsFinancial ManagementFinance ControlTreasury ManagementFund Raising,22 Days Ago,24-11-2024,Not disclosed
Sales Officer,Shadani India,"Ludhiana, Kolkata, Kanpur, Hyderabad, Surat, Bengaluru",2-3 Yrs,Business administrationConsultative salesAutomationSales strategySalesAnalyticalBusiness managementDistributor handling,10 Days Ago,24-11-2024,Not disclosed
B2B Sales Manager,Blue Star Air Travel Services,"Hyderabad, Surat, Bengaluru",1-6 Yrs,B2B SalesNew Client AcquisitionBusiness ExpansionNew Business DevelopmentMarket IdentificationNew Market DevelopmentMarket ExpansionNew Business,9 Days Ago,24-11-2024,Not disclosed
Cluster Compliance Manager,W Goa,"Hyderabad, Ahmedabad, Bengaluru",5-8 Yrs,ComplianceAccountingFinanceReconciliationHardwareBudgetingManagementOperations,10 Days Ago,24-11-2024,Not disclosed
Sales Executive,W Goa,"Hyderabad, Ahmedabad, Bengaluru",1-3 Yrs,TrainingReservationSalesAccountingSales ExecutiveManagementMonitoringSales executive activities,11 Days Ago,24-11-2024,Not disclosed
Assistant Manager Sales - Catering,W Goa,"Hyderabad, Ahmedabad, Bengaluru",2-5 Yrs,Product qualityBusiness administrationSalesEvent managementCustomer serviceCustomer experienceCateringOperations,11 Days Ago,24-11-2024,Not disclosed
Commercial Manager,Confidential,"Kolkata, Hyderabad, Ahmedabad",7-12 Yrs,SalesMarket ResearchBusiness ResearchRetail SalesCompetitive IntelligenceDistributor SalesGeneral TradeSecondary Sales,4 Days Ago,24-11-2024,12-22 Lacs PA
Finance MIS For Mall and Departmental store,Confidential,"Kolkata, Hyderabad, Ahmedabad",4-9 Yrs,MISBudgetingGrowth ConsultingBusiness ResearchResearch AnalysisForecastingCompany ProfilingBusiness Analysis,4 Days Ago,24-11-2024,12-20 Lacs PA
Sales Manager,W Goa,"Vadali, Bengaluru",3-7 Yrs,Product qualityBusiness administrationSalesEvent managementService excellenceCustomer serviceCustomer experienceOperations,7 Days Ago,24-11-2024,Not disclosed
Assistant Manager- Channel Sales,Casio,"Guwahati, Hubli, Ahmedabad",5-10 Yrs,Channel SalesChannel Sales ManagementChannel DevelopmentStationarySales managementSalesManagementChannel,13 Days Ago,24-11-2024,10-15 Lacs PA
Retail Sales Supervisor,Confidential,"Kolkata, Hyderabad, Chennai",6-11 Yrs,SupervisorRetailTelesalesStoresLogistics PlanningStore ManagementTradeTravel,4 Days Ago,24-11-2024,9-18 Lacs PA
Business Development Executive,Consortium Gifts,"Hyderabad, Bengaluru",1-4 Yrs,Lead GenerationSales Lead GenerationB2B SalesB2B MarketingLead ManagementGenerationSalesManagement,8 Days Ago,24-11-2024,Not disclosed
Store Manager,Seating World,"Hyderabad(Banjara hills +1), Bengaluru",5-8 Yrs,OFFICE FURNITUREMODULAR FURNITUREModular KitchenInteriorsFurnitureModularFurnishingStores,9 Days Ago,24-11-2024,5-10 Lacs PA
Business Development Manager,Whiz Foods,"Hyderabad, Bengaluru, Delhi / NCR(Chattarpur)",5-9 Yrs,New Business DevelopmentNew BusinessFranchisee AcquisitionRetail LeasingCommercial LeasingLeasingBusiness DevelopmentManagement,9 Days Ago,24-11-2024,6-9 Lacs PA
Area Manager (Fashion Industry),Peachmode.com,"Hyderabad, Ahmedabad, Delhi / NCR",5-10 Yrs,Sales OperationsSales PlanningMarket ResearchCommunication SkillsPerformance EvaluationTime ManagementTeam BuildingTarget Planning,10 Days Ago,24-11-2024,Not disclosed
Hotel Operations Manager,Confidential,"Kolkata, Ahmedabad, Chennai",7-12 Yrs,Hotel ManagementHotel OperationsHospitalityCorporate SellingResortHospitality SalesGeneral ManagementRestaurant Management,4 Days Ago,24-11-2024,11-20 Lacs PA
Kitchen Stewarding Manager,W Goa,"Hyderabad, Ahmedabad",3-6 Yrs,ProcurementHospitalityLoss preventionQuality standardsguest satisfactionHRCustomer serviceManagement,11 Days Ago,24-11-2024,Not disclosed
Business Development Manager,Amaryllis Appliances,"Kolkata, Ahmedabad, Chennai",3-7 Yrs,Sanitary WareExhaust SystemPlywoodCeramicsBuilding Material SalesTilesGood knowledge of building materialSales,11 Days Ago,24-11-2024,3-4.5 Lacs PA
Area Sales Manager - (Chennai / Hyderabad / Banglore),Vr Industries,"Hyderabad, Chennai, Bengaluru",10-20 Yrs,FMCG SalesFMCG MarketingTerritory SalesModern TradeGeneral TradeTSIPrimary SalesFmcg General Trade Sales,11 Days Ago,24-11-2024,3-8 Lacs PA
Food and Beverage Executive,W Goa,"Vadali, Bengaluru",2-4 Yrs,PrintingSafety trainingFood & Beverage ExecutiveInspectionSchedulingManagementCostCounselling,12 Days Ago,24-11-2024,Not disclosed
Banquet Manager,W Goa,"Vadali, Bengaluru",4-7 Yrs,Product qualityAdministrationEvent managementguest satisfactionCustomer satisfactionHRCustomer servicekitchen staff,12 Days Ago,24-11-2024,Not disclosed
Europe Hiring - Cleaner / Housekeeping,Naya Jobs Consulting,"Kolkata, Hyderabad, Bengaluru",1-6 Yrs,HousekeepingHotel Managementguest room attendentCleaningHousekeeping ManagementFacility ManagementManagementGuest,12 Days Ago,24-11-2024,Not disclosed
Sr Sales Executive / ASM / TM - B2C,Duroflex,"Hyderabad, Rajkot, Thiruvananthapuram",3-8 Yrs,Channel SalesDealer ManagementB2C SalesDistributor ManagementSalesChannelSRTM,13 Days Ago,24-11-2024,Not disclosed
Bartender,W Goa,"Vadali, Bengaluru",2-3 Yrs,SupervisorPrintingSafety trainingBankingSupervisionSafetyTrainingBartending,13 Days Ago,24-11-2024,Not disclosed
Sales Officer,Shalimar Incense,"Guwahati, Nagpur, Ghaziabad",1-6 Yrs,Secondary SalesFMCG SalesGeneral TradePrimary SalesDistributor HandlingDistributionSecondaryHandling,13 Days Ago,24-11-2024,1.75-3 Lacs PA
Senior Operations Manager,A fast growing SaaS business,"Hyderabad, Chennai, Bengaluru",8-13 Yrs,SQLOperations ManagementProject ManagementSLAKEDBManagementOperationsSenior,13 Days Ago,24-11-2024,Not disclosed
Receiving Associate,W Goa,"Vadali, Bengaluru",0-3 Yrs,SupervisorPrintingSafety trainingInspectionPackagingManagementMerchandisingRoom,16 Days Ago,24-11-2024,Not disclosed
Front Office Executive,W Goa,"Hyderabad, Ahmedabad",0-2 Yrs,front deskfront office managementadministrationback officefront office operationsreceptionist activitiestelephone handlingtransportation,18 Days Ago,24-11-2024,Not disclosed
Central Sales - PAN INDIA,Walkaroo International,"Ahmedabad, Bengaluru, Delhi / NCR",0-2 Yrs,SalesCommunication SkillsB2C SalesField SalesB2B SalesPanFieldB2B,23 Days Ago,24-11-2024,1-3 Lacs PA
Sales Officer - Hyderabad,Fmcg Sector,Hyderabad,3-8 Yrs,Territory SalesArea SalesModern TradeFMCG SalesGeneral TradePersonal CareHair CareShampoo,24 Days Ago,24-11-2024,2.25-4.5 Lacs PA
State Marketing Executive,Parle Agro,Bengaluru,2-7 Yrs,Btl ActivityMarketingPOPProduct AwarenessSME SalesTrade MarketingActivationSales,25 Days Ago,24-11-2024,Not disclosed
Assistant Manager - Central Backend Operations,Bridging Talents,Bengaluru,4-6 Yrs,Drafting AgreementsLegal DocumentationContract DraftingVetting ContractsDocumentationDraftBackendLegal,1 Day Ago,24-11-2024,11-12 Lacs PA
Area Sales Manager,Srivari Spices And Foods,Hyderabad,5-10 Yrs,Sales And MarketingDistributor HandlingSalesMarketingDistributionArea salesMarketingManagement,13 Days Ago,24-11-2024,10-18 Lacs PA
Travel Advisor,Shashwath Solution,Bengaluru,0-1 Yrs,travel managementtravel operationstravel planningsalesdatabase managementrelationship managementRelationshipDBMS,26 Days Ago,24-11-2024,Not disclosed
Commis,Hotel Palacio De Goa,Bengaluru,0-1 Yrs,commis,26 Days Ago,24-11-2024,Not disclosed
Front Office Associate,W Goa,Bengaluru,0-2 Yrs,HousekeepingSupervisorparkingFront Office AssociateManager Quality AssuranceAccountingBankingdebit,26 Days Ago,24-11-2024,Not disclosed
Clinical Customer Care Associate,Alivecor Inc,Bengaluru,0-2 Yrs,Customer Care AssociateInterpersonal skillsBackendWeb technologiesManager TechnologyHealthcareIssue resolutionCustomer service,26 Days Ago,24-11-2024,Not disclosed
Telecalling Executive,Teejay's Castle,Bengaluru(HSR Layout +5),0-1 Yrs,CallingBPOInbound Voice ProcessTelesalesTelecallingVoice ProcessProcessInbound,26 Days Ago,24-11-2024,2-2.5 Lacs PA
Territory Sales Executive - Institutional Sales,Kosher Tissue,"Hyderabad, Chennai, Bengaluru",0-6 Yrs,BPOTrainingHealth insuranceRetailTerritory Sales ExecutiveMarketing supportInstitutional salesCorporate,30+ Days Ago,24-11-2024,Not disclosed
Spa Therapists,Shaakya Salon Spa,"Solan, Bengaluru",0-3 Yrs,TrainingswedishLegalWellnessManagementSPATherapy,30+ Days Ago,24-11-2024,Not disclosed
Junior Merchandiser,Shashwath Solution,"Bengaluru, Kumbalgodu",0-1 Yrs,product assortmentsInventory ManagementVisual MerchandisingMarket ResearchAdministrative SupportData AnalysisVendor CoordinationAdministration,27 Days Ago,24-11-2024,Not disclosed
Associate/Senior Associate || Inside Sales,Docsapp,Bengaluru,0-3 Yrs,Relationship managementOutboundInterpersonal skillsSalesTelesalesCustomer supportMS OfficeInside sales,27 Days Ago,24-11-2024,Not disclosed
"Functional Support Assistant, Worker Well-being",Ralph Lauren,Bengaluru,0-3 Yrs,Supply chainHospitalityAccessoriesData analysisExcelData qualityOperationsMacros,27 Days Ago,24-11-2024,Not disclosed
Business Graduates and Freshers - Management Trainee,Sales Partners,Bengaluru,0-4 Yrs,salesMarketingFMCG MarketingHospitalityRetail SalesbusinessPromotionsDirect Sales,26 Days Ago,24-11-2024,5-10 Lacs PA
Graduate Trainee - Marketing - Immediate Requirement,Sales Partners,Bengaluru,0-4 Yrs,salesMarketingFMCG MarketingHospitalityRetail SalesbusinessPromotionsDirect Sales,26 Days Ago,24-11-2024,5-8 Lacs PA
Area Sales Manager / Senior Area Sales Manager,INDIA TOP BIOREFINERY COMPANY.,Remote,10-15 Yrs,Team HandlingFMCG SalesConsumer ProductsSugarFood ProductsRetail SalesFood ProcessingDistributor Sales,5 Days Ago,24-11-2024,10-12 Lacs PA
Senior Executive - Finance,Unibic Cookies,Bengaluru,0-2 Yrs,Profit and lossaccount receivabledebtorsAccountingSeniorProfitReceivableFinance,27 Days Ago,24-11-2024,Not disclosed
Logistics Executive,Nakoda Dairy,Bengaluru(Basavangudi),21 Nov - 28 Nov,Logistics CoordinationLogisticsNew Vendor DevelopmentInbound LogisticsTransportationDispatchHindi SpeakingLogistics Planning,3 Days Ago,24-11-2024,2.5-3.5 Lacs PA
Graphic Designer,Ample Leap Cognition Technologies,Bengaluru,3-8 Yrs,behanceGraphic DesignAdobe PremiereWeb DesigningLogo DesignBrochure DesignIndesignFlyers,28 Days Ago,24-11-2024,Not disclosed
Hotel - Engineering Dy. Manager,Dolphin Hotels,Hyderabad(Ramoji Film city),10-12 Yrs,Hotel engineeringHVACMEPElectrical EngineeringFacilities ManagementCivil EngineeringIT NetworkingHLP Cost Control,12 Days Ago,24-11-2024,Not disclosed
Business Development Manager,Specsmakers Opticians,Remote,8-13 Yrs,Franchisee DevelopmentProject ManagementProperty AcquisitionVendor ManagementDue DiligenceVendorBusiness development managementProject,8 Days Ago,24-11-2024,5-10 Lacs PA
Sales Engineer,Supernova Engineers,Bengaluru,0-2 Yrs,Electrical engineeringSalesMechanicalSales engineeringEngineeringElectricals,30+ Days Ago,24-11-2024,Not disclosed
Office Administrator,Nakoda Dairy,Bengaluru,21 Nov - 28 Nov,EAPetty Cash ManagementCalendaringTicket BookingStationarySecretarial ActivitiesOffice ManagementLicensing,3 Days Ago,24-11-2024,3-4.5 Lacs PA
AC Technician cum helper- Fresher/ Experienced Can apply- Bengaluru,Brains N Skills,Bengaluru,0-5 Yrs,InstallationDiplomaAir ConditioningAC technicianAcRepairServicingApplication,30 Days Ago,24-11-2024,1-4 Lacs PA
Commie 3,Cococart Ventures,Bengaluru,0-2 Yrs,CuttingFood PreparationKitchen EquipmentsHygieneEquipment,30 Days Ago,24-11-2024,1.5-2 Lacs PA
Content Creator,Ruffleberry India,Hyderabad(Manikonda),0-3 Yrs,Adobe PhotoshopVideo EditingInstagram Marketingcreative thinker who can adapt to changing trends and feedback.Instagram AdsAdobe Premiere ProconciseCanva,30 Days Ago,24-11-2024,1.75-4.25 Lacs PA
Hostess,W Goa,Bengaluru,0-3 Yrs,front deskfront office managementcustomer servicereceptionist activitiesguest handlingtelephone handlingguest relationssafety training,30+ Days Ago,24-11-2024,Not disclosed
Business Development Executive,Medikonda Nutrients,Hyderabad(Jubilee Hills),0 Yrs,SalesLead GenerationSales SupportSales And MarketingInside SalesSales CoordinationSales DevelopmentBusiness Development,30+ Days Ago,24-11-2024,1.75-2 Lacs PA
Customer Support Executive,Ninjacart,Bengaluru(Kadubeesanahalli),0-1 Yrs,Voice ProcessEmail SupportSemi VoiceVoice SupportEmailSEMProcessCustomer support,30+ Days Ago,24-11-2024,2.25-3.25 Lacs PA
Field Executive,"Lohiya Edible Oils, Hyderabad",Remote,0-2 Yrs,Field SalesField OperationsField WorkFieldSalesField OperationOperations,30+ Days Ago,24-11-2024,Not disclosed
Cafe Lead,A2Z Staffing Solutions,Bengaluru,4-6 Yrs,Cloud KitchenQSrTeam HandlingCafeCloudTeamHandling,6 Days Ago,24-11-2024,3-3.75 Lacs PA
Business Analyst,Indian Eagle,Hyderabad(Banjara hills),3-5 Yrs,Business AnalystUse CasesUser StoriesBrdFRDGap AnalysisMockupsPrototype,30+ Days Ago,24-11-2024,Not disclosed
GSA Professional,AM Hotel Kollection,"Panchkula, Gangtok, Jaipur",0-2 Yrs,HousekeepingHospitalityExcelChemicalManagement systemsHotel managementPowerpointMS Office Word,30+ Days Ago,24-11-2024,Not disclosed
Community Executive,Quirksmith Lifestyle Llp,"Bengaluru(Kaikondrahalli), India",0-1 Yrs,Written CommunicationMultitaskingMS OfficeSolution-OrientedVerbal CommunicationAnalytical ThinkingAnalyticsAnalytical,16 Days Ago,24-11-2024,1.75-2.25 Lacs PA
Field Sales Executive,Jagit India,Hyderabad,0-2 Yrs,team managementnew businesssales activitiescustomer interactionnetworkingbusiness developmentretail salescorporate sales,30+ Days Ago,24-11-2024,Not disclosed
Field Sales Executive,Jagit India,Bengaluru,0-2 Yrs,team managementnew businesssales activitiescustomer interactionnetworkingbusiness developmentretail salescorporate sales,30+ Days Ago,24-11-2024,Not disclosed
Human Resource Executive,Srivari Spices And Foods,Hyderabad,3-7 Yrs,HiringStaffingSelectionJoining FormalitiesRecruitmentTalent AcquisitionTalent EngagementSourcing Profiles,15 Days Ago,24-11-2024,Not disclosed
Business Development Executive,Reycruit,Hyderabad,2-5 Yrs,SalesFurniture SalesBusiness Development ManagementBdeProject SalesInteriorsBdmMarketing,2 Days Ago,24-11-2024,3-4.5 Lacs PA
Dtp Designer,PK Textiles Limited,Bengaluru(Bommasandra),1-2 Yrs,Design PatternsTextile DesigningDesignDTPTextile,3 Days Ago,24-11-2024,2.4-3 Lacs PA
Executive/Sr. Executive- Event Sales,ECO MOBILITY,Hyderabad,1-3 Yrs,SalesCorporate SellingCar RentalHospitality SalesTravel SalesEventsEvent SalesCorporate Sales,3 Days Ago,24-11-2024,Not disclosed
QC Engineer- Third party payroll,Tds Placements,Bengaluru,1-5 Yrs,Home appliancesIQCPQCQC engineeringAppliancesQCThird partyPayroll,3 Days Ago,24-11-2024,3-3.25 Lacs PA
Channel Sales Leader - Hyderabad - Kitchenware utensils - MNC,XON Solutions,Hyderabad,5-10 Yrs,kitchenwarechannel salescookwarecrockeryLeadershipSalesChannel,3 Days Ago,24-11-2024,7-8 Lacs PA
Area Sales Manager,Luxor Writing Instruments,"Lucknow, Chennai",5-10 Yrs,Modern TradeGeneral LedgerDistributor HandlingManagementDistributionArea sales managementHandlingArea sales,3 Days Ago,24-11-2024,Not disclosed
Hefty openings For Travel Sales Expert (Holiday Packages) !!!,Job Seeks 4u Consultancy Services,"Lucknow, Ahmedabad, Jaipur",1-6 Yrs,Holiday PackagesSelling Holiday PackagesTour PackagesHotel BookingTourismDomestic TicketingTravel ArrangementsTours,3 Days Ago,24-11-2024,2-5.5 Lacs PA
Job opening For Visual merchandiser|| Retail Fashion Brands,Bridging Talents,Bengaluru,2-5 Yrs,Visual MerchandisingFashion StylingVMFashionMerchandise DisplaysFashion DesigningStylingRetail,3 Days Ago,24-11-2024,2-3.5 Lacs PA
Front Desk Executive,Kapils Salon,Hyderabad,1-4 Yrs,Front DeskReceptionAdministration WorkDeskFrontAdministration,3 Days Ago,24-11-2024,Not disclosed
Training Manager-Female (Hospitality Industry Only),"The Golkonda Hotel, Hyderabad",Hyderabad(Masab Tank +1),8-10 Yrs,TrainingSoft SkillsCustomer Service TrainingSkill DevelopmentTraining ModulesBehavioural TrainingMotivationTNA,3 Days Ago,24-11-2024,5-7 Lacs PA
Cinematographer,KGM Ventures,Bengaluru(JP Nagar),1-3 Yrs,Video EditingVideo ProductionAdobe Premiere ProIdeationEnglishShootingCanvaVideography,3 Days Ago,24-11-2024,3-3.6 Lacs PA
Warehouse Supervisor and Ops Specialist,Nuts Delish,Bengaluru(Marathahalli),1-5 Yrs,E-commerceWarehouse OperationsEnglishInventory ManagementHindiOperationsSupply Chain OperationsOrder Processing,4 Days Ago,24-11-2024,2.28-3 Lacs PA
AM Finance & MIS,Xpertz Innovations,Bengaluru,3-6 Yrs,Financial ReportingMISFinancial AnalysisMonthly ReportsMonth End ReportingGeneral Ledger AccountingReport PreparationBalance Sheet Reconciliation,4 Days Ago,24-11-2024,6-8 Lacs PA
MIS / Data Analyst,Xpertz Innovations,Bengaluru,4-8 Yrs,MISSales AnalysisSales MisSales ReportMis AnalysisData AnalysisAdvanced ExcelMIS Reporting,4 Days Ago,24-11-2024,8-9 Lacs PA
Production Head - Aurangabad (Maharashtra) & Falta ( West Bengal ),Emkay Placement Consultants,"Falta, Aurangabad",12-20 Yrs,Rubber TechnologyManufacturing ManagementTechnical TextilesProductionQuality ControlPlant ManagementAdministrationPlant Operations,4 Days Ago,24-11-2024,15-18 Lacs PA
"Receptionist Executive, Night Shift, Front Desk",Superb Enterprises,Hyderabad(Saifabad),21 Nov - 30 Nov,Receptionist ActivitiesGuest RelationsHotel ManagementHotelGuestFront deskRelationshipFront,4 Days Ago,24-11-2024,1.25-2 Lacs PA
Front Office Executive,Keeline Appliances,Hyderabad(Kukatpally Industrial Estate),2-3 Yrs,Microsoft Office ApplicationsMultitaskingReceptionist ActivitiesVerbal And Non-Verbal CommunicationProfessional CommunicationApplicationVerbal communicationOffice,4 Days Ago,24-11-2024,2.5-3 Lacs PA
Accountant,Srak Prestek,Hyderabad(Jeedimetla),4-8 Yrs,TallyTDSGstIncome TaxBook KeepingTaxationAccounting,4 Days Ago,24-11-2024,3.36-5.4 Lacs PA
Area Sales Manager Animal Feed/Cattle Feed,Infinito Hr Solutions,"Panipat, Sirsa, Udaipur, Mehsana, Anantnag, Chittaurgarh, Mandi, Jodhpur, Taran Taran",5-10 Yrs,SalesAgriBusiness Development ManagerPesticidesBDMTerritory Business ManagerTSMTerritory Sales Manager,4 Days Ago,24-11-2024,4-6 Lacs PA
Assistant Store Manager,MDA Consulting Services,"Ahmedabad(Sindhu Bhavan Road), Gurugram(Golf Course Road)",4-9 Yrs,Store OperationsTeam ManagementRetail Store OperationsRetail SalesVisual MerchandisingRetail ManagementMerchandise DisplaysRetail Operations,4 Days Ago,24-11-2024,5-6 Lacs PA
Business Development Executive,Talish Solutions,"Guntur, Chennai, Bengaluru",1-6 Yrs,SalesBdeBusiness DevelopmentSales ExecutiveSales executive activitiesDevelopment,4 Days Ago,24-11-2024,2-4.5 Lacs PA
Crm Manager,Confidential,Bengaluru,4-9 Yrs,ClevertapCRM ManagementMarketing AutomationCrm ToolCRM StrategyCrm ApplicationCRMcrm i,4 Days Ago,24-11-2024,17-20 Lacs PA
Sales Coordinator - Female,Talent Corner Hr Services,Hyderabad(Ramachandrapuram),1-3 Yrs,Sales CoordinationSales SupportBack Office SupportOrder ProcessingOrder fulfillmentBack officeSalesOffice,4 Days Ago,24-11-2024,1-3 Lacs PA
