roles,companies,locations,experience,skills,Dates,PresentDate,salary
Sales/Sr. Sales Executive,MNR Solutions,"Warangal, Hyderabad, Kakinada",6-11 Yrs,General TradeDistribution ManagementPersonal CareGTSDealer HandlingSecondary SalesConsumer ProductsPrimary sales,4 Days Ago,24-11-2024,Not disclosed
Quality Chemist (ICE CREAM),Smile Management Solutions,Hyderabad,2-5 Yrs,Min 2 yrs experience in quality as a chemistwilling to relocate Siddpet HyderabadQualityCreamIce CreamIceAs,4 Days Ago,24-11-2024,2-3.75 Lacs PA
Quality Control Manager (Denim Category),ABFRL,Hyderabad(Punjagutta),4-6 Yrs,Apparel IndustryQuality ControlApparelQuality control managementQualityManagementDenimControl,9 Days Ago,24-11-2024,Not disclosed
Front Office Manager-Preferable Female,"The Golkonda Hotel, Hyderabad",Hyderabad(Banjara hills),10-12 Yrs,Team ManagementOnline Reputation ManagementGuest SatisfactionBudgeting SkillsFront Office OperationsManagement SkillsGuest RelationsGuest Relationship Management,5 Days Ago,24-11-2024,7-10 Lacs PA
Executive Assistant,P K Textiles Limited,Bengaluru(Koramangala),1-2 Yrs,Fixing AppointmentsPersonal AssistanceSecretarial ActivitiesFixExecutive supportAssistancePersonalAppoint,5 Days Ago,24-11-2024,3-3.6 Lacs PA
Revenue Manager,The Golkonda Resorts & Spa,Hyderabad,12-15 Yrs,ForecastingReport GenerationInventory ManagementRevenue ManagementManagementInventoryReportingRevenue,5 Days Ago,24-11-2024,Not disclosed
Director of Project,The Golkonda Resorts & Spa,Hyderabad,15-18 Yrs,Project ExecutionDevelopment PlanningTime ManagementReport GenerationProject ControlDevelopmentManagementExecution,5 Days Ago,24-11-2024,12-15 Lacs PA
Food & Beverage Manager,The Golkonda Resorts & Spa,"Hyderabad, Gandipet",10-12 Yrs,Food & BeverageF&B managementmenu planningcost controlteam handlingfood and beverage operationspricingTeam,5 Days Ago,24-11-2024,Not disclosed
Marketing Executive,Cycle in,Remote,1-3 Yrs,Sales AnalysisBtl ActivityVendor ManagementSales PromotionMarketing PlanningManagementVendorPlanning,5 Days Ago,24-11-2024,Not disclosed
Territory Sales Executive,Spiky Sips,Bengaluru,1-6 Yrs,Territory SalesVendor ManagementDistribution ManagementCommunication SkillsDistributor HandlingDistributionVendorSales,5 Days Ago,24-11-2024,4.8-7.2 Lacs PA
Customer Relationship Officer,Primecatch,Bengaluru(Sanjay nagar),2-4 Yrs,Customer RelationshipEnglishKannadaCustomer RetentionHindiCustomer ManagementClient SatisfactionRetention,5 Days Ago,24-11-2024,4.2-5.4 Lacs PA
Beautician/SPA Therapist,Auguste Skin,Bengaluru(Richmond Town),3-8 Yrs,FacialTherapySPA,5 Days Ago,24-11-2024,Not disclosed
Store Manager (Modular Kitchens) - Female,Talent Corner Hr Services,Hyderabad,10-15 Yrs,Retail SalesShowroom SalesSales OperationsInterior DesigningStoresInteriorsSalesShowroom,5 Days Ago,24-11-2024,10-12 Lacs PA
Food And Beverage Manager,A R Thanga Kottai,"Kancheepuram, Chennai, Bengaluru, Vellore",5-10 Yrs,Restaurant ManagementRestaurantHospitalityFood And BeverageHotel ManagementBeverageHotelManagement,5 Days Ago,24-11-2024,"60,000-70,000 PA"
Store Manager,optical store,"Kochi, Bengaluru",4-9 Yrs,Store ManagementStore SupervisionStore OperationsStore KeepingStore PlanningOperationsManagementPlanning,5 Days Ago,24-11-2024,3-4.25 Lacs PA
Area Sales Manager,Sabaqi Enterprises,"Kolkata, Rajkot, Vadodara",2-7 Yrs,Distributor SalesArchitectSalesHome DecorDealer NetworkB2C SalesModular KitchenSPC,5 Days Ago,24-11-2024,Not disclosed
Business Development Executive,Notion Online Solutions,Bengaluru(Indira Nagar),18 Nov - 27 Nov,TelesalesOutboundCallingDevelopmentBusiness development,6 Days Ago,24-11-2024,2-3 Lacs PA
Property Manager at Zo House,Zostel Hospitality,Bengaluru,0-4 Yrs,HospitalityAdministrationInterpersonal skillsFront deskGuest relationship managementService industrySchedulingProperty management,30+ Days Ago,24-11-2024,Not disclosed
Packing Shift Executive(Liquid &Powder Detergent Industry),Hindustan Foods (HFL),Hyderabad,5-10 Yrs,Packaging OperationsProduction PlanningPackagingPackaging MachinesShift PlanningRejection ControlManpower HandlingOperations,12 Days Ago,24-11-2024,3-4.5 Lacs PA
"Hiring production Manager For Garment Industry_Bellari, Vijaynagar",Infinity Career Connect,Bengaluru,2-7 Yrs,TextileGarment ManufacturingProduction ManagementProduction PlanningTrainingPlant ManagementClothingApparel Industry,6 Days Ago,24-11-2024,5-9 Lacs PA
Marketing Director,BRITA India Water Solutions,Bengaluru,15-18 Yrs,Marketing StrategyProduct ManagementProduct MarketingMarket & Consumer ResearchEcommerce Business developmentBrand MarketingProduct StrategyMarketing Budget Management,6 Days Ago,24-11-2024,Not disclosed
Assistant Accountant,Siddivinayaka Agro Products,Hyderabad(Panjagutta),2-5 Yrs,Finance And AccountsTally ERPAccountingReceptionist ActivitiesFinancial AccountingMultitaskingReceptionCost Accounting,6 Days Ago,24-11-2024,3-3.6 Lacs PA
Tailor,Kowshiki Couture,Hyderabad(Habsiguda),3-5 Yrs,BoutiqueStitchingTailoringKnitsEnglishTextileClothingWeaving,6 Days Ago,24-11-2024,2.4-3.6 Lacs PA
Fabric Sourcing Head,ADD Ur Co Llp,"Chennai, Bengaluru",10-20 Yrs,Fabric Sourcing ManagerSourcingFabric SourcingWovenFabricPurchase ExecutivePurchaseTextile,6 Days Ago,24-11-2024,Not disclosed
Associate Finance Controller,Corenza Talent Management,Bengaluru,1-3 Yrs,Accounting StandardsFinancial StatementsStatutory AuditInternal AuditFinancial ReportingInternal ControlFinancial Planning And AnalysisAccounts Receivable,6 Days Ago,24-11-2024,Not disclosed
Business Development Manager,Client of Vyas Consultants,Bengaluru,5-10 Yrs,Lead GenerationB2B SalesBusiness DevelopmentCorporate SalesEnterprise SalesKey Account ManagementSalesEnterprise,6 Days Ago,24-11-2024,5-7 Lacs PA
Waiter Job Openings in Oman,ART TECHNOLOGIES,"Hyderabad, Oman, Chennai",2-5 Yrs,Waiter ActivitiesSteward ActivitiesRestaurantHospitalityHotel ManagementGuest HandlingRoom ServiceGuest,6 Days Ago,24-11-2024,3.25-3.5 Lacs PA
Urgent opening For Receptionist - Female,Neerus Ensembles,Hyderabad,2-4 Yrs,ReceptionHospitalityFront DeskFront OfficeReceptionist ActivitiesFront Office OperationsFront Office ManagementGuest Service,6 Days Ago,24-11-2024,2-3.25 Lacs PA
Sales Manager,DHC Gem Lab & Institute,Hyderabad,5-10 Yrs,JewelleryJewelryShowroom SalesSales And MarketingSales Executive ActivitiesSalesShowroomMarketing,6 Days Ago,24-11-2024,3-5.4 Lacs PA
GSA - Front Office,W Goa,Bengaluru,0-2 Yrs,SupervisorPrintingLoss preventionFront officeManager Quality AssuranceBillingBankingRoom,30+ Days Ago,24-11-2024,Not disclosed
GSA - Front Office,W Goa,Hyderabad,0-2 Yrs,SupervisorPrintingLoss preventionFront officeManager Quality AssuranceBillingBankingRoom,30+ Days Ago,24-11-2024,Not disclosed
Retail Store Sales Executive,Navviti Consulting,"Mysuru, Bengaluru",0-2 Yrs,SalesStore Sales ExecutiveRetail ExecutiveMerchandisingRetail salesRetail outletsRetailStores,30+ Days Ago,24-11-2024,Not disclosed
Data Entry Operator,Devi Pavitra Gold & Diamonds Llp,Hyderabad(Kukatpally Housing Board Colony),2-4 Yrs,Computer OperatingData EntryMS OfficeComputer SkillsEnglishTeluguClerical WorkHindi,7 Days Ago,24-11-2024,2.16-2.4 Lacs PA
Customer Service Agent - Chat Process,DAZN,Hyderabad,0-3 Yrs,Customer service trainingCustomer Service AgentKPICustomer retentionManager TechnologyCustomer supportCustomer serviceCustomer experience,30+ Days Ago,24-11-2024,Not disclosed
Revenue Manager,Sri Havisha Hospitality & Infrastructure,Hyderabad(Begumpet),4-5 Yrs,Handle the Revenue ManagementChannel Partner ManagementPartner managementRevenueHandlingManagementRevenue managementChannel,20 Days Ago,24-11-2024,Not disclosed
Textile Engineer / production Manager - Non - Woven Fabrics,ORION APPAREL TRIMS PRIVATE LIMITED,Bengaluru(Bommasandra Industrial Area),10-20 Yrs,textile engineernon woven fabricsTextileGarmentsProduction managementWeavingFabricFabrics,30+ Days Ago,24-11-2024,7-12 Lacs PA
Inside Sales - Travel Experience in Airbnb & Villa,Floki Business Studio Llp,Remote,1-3 Yrs,Soft SkillsFluent EnglishSpoken EnglishCommunication SkillsEnglishConvincing PowerSoftTravel,10 Days Ago,24-11-2024,3-4 Lacs PA
Social Media Support Agent,DAZN,Hyderabad,0-3 Yrs,Social mediaFocusManager TechnologyBrand awarenessCustomer supportCustomer serviceManagementMonitoring,30+ Days Ago,24-11-2024,Not disclosed
Accounts Manager,Nakoda Dairy,Bengaluru,21 Nov - 28 Nov,Balance SheetStatutory AuditBudgetary ControlFinancial AnalysisCompany AuditFinance ControlITRGst Filing,3 Days Ago,24-11-2024,5-8 Lacs PA
GM -Operations,Evertop Textile & Apparel Complex,"Warangal, Hyderabad",14-20 Yrs,Plant OperationsMaintenance OperationsGm OperationsProduction PlanningPlanningOperationsPlantProduction,11 Days Ago,24-11-2024,25-32.5 Lacs PA
Territory Sales Executive,Allied Blenders & Distillers (ABD),"Mancherial, Hyderabad(Wanaparthy), Mahabubnagar",3-6 Yrs,Territory SalesSales And MarketingPrimary SalesSalesTerritoryMarketingSales,7 Days Ago,24-11-2024,Not disclosed
Area Sales Manager,Dessertspring Confectioneries Pvt Ltd,Bengaluru(Horamavu Agara),5-8 Yrs,Team ManagementModern TradeGeneral TradeFMCGManagementArea sales managementArea salesTeam,7 Days Ago,24-11-2024,4.25-6 Lacs PA
Pharmacist Lead,Derma Trendz Medicals,Hyderabad(Jubilee Hills),5-10 Yrs,Computer SkillsComputer KnowledgeComputer,7 Days Ago,24-11-2024,1-1.25 Lacs PA
Gym Trainer,Fifo Fitness,Bengaluru(Whitefield),0-6 Yrs,NutritionFitness TrainingPhysical TrainingGymFitnessMalayalamWellnessTamil,8 Days Ago,24-11-2024,2.16-7.2 Lacs PA
Receptionist,Superb Enterprises,Hyderabad(Saifabad),0-2 Yrs,ReceptionFront DeskReceptionist ActivitiesGuest HandlingGuest RelationsDeskRelationshipGuest,8 Days Ago,24-11-2024,"50,000-2.5 Lacs PA"
Marketing Executive,R&R Salons,Bengaluru(Kodihalli),1-6 Yrs,Brand CampaignsMarketing ActivitiesAtl BtlGraphic DesigningSearch Engine OptimizationBrand MarketingBrand PromotionSocial Media Marketing,8 Days Ago,24-11-2024,Not disclosed
Cluster Manager,ode spa,Bengaluru,4-9 Yrs,Branch HandlingInventory ControlTeam HandlingCost ControlBudget ManagementTeam MotivationPerformance ManagementImplementation And Maintenance,8 Days Ago,24-11-2024,Not disclosed
Leasing Manager,Gopalan Enterprises,Bengaluru,10-14 Yrs,LeasingRetail LeasingManagementRetail,8 Days Ago,24-11-2024,14-15 Lacs PA
Business Development Executive,Kosca Distribution LLP (The WELLA Company),Bengaluru,1-4 Yrs,field workcommunication skillssales executive acitivitiesConvincing PowerInterpersonal SkillsSalesBusiness developmentDevelopment,8 Days Ago,24-11-2024,2.75-3.5 Lacs PA
Area Sales Manager,Cocoguru Coconut Industries,Remote,5-10 Yrs,Business DevelopmentChannel ManagementDistribution Channel SalesSales managementSalesManagementChannelDevelopment,8 Days Ago,24-11-2024,Not disclosed
Inventory and Procurement Specialist,CustomFurnish,Hyderabad,2-5 Yrs,Inventory ManagementProcurement ManagementInventoryProcurementManagement,8 Days Ago,24-11-2024,Not disclosed
Sales Head Commodities (B2B),Global Green Company Ltd.,Bengaluru,12-16 Yrs,Competitor AnalysisExport SalesPartner Managementsales strategycommodities tradingB2B Salesexports planningSales,8 Days Ago,24-11-2024,Not disclosed
Site Engineer,TFI INDIA LABS,Bengaluru(Harohalli),4-6 Yrs,Project ManagementTechnical knowledgeProblem-solvingSite EngineeringTechnical skillsProjectSiteManagement,8 Days Ago,24-11-2024,Not disclosed
Sales Executive,ECO Well India,"Bengaluru(JP Nagar), Delhi / NCR(Sector 63A Noida)",1-6 Yrs,and in-person meetings.SalesSales executive activities,8 Days Ago,24-11-2024,3.25-6 Lacs PA
Sous Chef,Sinclairs Hotels & Resorts,"Port Blair, Kalimpong, Ooty",4-6 Yrs,Culinary SkillsMenu PlanningFood ProductionIndian & Tandoor cuisineCustomer Service OrientationTime ManagementCustomer serviceTime Managements,8 Days Ago,24-11-2024,Not disclosed
Business Development Executive,Kosca Distribution,Bengaluru,1-3 Yrs,bdefeild executivedirect executiveFMCG SalesDirectSalesDevelopmentBusiness development,8 Days Ago,24-11-2024,2.5-3.5 Lacs PA
General Manager Human Resource,Texport Industries,Bengaluru(Yeshwanthpur Industrial Area),15-18 Yrs,Industrial RelationsHuman Resource ManagementEmployee RelationsPeople Management SkillsResourceIndustrialGeneralRelationship,8 Days Ago,24-11-2024,Not disclosed
Reputed co opening For Sr.Sales officer Tirupathi and Hyderabad,Fmcg Sector,"Tirupati, Hyderabad",3-8 Yrs,SalesField Sales ManagementTerritory SalesTerritory DevelopmentGeneral TradeSecondary SalesPrimary SalesArea Sales,8 Days Ago,24-11-2024,2.5-4.5 Lacs PA
Executive Housekeeper-Female,The Golkonda Resorts & Spa,Hyderabad,10-12 Yrs,housekeepinghousekeeperhousekeeping operationslaundry managementmaintenanceLaundryHousekeeping managementManagement,5 Days Ago,24-11-2024,7.5-9 Lacs PA
Digital Marketing Professional,Virgio,Bengaluru,2-4 Yrs,Digital Marketing CampaignsSEM StrategyCampaign DevelopmentBudget ManagementSocial Media ManagementBudgetingMediaManagement,8 Days Ago,24-11-2024,Not disclosed
Field Recruiter,MedPlus,Bengaluru,3-7 Yrs,field recruitmentMass Recruitmentbulk hiringRecruitmentMassBulkFieldHiring,9 Days Ago,24-11-2024,3-5 Lacs PA
Senior Engineer - Python & Dot Net,Gianteagle,Hybrid - Bengaluru,5-10 Yrs,Net DevelopmentPythonSQL.NetSeniorDoTDevelopment,9 Days Ago,24-11-2024,13-23 Lacs PA
Test Engineer,DELTA,Bengaluru,4-8 Yrs,Industrial AutomationTestingHMIPLCCNCIndustrialAutomationTest engineering,9 Days Ago,24-11-2024,8-9 Lacs PA
North Indian cook Job in Singapore (S-Pass),Swagatham Resource Management India,"Singapore, Chennai, Bengaluru",18 Nov - 27 Nov,North Indian CookTandoorCookingHotel ManagementFood ProcessingcookchefRestaurant Management,9 Days Ago,24-11-2024,9.5-12 Lacs PA
Cluster Sales Manager,cult fit,"Chennai, Bengaluru",2-7 Yrs,Team ManagementRetail SalesSalesOperationsExcelStore OperationsStoresClustering,9 Days Ago,24-11-2024,6-8 Lacs PA
Sales Consultant,CustomFurnish,Hyderabad,3-6 Yrs,Communication SkillsSales PresentationsInterior DesigningConsultingSalesDesignSales consultingInteriors,9 Days Ago,24-11-2024,Not disclosed
Blender & SketchUp Render Expert,CustomFurnish,Hyderabad,4-8 Yrs,SketchupRenderingBlenderInterior DesigningInteriorsDesign,9 Days Ago,24-11-2024,Not disclosed
Installation Lead,CustomFurnish,Hyderabad,5-10 Yrs,Modular FurnitureLogistics ManagementLeadership SkillsCommunication SkillsInstallationLogisticsModularManagement,9 Days Ago,24-11-2024,Not disclosed
Social Media Lead,CustomFurnish,Hyderabad,3-5 Yrs,Communication SkillsSocial and Digital mediadesigningDesignMediaSocial mediaDigital mediaDigital,9 Days Ago,24-11-2024,Not disclosed
Senior Accountant - Head Office,Mysore Saree Udyog,Bengaluru,4-8 Yrs,tdsGstBank ReconciliationAccountingOfficeSeniorReconciliation,9 Days Ago,24-11-2024,Not disclosed
Graphic Designer,Seating World,Hyderabad(HITEC City +3),2-6 Yrs,Adobe Premiere ProVideo EditingAdobe PremiereMotion GraphicsIllustratorBannersCorel DrawPhotoshop,9 Days Ago,24-11-2024,2-4 Lacs PA
Sales Manager - Resort,Ridhira living Pvt Ltd,Hyderabad,2-6 Yrs,HospitalityHospitality SalesSales Managementresort salesHotel SalesSalesResortHotel,9 Days Ago,24-11-2024,3.25-7 Lacs PA
Area Sales Manager,Exotic Mile,Remote,10-20 Yrs,SalesGeneral TradeArea salesManagementArea sales managementGeneralSales managementTrade,9 Days Ago,24-11-2024,Not disclosed
Back Office Executive,International Gemological Institute,Bengaluru(Residency Road),0-1 Yrs,Spoken EnglishPresentableSmartComputerComputer OperatingOfficeEnglishOperating,9 Days Ago,24-11-2024,"50,000-2.5 Lacs PA"
Club Sales Front Line,APARNA 17 Degrees North Club,Hyderabad,2-7 Yrs,onsite salesprospect outreachbrand alliancesaiming to maximize sales while providing excellent service to existing members.and the conversion of digital leadsRelationshipCustomer acquisition is achieved through referralsAcquisition,9 Days Ago,24-11-2024,Not disclosed
Back Office Executive,International Gemological Institute,Hyderabad(Somajiguda),0-1 Yrs,Spoken EnglishBack OfficeSmart WorkerBack Office OperationsOffice AssistanceComputer OperatingOffice CoordinationAssistance,9 Days Ago,24-11-2024,1.25-2.5 Lacs PA
Store Support Executive( Warehouse Operations),Kushals.com,Bengaluru(Yelachenahalli),1-3 Yrs,Inventory ControlInventory ManagementWarehouse ManagementMaterial Requirement PlanningStock ManagementStock ControlLogistics OperationsExcel Report Preparation,9 Days Ago,24-11-2024,1.75-3.5 Lacs PA
Kitchen and Operations multiple job openings,LifeCo,Hyderabad,2-7 Yrs,CDPCulinaryFood And BeverageFood ProductionwaiterHospitalityCanteenHotel Management,9 Days Ago,24-11-2024,2.75-7 Lacs PA
Digital Marketing Specialist,Jayaanthappa,Hybrid - Bengaluru,2-3 Yrs,Facebook AdsDigital MarketingSocial Media MarketingGoogle AdsAdSensePPCGoogle AdWordsPay Per Click,9 Days Ago,24-11-2024,2.5-5 Lacs PA
Beverage Manager ( Wines & Spirits),Restaurant Chain,Bengaluru,5-8 Yrs,Beverage ManagementBeverage ManagerVendor managementVendor developmentFood CostingBeverageVendorWine,10 Days Ago,24-11-2024,Not disclosed
Retail Sales Executive,Malu Technologies,"Bengaluru, Jayanagar",2-4 Yrs,Retail SalesSalesSales ExecutiveCustomer Handlingcommunication skillsSales executive activitiesHandlingRetail,10 Days Ago,24-11-2024,Not disclosed
Senior Category Manager - Stainless Steel/TMT,Leading Client,Bengaluru,3-8 Yrs,orientationmerchandisingpnlcategory managementpricingvendor managementmarginspnl management,10 Days Ago,24-11-2024,Not disclosed
Deputy Manager/ Manager(B2B Sales - Steel),Leading Client,Hyderabad,3-7 Yrs,sales and business developmentomniretailb2b salesb2bbdbusiness to businesschannel sales,10 Days Ago,24-11-2024,Not disclosed
Retail Business Development Professional,Bhartiya Recruitment Services.,Bengaluru,7-12 Yrs,Retail business developmentStore rolloutBusiness StrategyBusiness PlanningProperty AcquisitionBusiness Development ManagementPropertyRetail business,10 Days Ago,24-11-2024,Not disclosed
Systems Engineering Manager,Tesco,Bengaluru,14-20 Yrs,AutomationMS SQLCodingXMLAgileJSONmicrosoftSDLC,10 Days Ago,24-11-2024,Not disclosed
Software Development Engineer II,Tesco,Bengaluru,4-9 Yrs,spring bootgithubArchitectureSoftware Development Engineer IITDDPerformance testingHigh level designBusiness strategy,10 Days Ago,24-11-2024,Not disclosed
Manager - Master Data Management,Tesco,Bengaluru,3-7 Yrs,Business servicesremediationERPData managementSupport servicesmicrosoftStakeholder managementContinuous improvement,10 Days Ago,24-11-2024,Not disclosed
Senior Executive / Assistant Manager - BD,Lakshmigraha Group,Bengaluru,1-4 Yrs,Automobile salesSalesSenior Sales ExecutiveOOPSMechanicalCustomer relationshipCustomer serviceManagement,10 Days Ago,24-11-2024,Not disclosed
Team Member Support Specialist I,Sabre,Bengaluru,2-4 Yrs,project managementdata managementsabreleadershipcommunication skillscrmTeamManagement,10 Days Ago,24-11-2024,Not disclosed
