roles,companies,locations,experience,skills,Dates,PresentDate,salary
Field Executives,Gagana Properties,Mysuru,0-1 Yrs,TrainingUsageSalesField Sales RepresentativeField Sales ExecutiveMarketing campaignsDatabaseSales Executive,30+ Days Ago,24-11-2024,Not disclosed
Telecaller,Rajputana Realty,Siliguri,0-2 Yrs,BengaliReport writingTelecallingWritingReporting,30+ Days Ago,24-11-2024,Not disclosed
Sales Executive,Rajputana Realty,Siliguri,0-2 Yrs,BengaliClient relationshipSales ExecutiveSalesSales executive activitiesClientRelationshipClient Relation,30+ Days Ago,24-11-2024,Not disclosed
Sales Manager,Kashavi Homes,Noida,0-5 Yrs,Client handlingSalesManagementSales achievementHandlingClientSales management,30+ Days Ago,24-11-2024,Not disclosed
Telecaller Executive,Gagana Properties,Mysuru,0-1 Yrs,Telecalling ExecutiveTelecalling,30+ Days Ago,24-11-2024,Not disclosed
Technical Sales Engineer,WAV Energy Solutions,"Namakkal, Chennai",0-2 Yrs,product demonstrationcustomer relationshiptechnical salespresentation skillsbusiness developmentsalesmarketingtechnical support,30+ Days Ago,24-11-2024,Not disclosed
Real Estate Agent,Kashavi Homes,Noida,0-4 Yrs,Real Estate AgentEstateReal estate,30+ Days Ago,24-11-2024,Not disclosed
Etp Incharge,Elite Consultants,Aurangabad,2-4 Yrs,ETPEffluent Treatment PlantEHSRO SystemETP OperationRO PlantWater Treatment PlantMee,4 Days Ago,24-11-2024,Not disclosed
Design Estimation Engineer,Tema India,Vadodara(Subhanpura),5-8 Yrs,microprotolEstimationEstimation EngineeringPV EliteHeat ExchangersStatic Equipment DesignDesign engineeringExchange server,12 Days Ago,24-11-2024,Not disclosed
Pricing Executive,Infinitude Logistics,Ludhiana,0-2 Yrs,Pricing ExecutivePricing,30+ Days Ago,24-11-2024,Not disclosed
Documentation Trainee,Sunstar Shipping Services,Mundra,0-2 Yrs,TradeDocumentation TraineeBillingImport managementExport managementManagementDocumentationTraining,30+ Days Ago,24-11-2024,Not disclosed
"Tele Caller, CRM",HomeKraft Infra,Noida,0-3 Yrs,OutboundClient servicingDatabaseUPSCRMTelecallingServicingDBMS,30+ Days Ago,24-11-2024,Not disclosed
Management Trainee,Dayal Paradise,Lucknow,0-1 Yrs,TrainingManagement TraineeHotel managementCounter salesSales trainingCustomer interactionSalesTraining management,30+ Days Ago,24-11-2024,Not disclosed
Content Writer,housepartner.in,Lucknow,0-3 Yrs,Content managementWeb technologiesManagement systemsSocial mediaCMSJournalismResearchSEO,30+ Days Ago,24-11-2024,Not disclosed
Sales Executive,Infinitude Logistics,Ludhiana,0-1 Yrs,Sales ExecutiveSalesSales executive activities,30+ Days Ago,24-11-2024,Not disclosed
Senior Sales Executive,Infinitude Logistics,Ludhiana,0-2 Yrs,Senior Sales ExecutiveSeniorSales,30+ Days Ago,24-11-2024,Not disclosed
Telemarketer,Vgeotech Experts,Aurangabad,0-1 Yrs,OutboundLead generationProduct promotionSalesCustomer supportCivil engineeringCivilEngineering,30+ Days Ago,24-11-2024,Not disclosed
Senior Sales Executive,Siddhivinayak Realty Life Spaces Llp,"Gandhinagar, Sanand, Bavla",1-3 Yrs,Real Estate Salesreal estateResidential Salessalessales executiveSales executive activitiesSeniorResidential,5 Days Ago,24-11-2024,2.5-5 Lacs PA
Sales Executive,Landchester Builders,Thrissur,0-3 Yrs,complaint handlingcold callingnetworkingbusiness developmentmarket researchmediaadvertisingcorporate sales,30+ Days Ago,24-11-2024,Not disclosed
HR Recruiter,Logicladder,Gurugram,0-2 Yrs,Interpersonal skillsNetworkingCompetitor analysisHRMedical insuranceManagementEmployee relationsRecruitment,30+ Days Ago,24-11-2024,Not disclosed
Telesales Representative,Manturam Realtors,Kolkata,0-2 Yrs,bpodomestic bpocustomer servicecustomer caredbmsbusiness developmentoutbound callingsales,30+ Days Ago,24-11-2024,Not disclosed
Sales executive,Terrashine Infrahight,Lucknow,0-3 Yrs,TelecomFinancial sectorRetail Sales ExecutiveSales ExecutiveMarket penetrationRetail salesfinanceretail,30+ Days Ago,24-11-2024,Not disclosed
Marketing Executive,Creative Build Works,Ghaziabad,0-4 Yrs,visualforcebrandingsfdcbusiness developmentadvertisingtriggerstrackingdashboards,30+ Days Ago,24-11-2024,Not disclosed
Sales Engineer,Aakar Engineers,Ahmedabad,0-2 Yrs,Relationship managementWater treatmentCapital equipmentsManufacturing processWaste water treatmentInfrastructureManagementTechno-commercial,30+ Days Ago,24-11-2024,Not disclosed
Sales Engineer,Logicladder,Gurugram,0-2 Yrs,ProcurementAutomationTeam managementSalesChannel salesPresalesMedical insuranceMS Office,30+ Days Ago,24-11-2024,Not disclosed
Executive - IT,ST Courier,Gonda,0-5 Yrs,serverinformation technologydisaster recoverynetworkingsystem administrationtechnical supportit operationsactive directory,30+ Days Ago,24-11-2024,Not disclosed
Tele callers professionals,Red Kaizen Realty,Noida,0-4 Yrs,Tele callersTelecallingCalling,30+ Days Ago,24-11-2024,Not disclosed
Sales Manager,E-cube Energy,"Kolkata, Raipur",0-3 Yrs,Business administrationSalesadministrationmanagementsales management,30+ Days Ago,24-11-2024,Not disclosed
Real Estate Sales Manager,Premier Housing And Properties,"Tambaram, Chennai(Tambaram Velachery Road +1)",2-7 Yrs,Sales And MarketingReal Estate SalesReal Estate MarketingField WorkB2C SalesProperty SalesDirect SalesField Marketing,7 Days Ago,24-11-2024,1.25-4 Lacs PA
Front Office Executive,Fomra Housing And Infrastructure,Chennai,0-3 Yrs,computer operatinghousingmultitaskingback officeadministrationreceptionist activitiesoffice assistanceoffice coordination,30+ Days Ago,24-11-2024,Not disclosed
Assistant/Programme Officer,Wildlife Trust Of India,Noida,0-2 Yrs,ProcurementHead Business DevelopmentProject implementationNetworkingProject monitoringConsultingProposal preparationBiology,30+ Days Ago,24-11-2024,Not disclosed
Jr. Management/Staff,DP Jain & Co Infrastructure,Nagpur,0-3 Yrs,Lead generationSalesShare marketHP data protectorDatabase managementCompetitor analysisManagement StaffData collection,30+ Days Ago,24-11-2024,Not disclosed
Fashion Intern,Notoxic,Coimbatore,0-3 Yrs,Data analysisWeb analyticsSocial mediaStrategic planningMarket researchPromotional eventsMS OfficeMarketing Executive,30+ Days Ago,24-11-2024,Not disclosed
Marketing Executive,Era Consultancy,Lucknow,0-3 Yrs,Direct marketingMarketing ExecutiveAdvertisingMarketingDirect,30+ Days Ago,24-11-2024,Not disclosed
Senior Manager Accounts and Finance / Male,SSP Solutions,Kolkata,12-16 Yrs,Balance Sheet FinalisationGst ReturnPayroll PreparationHindiTDS ReturnFinanceSeniorBalance,5 Days Ago,24-11-2024,5.5-6 Lacs PA
Project Coordinator,Shaleen management consultants,Udaipur,1-6 Yrs,CoordinationAutoCADClient CoordinationBack Office SupportOperationsSolarProject DocumentationDocumentation,5 Days Ago,24-11-2024,2.25-4 Lacs PA
Jr Executive - Marketing,Epsilon Logistics,Rajkot,0-3 Yrs,Junior ExecutiveOn-page optimizationSocial mediaCompetitor analysisLink buildingManagementSEOMarketing Executive,30+ Days Ago,24-11-2024,Not disclosed
Tele Callers,My Property Boutique,Chennai,0-1 Yrs,Tele Callers ChennaiCallingTelecalling,30+ Days Ago,24-11-2024,Not disclosed
Current Designation - Digital Marketing Executive,Dreamz Group,Lucknow,0-3 Yrs,Google AnalyticsSocial mediaMarketing planninginbound marketingManagementSEODigital marketingMarketing budget,30+ Days Ago,24-11-2024,Not disclosed
Customer Care Executive,India Property Online,Chennai,0-2 Yrs,MalayalamCustomer Care ExecutiveCustomer Service ExecutiveCustomer serviceCustomer care,30+ Days Ago,24-11-2024,Not disclosed
Relationship Executive,India Property Online,Chennai,0-2 Yrs,Tele Sales ExecutiveOutboundMalayalamRelationship ExecutiveDatabaseTelesalesRelationshipSales,30+ Days Ago,24-11-2024,Not disclosed
Real Estate Sales Executive,Instadeal,Noida(Sector-16 Noida),1-5 Yrs,Communication SkillsLead GenerationListingDirect SellingSales PresentationsClient HandlingSalesPresentation,5 Days Ago,24-11-2024,2.16-4.8 Lacs PA
Senior Executive / Asst. Manager - Leasing,M2K Infrastructures,Gurugram,0-6 Yrs,Relationship managementMarket analysisComplianceSenior ExecutiveRelationshipLegalLeasingMarket research,30+ Days Ago,24-11-2024,Not disclosed
QS Billing Engineer For Road Construction Project /Odisha,SSP Solutions,"Guwahati, Cuttack, Patna",12-20 Yrs,Highway ConstructionRoad ConstructionRoad ProjectQuantity SurveyingBilling EngineeringEngineeringHighwaysQuantity,5 Days Ago,24-11-2024,12 Lacs PA
Surveillance Manager,Henry And Farad,Ernakulam,1-2 Yrs,Time ManagementExcel PowerpointAnalytical SkillsManagement SkillsInterpersonal SkillsEnglishMalayalamTeam Management Skills,5 Days Ago,24-11-2024,3-3.6 Lacs PA
Current Designation - Seo Executive,Dreamz Group,Lucknow,0-3 Yrs,Google AnalyticsWeb technologiesResearchSEO ExecutiveSEOCurrentAnalyticsGoogle,30+ Days Ago,24-11-2024,Not disclosed
Support Engineer,Kanha Rice Products,Janjgir - Champa,0-4 Yrs,Website managementSales HRMarketing LeadCounsellingWeb technologiesSalesManagementEngineering Support,30+ Days Ago,24-11-2024,Not disclosed
Purchase Executive- Real Estate,Benchmark Developers,Kolkata(Salt Lake +1),7-8 Yrs,Work OrderProcurement and Purchase in Real EstateVendor NegotiationContract ManagementVendor ManagementPurchase Order CreationPurchase orderContracts,9 Days Ago,24-11-2024,2.5-4 Lacs PA
BPO Telecalling -Chennai only,Premier Housing And Properties,"Tambaram, Chennai(Vadapalani +7)",1-6 Yrs,TelesalesCredit Card SalesTelecom SalesInsurance SalesCallingPresalesGeneral Insurance SalesReal Estate Sales,7 Days Ago,24-11-2024,2-4 Lacs PA
Back Office Executive,VJ Group Lucknow,Lucknow,0-2 Yrs,clerical workreport generationback officeback office operationsdocumentationoffice assistanceoffice coordinationcustomer support,30+ Days Ago,24-11-2024,Not disclosed
Front Office Executive,Go India Property,Noida,0-1 Yrs,Front Office ExecutiveAccountingBook KeepingMS OfficedebitData entryData Entry OperatorOperating,30+ Days Ago,24-11-2024,Not disclosed
Internship,Cardan Engineering Projects,Ballari,0-1 Yrs,PDFEngineering projectsHTMLInternshipEngineeringProject,30+ Days Ago,24-11-2024,Not disclosed
Digital Marketing Expert,Travel Kida,Noida,0-2 Yrs,Promotional campaignsDigital mediaPPCadvertising agencyGoogle AnalyticsGoogle AdWordsSEODigital marketing,30+ Days Ago,24-11-2024,Not disclosed
Asst. Engineer (Estimation & Tender),Spg Infracon,"Ahmedabad(South Bopal +5), Anand(Vallabh Vidhyanagar +3)",0-2 Yrs,Tender EstimationBoq PreparationRate NegotiationRate AnalysisTender PreparationInfrastructure ProjectsConstruction EngineeringEstimation,16 Days Ago,24-11-2024,Not disclosed
Accountant,Globe Studios,Jaipur,0-1 Yrs,TallyERPTally ERPAccountingMS OfficeLogisticsMicrosoftOffice,30+ Days Ago,24-11-2024,Not disclosed
Jr . Accounts Executive,VJ Group Lucknow,Lucknow,0-2 Yrs,accounts receivabletdsaccounts payablesapjournal entriesgeneral accountinggstauditing,30+ Days Ago,24-11-2024,Not disclosed
Accountant,Qualtech Services,Ahmedabad,2-5 Yrs,EnglishAccountingLedgerHindi,6 Days Ago,24-11-2024,3-4.2 Lacs PA
Intern,Wade Maritime Consultants,Mohali,0-1 Yrs,operational supportPrimary researchBillingConsultingCompetitive intelligenceOperation SupervisorResearchInternship,30+ Days Ago,24-11-2024,Not disclosed
Sales Support,VJ Group Lucknow,Gurugram,0-4 Yrs,microsoft office applicationsdata analysiscold callingwindows xpadministrationcustomer servicecrm softwaresales process,30+ Days Ago,24-11-2024,Not disclosed
Operations Executive,Wade Maritime Consultants,Mohali,0-2 Yrs,MS Office suiteAuditorExcelBillingOperation SupervisorOperation ExecutiveManagementPowerpoint,30+ Days Ago,24-11-2024,Not disclosed
Data Operator,Gharnmakaan.com,Ghaziabad,0-3 Yrs,computer operatingdata managementsoftwareisopivot tablevlookupaccountingsql,30+ Days Ago,24-11-2024,Not disclosed
Sales / Tele Marketing Executive,Globwin Logistics,Kozhikode,0-2 Yrs,SupervisorTrainingSalesExcelTrainee SupervisorCustomer complaintsManager Quality ControlTelemarketing,30+ Days Ago,24-11-2024,Not disclosed
Sales Executive,Travel Kida,Noida,0-2 Yrs,SalesSales ExecutiveMonitoringSales executive activities,30+ Days Ago,24-11-2024,Not disclosed
Sales Executives,Gharnmakaan.com,Ghaziabad,0-3 Yrs,channel salescustomer serviceteam handlingsales processbusiness developmentaccountingdistributionsales,30+ Days Ago,24-11-2024,Not disclosed
Deputy Manager Legal Head/ Road Construction / /Male,SSP Solutions,Kolkata,17-20 Yrs,Consumer Protection ActRoad ConstructionLand LawsReal Estate LawsProperty LawsActPropertyLegal,6 Days Ago,24-11-2024,9 Lacs PA
Jr . Engineer,VJ Group Lucknow,Lucknow,0-2 Yrs,quality controlmechanical engineeringproductionengineeringautocadelectricalsmanpower handlingengineering analysis,30+ Days Ago,24-11-2024,Not disclosed
Sr . Accounts Executive,VJ Group Lucknow,Lucknow,0-3 Yrs,Back Office ExecutiveLoansCustomer Relation ExecutiveSenior Accounts ExecutiveNECJunior Accounts ExecutiveOfficeCustomer relationship,30+ Days Ago,24-11-2024,Not disclosed
Head Leasing - Real Estate,Buniyad Real Estate Services,Noida,4-9 Yrs,Commercial LeasingCommercialReal Estate MarketingCommercial MarketingCommercial Real EstateReal EstateLeasingCommercial Sales,15 Days Ago,24-11-2024,3.25-7 Lacs PA
"Current Opening : Sales executive, Senior Sales Executive.",Dev Ganga Constructions,Lucknow,0-5 Yrs,TelecomSenior Sales ExecutiveFinancial sectorMarket penetrationBusiness ExecutiveRetail businessfinanceretail,30+ Days Ago,24-11-2024,Not disclosed
Office Associate:,Efmcpl,Chennai,0-1 Yrs,bill passingshift planningsapdocumentation3d designingtechno functionalimport paymentms office package,30+ Days Ago,24-11-2024,Not disclosed
Content Writer,WAE India,Noida,0-3 Yrs,Content managementPublishingWeb technologiesLiteratureManagement systemsSocial mediaJournalismContent writing,30+ Days Ago,24-11-2024,Not disclosed
Customer Care Executive,Mermer Italia,Kozhikode,0-2 Yrs,Customer Care ExecutiveQuery resolutionCustomer satisfactionSocial mediaBudgetingManagementCateringStatistics,30+ Days Ago,24-11-2024,Not disclosed
Female Customer Service Executive,Replant Realguru,Jaipur,0-2 Yrs,Customer Service ExecutiveCustomer service,30+ Days Ago,24-11-2024,Not disclosed
Marketing Manager,Quantet Engineering,Bathinda,0-3 Yrs,B2B MarketingCommunication SkillsNegotiationSales And MarketingNew Business DevelopmentEnglishField MarketingHindi,7 Days Ago,24-11-2024,3-6 Lacs PA
Human Resource Executive,B.B. Coachtech India,Fatehpur,0-2 Yrs,PF ActHuman Resource ManagementESICHRLabour WelfareLabour LawsESI ActAttendance Management,8 Days Ago,24-11-2024,1.8-3 Lacs PA
SAFETY OFFICER,Mech Tech Engineering And Construction,Sankrail,0-2 Yrs,Industrial safetySafety managementIndustrialSafetyManagement,30+ Days Ago,24-11-2024,Not disclosed
Admissions Assistant,Samudra Maritime Company,"Mohali, Chandigarh",0-3 Yrs,LoansAdministrationMS OfficeCounsellingAdmissionsOfficeAssistanceMicrosoft,30+ Days Ago,24-11-2024,Not disclosed
Senior Marketing Executive,KDM Engineers,Visakhapatnam,0-3 Yrs,Senior Marketing ExecutivePromotional campaignsCivil constructionExecutive CivilNetworkingconstruction materialMarket researchMaterial testing,30+ Days Ago,24-11-2024,Not disclosed
Junior Engineer,Samava Assets Pvt Ltd,Sindhudurg,1-2 Yrs,Civil EngineeringSite PlanningSite ManagementCivil ConstructionSite SupervisionBuilding ConstructionSite ExecutionConstruction Engineering,7 Days Ago,24-11-2024,Not disclosed
Executive - Accounts,ST Courier,Tiruppur,0-5 Yrs,Accounts ExecutiveAccounting,30+ Days Ago,24-11-2024,Not disclosed
Telecaller,Architeca Designers & Builders,Chennai,0-2 Yrs,Lead generationGenerationTelecalling,30+ Days Ago,24-11-2024,Not disclosed
Net Developer (0- 1 year),Zakapps Software,Chennai,0-1 Yrs,Web technologiesAgileTimeApplication softwareTestingNet DevelopmentDevelopmentSoftware testing,30+ Days Ago,24-11-2024,Not disclosed
Business Development Associate - Sales,Shubhashray Housing India,Neemrana,0-2 Yrs,TelecomHealth insuranceSalesNBFCRelationship buildingFMCG salesCorporateBusiness Development Associate,30+ Days Ago,24-11-2024,Not disclosed
SUSTAINABILITY &/ OR SOCIAL IMPACT-RESPONSIBILITY,Globetrend Climate Impact,Gurugram,0-3 Yrs,pythonc++cteam managementchannel salesautomation testingbusiness developmentretail sales,30+ Days Ago,24-11-2024,Not disclosed
Design Engineers,EZON,Coimbatore,0-2 Yrs,3d model3d modelingsimulationcadengineeringautocaddesign engineeringprototype,30+ Days Ago,24-11-2024,Not disclosed
Senior HR Executive,OIL GAS,Coimbatore(Sungam),5-8 Yrs,HR Generalist ActivitiesPayrollJoining FormalitiesStatutory ComplianceHR OperationsPFRecruitmentHrsd,7 Days Ago,24-11-2024,3-3.5 Lacs PA
Sales Trainer,Casagrand,Chennai,25 Nov - 30 Nov,Sales TrainingProduct TrainingProcess TrainingCustomer Service TrainingSoft Skills TrainingCorporate TrainingService TrainingCustomer service,7 Days Ago,24-11-2024,Not disclosed
General Ledger Specialist,Sembcorp India,Gurugram,4-6 Yrs,SAPGeneral Ledger AccountingLedger AccountingLedgerGeneral ledgerGeneralAccounting,12 Days Ago,24-11-2024,Not disclosed
Guest Service agent/Guest Service Assistant,Dayal Paradise,Lucknow,0-4 Yrs,Front DeskGuest ServiceReceptionHotelDeskFrontGuestAssistance,30+ Days Ago,24-11-2024,Not disclosed
Trainee Supervisors,Hi Lite Builders,Kozhikode,0-2 Yrs,project managementtraining and developmentteam managementperformance evaluationtrainingconflict resolutionoperationsresource allocation,30+ Days Ago,24-11-2024,Not disclosed
Guest Relationship Executive / Front Office Executive,Kumar Properties,Faridabad,0-2 Yrs,HR AdministratorFront Office ExecutiveEmailReal estateGuest Relation ExecutiveGuest RelationshipOfficeHR administration,30+ Days Ago,24-11-2024,Not disclosed
Customer Outreach Manager L-1,Eshopbox Ecommerce,Gurugram,0-2 Yrs,Interpersonal skillsNetworkingAnalyticalRelationship buildingSocial mediaE-commerceCustomer supportcontent marketing,30+ Days Ago,24-11-2024,Not disclosed
Telemarketing Executives,Golden Homes,Chennai,0-3 Yrs,Telemarketing,30+ Days Ago,24-11-2024,Not disclosed
Accounts Trainee,Hi Lite Builders,Thrissur,0-2 Yrs,voucher entryaccounts receivableaccounts payabletdsbalance sheetjournal entriesgeneral accountinggst,30+ Days Ago,24-11-2024,Not disclosed
Travel Executive,DEE Piping,Palwal,3-7 Yrs,Travel ArrangementsTicket BookingTravel ManagementBrokingTicketingTravelTravel OperationsManagement,8 Days Ago,24-11-2024,4-4.75 Lacs PA
Civil Engineer - Fresher,Velciti Consulting Engineers,Chennai,0-2 Yrs,Civil EngineeringCoordinationVendor CoordinationMS OfficeLabFollow UpsFacilitiesMicrosoft,8 Days Ago,24-11-2024,Not disclosed
SALES EXECUTIVE,Colorhomes Developers,Chennai,0-2 Yrs,SalesSales ExecutiveSales executive activities,30+ Days Ago,24-11-2024,Not disclosed
Trainee Engineer MEP,Hi Lite Builders,Kozhikode,0-2 Yrs,hvacc++project managementcoperating systemsphotoshopengineeringadvertising,30+ Days Ago,24-11-2024,Not disclosed
Trainee Engineers,Hi Lite Builders,"Thrissur, Kozhikode",0-2 Yrs,project managementtechnicalmechanical engineeringproductionpresentation skillsengineeringautocaddesign engineering,30+ Days Ago,24-11-2024,Not disclosed
Trainee Engineers,Hi Lite Builders,Kozhikode,0-2 Yrs,project managementtechnicalmechanical engineeringproductionpresentation skillsengineeringautocaddesign engineering,30+ Days Ago,24-11-2024,Not disclosed
Maintanence Supervisor,Hi Lite Builders,"Thrissur, Kozhikode",0-4 Yrs,Maintenance SupervisorMaintenance,30+ Days Ago,24-11-2024,Not disclosed
Telecalling Executive,Shubhashray Housing India,Bhiwadi,0-2 Yrs,Health insuranceTelecalling ExecutiveNBFCTelecallingCorporateBrand awarenessInvestment managementCost,30+ Days Ago,24-11-2024,Not disclosed
Tele Sales Executive,Kumar Properties,Faridabad,0-2 Yrs,Tele Sales ExecutiveLead generationPurchaseEmailDatabaseReal estateGenerationTelesales,30+ Days Ago,24-11-2024,Not disclosed
Mooring Supervisor,A client of sarthee,Amreli,5-8 Yrs,mooring operationsmooringmooring maintenanceundockingdockingVesselsVessel Operationsmooring lines,8 Days Ago,24-11-2024,Not disclosed
Digital Content Creator,DEE Piping,Palwal,3-5 Yrs,Content CreationSocial MediaContent StrategyContentDigital ContentDigitalMedia,8 Days Ago,24-11-2024,3-4 Lacs PA
Sales Executive,Bullmen Realty India Pvt. Limited,Noida,0-3 Yrs,HR ExecutiveBusiness Development ExecutiveHRSales ExecutiveSales executive activitiesSalesBusiness developmentHrsd,30+ Days Ago,24-11-2024,Not disclosed
Piping Design Engineer,Mech Ci Cadd Engineering,"Ahmedabad(Baroda Highway), Vadodara, gujarat",5-10 Yrs,Piping DesignE3D3D ModelingPipingModelingPiping engineering3D ModelDesign,8 Days Ago,24-11-2024,5.5-13 Lacs PA
Incharge Carpentry,A client of sarthee,Amreli,5-10 Yrs,woodworkingcarpentrydocking operationswood cuttingcarpentry workcarpentry equipmentsDockingwood handling,8 Days Ago,24-11-2024,Not disclosed
Customer Service And Documentation Executive required For Faridabad,Wahoo Logistics,Faridabad(Sector 91 Faridabad),0-2 Yrs,MS OfficeEmail WritingInternet BrowsingEnglishHindiCustomer serviceBrowsingEmail,9 Days Ago,24-11-2024,1.44-1.8 Lacs PA
SEAFARERS (RATINGS),Darya Shipping,Gurugram,0-2 Yrs,SEAFARERS (RATINGS),30+ Days Ago,24-11-2024,Not disclosed
Sales Coordinator,Sun-x Concrete India,Chennai(Thoraipakkam),25 Nov - 04 Dec,Sales CoordinationCommunication SkillsPressure HandlingTeam SkillsConvincing PowerLeadership SkillsLeadershipCoordination,8 Days Ago,24-11-2024,1.25-2 Lacs PA
Marketing Executives,Jai Sunlight Systems,Coimbatore,0-3 Yrs,AgentsMarketing,30+ Days Ago,24-11-2024,Not disclosed
Jr. Engineer,Ananta Procon,Ahmedabad,0-2 Yrs,ComplianceISO 9000Contract administrationProject planningSchedulingManager Quality ControlManagementProject execution,30+ Days Ago,24-11-2024,Not disclosed
Business Development Manager- Warehousing and Logistics,Wherehouse,Gurugram,2-5 Yrs,Warehouse SalesSalesB2B SalesBusiness Development ManagementLogistics SalesWarehouseLogisticsWarehouse management,8 Days Ago,24-11-2024,6-9 Lacs PA
Urgent Hiring Real estate Sales Executive,Explore Realties,Lucknow(Vibhuti Khand),0-4 Yrs,Real Estate Salesrevenue generationproperty salesField Sales ExecutiveCommercial Salesfield salesbusiness generationEnglish,8 Days Ago,24-11-2024,1.8-3.6 Lacs PA
General Manager Sales /Asst. Manager Sales,Shree Vardhman Group,"Shahbad, Sonipat, Kaithal",5-10 Yrs,Real Estate SalesTeam HandlingBrokerEstateCommercial Real EstateProperty SalesGeneral ManagementCommercial Sales,8 Days Ago,24-11-2024,5-12 Lacs PA
Manager Sales & Asst. Manager Sales,Shree Vardhman Group,Gurugram,5-10 Yrs,Real Estate SalesReal Estate MarketingProperty SalesEstateReal EstateLeasingManagementSales Management,9 Days Ago,24-11-2024,4.75-8.5 Lacs PA
CP Engineer - Entry Level,Tech Acres,Jaipur,0-3 Yrs,CivilCPEntry level,30+ Days Ago,24-11-2024,Not disclosed
ENGINEER OFFICERS:,Darya Shipping,Gurugram,0-3 Yrs,ENGINEER OFFICERS:Engineering,30+ Days Ago,24-11-2024,Not disclosed
Electrical Design Engineer,Ipsl,Chennai,2-7 Yrs,Cable SizingSingle Line DiagramSpelProtection CoordinationETAPCoordinationElectrical engineeringLine,8 Days Ago,24-11-2024,3-7 Lacs PA
Senior Sales Representative,Nurall Lifestyle Solutions Pvt. Ltd.,"Puducherry(Bommayapalayam), Chennai",3-5 Yrs,Real Estate SalesLuxury SalesCustomer Relationship Management Crm SoftwareComputer ProficiencyVerbal CommunicationLead QualificationStrong Communication SkillsInterpersonal Skills,8 Days Ago,24-11-2024,6-7 Lacs PA
Project Manager,Capital Constructions,"Gwalior, Dhule, Ahmedabad",10-15 Yrs,Project ManagementConstruction ManagementProject MonitoringCoordinationSite Supervisionmonitor projectLabour ControlSite Operations,9 Days Ago,24-11-2024,9-12 Lacs PA
Field Sales Internship,Jumbo Realty,Chennai,0-2 Yrs,PDFInternField salesInternshipFieldSales,30+ Days Ago,24-11-2024,Not disclosed
Sales Manager (Only Real Estate),Lion Infra Developers,Gurugram,7-12 Yrs,Team ManagementClient ManagementCommercial SalesBusiness DevelopmentResidential SalesClient Relationship ManagementReal Estate SalesSales management,9 Days Ago,24-11-2024,9-12 Lacs PA
Assistant Manager-Machinery & Piping - only from shipping industry,ship,Thane,7-12 Yrs,Machinery & PipingPipingShippingAssistanceMachineryIndustrial,8 Days Ago,24-11-2024,15-20 Lacs PA
deputy dockmaster,A client of sarthee,Amreli,7-10 Yrs,dockingdock operationsundockingdock equipmentsdock managementdocking operationsVessel Operationsmooring,8 Days Ago,24-11-2024,Not disclosed
Store Executive,Vyapti Group,Ahmedabad,4-8 Yrs,SalesStock managementStore ExecutiveOperationsStore operationsInventoryStoresManagement,9 Days Ago,24-11-2024,Not disclosed
TEAM LEADER,Geo Design & Research,Patna,15-20 Yrs,interviewingoperations managementemployee relationsteam managementteam motivationteam handlingtraininghrsd,9 Days Ago,24-11-2024,Not disclosed
Sales Executive,Rise Infraventures,Gurugram,1-5 Yrs,Sales ExecutiveSales executive activitiesSales,9 Days Ago,24-11-2024,Not disclosed
TeleCaller,LITS Distribution & Services Pvt Ltd,Kochi,1-4 Yrs,Cold callingOutboundCustomer service orientationTelecalling ExecutiveField salesTelecallingDatabaseManagement,9 Days Ago,24-11-2024,Not disclosed
Social Media Manager,Royal York Property Management,Jaipur,2-6 Yrs,Analytical skillsMedia managementCustomer satisfactionSocial mediaProperty managementManagementAdvertisingAnalytics,9 Days Ago,24-11-2024,Not disclosed
Marketing Manager,Indomarine,Visakhapatnam,2-3 Yrs,marketing strategiesnew businessbrandingbusiness developmentadvertisingmarketing managementpublic relationssales,9 Days Ago,24-11-2024,Not disclosed
Manager Purchase,Aditi Air Conditioning,Ahmedabad,7-10 Yrs,PurchaseProcurementsProject EstimationCostingprocurement operationsTender PreparationPrice NegotiationOperations,9 Days Ago,24-11-2024,Not disclosed
Video Editor,Royal York Property Management,Jaipur,1-5 Yrs,Adobe Premiere ProCustomer satisfactionVideo EditorVideo editingProperty managementPremiere PROAdobe PremiereVideo,9 Days Ago,24-11-2024,Not disclosed
Quality Assurance Assistant Manager,Mace,Gurugram,4-9 Yrs,Business improvementManager Internal AuditManager Quality AssuranceTechnical servicesQMSSchemaHTTPProject delivery,9 Days Ago,24-11-2024,Not disclosed
Structural Design Manager,LCC Projects,Ahmedabad,12-22 Yrs,STAAD PROETABWater Supply managementStructural DesignMIDASIrrigationStructural Design HeadSupply,10 Days Ago,24-11-2024,Not disclosed
Social Media Specialist,Royal York Property Management,Jaipur,2-5 Yrs,Public relationsMedia strategyCustomer satisfactionSocial mediaBrand awarenessProperty managementManagementDigital marketing,9 Days Ago,24-11-2024,Not disclosed
SEO Specialist,Royal York Property Management,Jaipur,2-5 Yrs,Analytical skillsData analysisGoogle AnalyticsCustomer satisfactionLink buildingProperty managementResearchSEO,9 Days Ago,24-11-2024,Not disclosed
Google Ad Manager,Royal York Property Management,Jaipur,2-6 Yrs,Copy writingGoogle AnalyticsCustomer satisfactionOnline advertisingProperty managementManagementBid managementSEO,9 Days Ago,24-11-2024,Not disclosed
