roles,companies,locations,experience,skills,Dates,PresentDate,salary
RE Senior Design Engineer,Blueleaf Energy,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-6 Yrs,UsageSystem designProject schedulingRFPElectricalsSchedulingREDesign,30+ Days Ago,24-11-2024,Not disclosed
Relationship Manager,India Property Online,"Mumbai, Hyderabad, Delhi, Pune, Chennai, Bengaluru",2-4 Yrs,Analytical skillsService deliveryLead generationSalesClient retentionBusiness Development ManagerSales lead generationMarket intelligence,30+ Days Ago,24-11-2024,Not disclosed
Safety Officer,Pramila Projects,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-7 Yrs,Safety OfficerSafety,30+ Days Ago,24-11-2024,Not disclosed
Store assistant,Shrishri Infrastructure,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-6 Yrs,Retail operationsCustomer serviceRetail salesSalesRetailAssistanceOperationsStores,30+ Days Ago,24-11-2024,Not disclosed
Material Engineer,Shrishri Infrastructure,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4-8 Yrs,FabricationSupervisorFinished productsMaterial selectionProduct designMachineryCostElectricals,30+ Days Ago,24-11-2024,Not disclosed
Senior Substation Civil/Structural Engineer,"K&amp;A Engineering Consulting, P.C.","Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-9 Yrs,repairinterior designing3ds maxstructural engineeringstaad proflyoversengineeringautocad,30+ Days Ago,24-11-2024,Not disclosed
Sr. Engineer - Civil,Denasa Buildcon,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4-9 Yrs,CivilDECIndustrial constructionSenior Engineer CivilSeniorEngineeringSRIndustrial,30+ Days Ago,24-11-2024,Not disclosed
Mechanical engineer,Shrishri Infrastructure,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-7 Yrs,CFDPLMThermodynamicsFluid dynamicsAutoCADAnsysEngineering DesignFinite element analysis,30+ Days Ago,24-11-2024,Not disclosed
Finance-Business_Finance_M,Renew,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-4 Yrs,MIS reportingAuditorRenewable energyBusiness FinanceReconciliationBudgetingdebitCost,30+ Days Ago,24-11-2024,Not disclosed
Jr. Engineer - Civil,Denasa Buildcon,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",8-13 Yrs,DECIndustrial constructionConstructionCivil engineeringIndustrialJrssCivilEngineering,30+ Days Ago,24-11-2024,Not disclosed
Team Member F&A_IC3,Renew,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-6 Yrs,PayrollRenewable energyAnalyticalReconciliationSolar energyPower sectorwind energyMS Office,30+ Days Ago,24-11-2024,Not disclosed
Manager,Centpro Engineering,"Mumbai, Hyderabad, Pune",8-10 Yrs,Analytical skillsMarket analysisTradeChemicalCustomer satisfactionPharmaManagementCredit management,30+ Days Ago,24-11-2024,Not disclosed
Site Supervisor,Exactitude Infrastructure,"Pune, Bengaluru, Mumbai (All Areas)",5-8 Yrs,Technical Knowledge of Interior Work and material specificationsStrong Communication SkillsSpecificationsSiteCommunication skillsMaterialsInteriorsTechnical skills,29 Days Ago,24-11-2024,3-3.75 Lacs PA
Structural Design Engineer,Elogic Solutions,Hyderabad,4-9 Yrs,Structural EngineeringDesignDesign engineeringEngineeringStructural design,2 Days Ago,24-11-2024,Not disclosed
Tekla Modeler/ Checker -AISC Std.,DGS Technical Services,"Hyderabad/Secunderabad, Mysore/ Mysuru, Bangalore/Bengaluru",2-7 Yrs,AiscteklaCheckerTekla StructuresModelerCheckModelingChecking,26 Days Ago,24-11-2024,Not disclosed
Sales Executive,FEI Cargo,"Mumbai, Gandhidham, Hyderabad, Pune, Chennai, Ahmedabad, Thoothukudi, Vadodara",1-3 Yrs,Cold callingSalesNetworkingCustomer satisfactionSales lead generationSales ExecutiveInside salesCost,30+ Days Ago,24-11-2024,Not disclosed
Graphic Designer,Leoxsys Networks,"Mumbai, Hyderabad, Pune",2-7 Yrs,Customer acquisitionGraphic designingpackaging designDesignAcquisitionPackagingGraphics,30+ Days Ago,24-11-2024,Not disclosed
Graphic Designer,Leoxsys Networks,"Mumbai, Hyderabad, Pune",2-7 Yrs,packaging designGraphic designingCustomer acquisitionIndesignAcquisitionPackagingGraphicsGraphic designingDesign,30+ Days Ago,24-11-2024,Not disclosed
Manager - KAM - Key Account Manager,Goldi Solar,"Mumbai, Pune, Bengaluru",10-13 Yrs,OutboundMarket studyTradeLead generationSales developmentSolar energyDevelopment LeadResearch,30+ Days Ago,24-11-2024,Not disclosed
Assistant Sales Manager,A B Process Technologies,"Mumbai, Hyderabad, New Delhi, Pune, Chennai",4-5 Yrs,ChemicalSales AssistantPharmaOEMMechanicalValvesInstrumentationB2B Sales,30+ Days Ago,24-11-2024,Not disclosed
Vice President - Tendering & Bidding,Centre For Recruitment And Selection,"Mumbai, Navi Mumbai, Pune, Bengaluru, Delhi / NCR, Mumbai (All Areas)",18-28 Yrs,Business StrategyClient Relationship ManagementConstruction ManagementBusiness DevelopmentHydro PowerBiddingCivil ConstructionCivil Project Management,12 Days Ago,24-11-2024,Not disclosed
Presales Executive/Tele Sales,SRI Krishna Ventures,Hyderabad/ Secunderabad(Banjara hills),1-6 Yrs,PresalesInbound SalesInbound CallsCallingReal Estate SalesOutbound CallingReal Estate MarketingPresales executive,10 Days Ago,24-11-2024,1-4 Lacs PA
Senior Architect,Vertex Homes,Hyderabad/Secunderabad,15-20 Yrs,Architectural Drawingsproject architectArchitectural Designdesign and developmentengineerings plansdesign consultant coordinationMivanDetail Drawings,2 Days Ago,24-11-2024,Not disclosed
Project Manager - BIM,Elogic Solutions,Hyderabad(Banjara hills),8-13 Yrs,Project Manager - BIMUsaREVIT ArchitectureBimProject managementArchitectureManagementREVIT,2 Days Ago,24-11-2024,Not disclosed
Project Manager,Talentum Network Consulting,"Hyderabad, Pune, Chennai, Mumbai (All Areas)",8-13 Yrs,Project PlanningResource PlanningEHS ManagementLeadership SkillsQuality StandardsProject SchedulingProject ExecutionBoq Preparation,15 Days Ago,24-11-2024,Not disclosed
Digital Sales Manager,Sensia Global,"Kolkata, Mumbai, Pune, Gurugram",4-8 Yrs,Direct salesSupply chainBusiness analysisConsultingPresalesSales processInformation technologySoftware services,30+ Days Ago,24-11-2024,Not disclosed
Area Sales Manager,Msafe Equipment,"Mumbai, Indore, Nagpur, Hyderabad, New Delhi, Pune, Ahmedabad",3-5 Yrs,UsageSalesArea sales managementNetworkingChannel salesBillingCustomer serviceB2B Sales,30+ Days Ago,24-11-2024,Not disclosed
Sales Account Manager,Synventive Molding Solutions,"Mumbai, Pune, Chennai, Gurugram",4-5 Yrs,ERPSoftware designSalesTool engineeringMS Office toolsTechno-commercialBusiness developmentPlastic injection molding,30+ Days Ago,24-11-2024,Not disclosed
Business Development Manager- Freight Forwarding,ATA Freight,"Mumbai, Pune, Bengaluru",4-9 Yrs,SalesBusiness Development ManagementForwardingManagementBusiness developmentFreightDevelopment managementFreight forwarding,24 Days Ago,24-11-2024,Not disclosed
Sales Manager - Hyderabad,Aparna Constructions And Estates,Hyderabad/Secunderabad,9-12 Yrs,Communication SkillsmarketingDirect SalesReal EstateSales Managementsales marketingsalesDirect,1 Day Ago,24-11-2024,Not disclosed
Hiring SrInstrumentation& Contol Engineer@Hyderabad,FOX Solutions,Hyderabad/Secunderabad(KPHB),6-8 Yrs,NavisworksMS office 365AutoCADDCSInstrument & Control EngineerMicrosoftOfficeDc,5 Days Ago,24-11-2024,Not disclosed
Incharge - Sales & Traffic,Northex Logistics,"Pune, Mumbai (All Areas)",2-5 Yrs,Good experience of working in Transport / Logistics industry in Sales and/or Traffic department for managing FTL & ODC transportationBasic computer knowledge for emailsEXCEL KnowledgeAdvanced ExcelSalesTraffickingODCTransportation,29 Days Ago,24-11-2024,3-5 Lacs PA
Sales Engineer :- Solar,Selec Controls,"Pune, Chennai, Mumbai (All Areas)",2-7 Yrs,Solar SalesSolar PanelSolar EnergySolar InverterRenewable SalesSalesPanelsSales engineering,18 Days Ago,24-11-2024,Not disclosed
Service Engineer,Oerlikon Balzers,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",3-7 Yrs,repairservice engineeringwritten communicationtool makingwritingtroubleshootingtool maintenanceinjection moulding,30+ Days Ago,24-11-2024,Not disclosed
Project Coordinators,PriMove Infrastructure Development Consultants Pvt. Ltd.,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",3-8 Yrs,TrainingCommunity mobilizationSocial scienceSociologyCoordinationProject coordinationMobilisationProject,30+ Days Ago,24-11-2024,Not disclosed
Sales Engineer,Advanced Bolting Solutions Pvt Ltd,"Mumbai, Panaji, Nagpur, Pune, Ahmedabad, Coimbatore",3-5 Yrs,Capital equipmentsSales strategyHeavy machinerySalesMechanicalIndustrial salesElectricalsMachinery,30+ Days Ago,24-11-2024,Not disclosed
Livelihood Specialist,PriMove Infrastructure Development Consultants Pvt. Ltd.,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",7-12 Yrs,Social scienceSociologyLivelihoodScience,30+ Days Ago,24-11-2024,Not disclosed
Digital Marketing Specialist,PriMove Infrastructure Development Consultants Pvt. Ltd.,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",7-12 Yrs,Computer scienceOnline marketingComputer applicationBusiness managementCommerceDigital marketingApplicationScience,30+ Days Ago,24-11-2024,Not disclosed
IEC & Communication specialist,PriMove Infrastructure Development Consultants Pvt. Ltd.,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",7-12 Yrs,JournalismIECCommunication skills,30+ Days Ago,24-11-2024,Not disclosed
International Sales Executive,Aparna Constructions And Estates,"Hyderabad/ Secunderabad, Telangana",5-6 Yrs,International SalesB2C Salesdirect salesSalesDirectB2CInternational,1 Day Ago,24-11-2024,4.5-5 Lacs PA
Sales Engineer,Atandra Energy,"Ludhiana, Mumbai, Indore, Pune, Lucknow",2-4 Yrs,SalesCorporateUPSTransformersEnergy managementElectricalsDirect sellingDirect,30+ Days Ago,24-11-2024,Not disclosed
AGM - Sales,Aparna Constructions And Estates,Hyderabad/Secunderabad,15-21 Yrs,Real Estate SalesProperty SalesResidential SalesAgmReal estateResidentialSalesEstate,9 Days Ago,24-11-2024,Not disclosed
Monitoring and Evaluation Specialist,PriMove Infrastructure Development Consultants Pvt. Ltd.,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",5-10 Yrs,Computer scienceEconomicsUsageExcelSocial scienceProject monitoringFinanceComputer application,30+ Days Ago,24-11-2024,Not disclosed
Asst . Manager,Anand Road Lines,"Mumbai, Pune, Khopoli, Ahmedabad, Coimbatore, Vadodara",2-5 Yrs,AhmedabadCoimbatoreBarodaAsst. Manager Khapoli,30+ Days Ago,24-11-2024,Not disclosed
Civil Engineer,PriMove Infrastructure Development Consultants Pvt. Ltd.,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",7-12 Yrs,MonitoringCivil engineeringcivil infrastructureEngineeringCivilInfrastructure,30+ Days Ago,24-11-2024,Not disclosed
Project Manager,NLF Solutions Pvt Ltd,"Pune, Mumbai (All Areas)",6-10 Yrs,Project ExecutionProject MonitoringProject PlanningProject SchedulingProject EstimationSite ManagementProject CoordinationMonitoring,28 Days Ago,24-11-2024,Not disclosed
General Manager Planning,Godrej Industries,"Pune, Mumbai (All Areas)",15-24 Yrs,PlanningGeneralManagement,26 Days Ago,24-11-2024,Not disclosed
Asst. Manager - Sales,Jay Storage Solution Pvt. Ltd.,"Mumbai, Delhi, Pune, Bengaluru",3-4 Yrs,Customer acquisitionLead generationSalesCommercial negotiationsTechnical supportManagementAssistanceTechnical,30+ Days Ago,24-11-2024,Not disclosed
Tourism Specialist,PriMove Infrastructure Development Consultants Pvt. Ltd.,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",7-12 Yrs,ManagementTourism,30+ Days Ago,24-11-2024,Not disclosed
Immediate Hiring For Team Leader at HomeBazaar.com For Pune location,Home Bazaar Services,"Mumbai Suburban, Pune, Mumbai (All Areas)",4-9 Yrs,salesEdtechTarget AchievementTeam HandlingHospitality SalesB2C SalesAviationchannel partner,26 Days Ago,24-11-2024,7-9 Lacs PA
Sr. Pipe Stress Engineer,FOX Solutions,Hyderabad/Secunderabad(JNTU),8-12 Yrs,Caesar IIStress Analysisstress enngineerFRPCaesarpipe stressPiping Stress AnalysisSR,3 Days Ago,24-11-2024,Not disclosed
AM / DM - Stores,Rithwik Energy Generation,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",8-15 Yrs,A.M / D.M StoresDmStoresAms,30+ Days Ago,24-11-2024,Not disclosed
Team Leader cum Flood,PriMove Infrastructure Development Consultants Pvt. Ltd.,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",15-20 Yrs,hydraulic designTrainingCivil engineeringHydraulicsDesignTeam leadingCivilTeam,30+ Days Ago,24-11-2024,Not disclosed
Assistant Manager Post sales,Knest Manufacturers,"Pune, Mumbai (All Areas)",5-10 Yrs,Post Sales SupportAfter Sales ServiceCRMPost SalesEscalation ManagementAccounts ReceivableCustomer ManagementCustomer Support,30 Days Ago,24-11-2024,Not disclosed
Cluster Manager,CLIENT OF FIRM,"Pune, Delhi / NCR(Panchsheel Park), Mumbai (All Areas)(Andheri East)",7-12 Yrs,Project PlanningEscalation ManagementTeam ManagementProject MonitoringProfitabilityProcess ManagementWorking Capital ManagementCustomer Management,29 Days Ago,24-11-2024,10-15 Lacs PA
Engineer - Customer Care / Service Engineer,Electronica Group,"Mumbai, Pune, Daman",2-4 Yrs,Servo retrofitControllerRoboticsservice engineeringcustomer care Engineeringmaintenance operationsinjection mouldingCustomer care,11 Days Ago,24-11-2024,Not disclosed
Civil Site Engineer,Construction Company,"Panvel, Navi Mumbai, Pune",2-7 Yrs,Civil EngineerCivil ConstructionSite EngineerRCC buildingshigh risesbar bendingSite SupervisionSite Execution,11 Days Ago,24-11-2024,4-5 Lacs PA
Territory/Area Sales Manager | Business Development | B2B Sales,Kaamkaaj India,"Mumbai, Pune, Mumbai (All Areas)",3-8 Yrs,B2B SalesBusiness DevelopmentCorporate SalesCorporate SellingBdeClient OnboardingNew Client AcquisitionClient Acquisition,4 Days Ago,24-11-2024,7-10 Lacs PA
O & M Engineer,Dinesh Engineers,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",1-4 Yrs,project managementmechanical engineeringproductionpreventive maintenancescadaroot cause analysisautocadkaizen,30+ Days Ago,24-11-2024,Not disclosed
Project Manager,Rithwik Energy Generation,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",20-21 Yrs,CivilProject managementProjectManagement,30+ Days Ago,24-11-2024,Not disclosed
Manager - Safety,Rithwik Energy Generation,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",15-16 Yrs,Safety ManagerSafety managementSafetyManagement,30+ Days Ago,24-11-2024,Not disclosed
FPC Coordinator,PriMove Infrastructure Development Consultants Pvt. Ltd.,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",3-8 Yrs,team managementmanagement skillsadministrationback officepresentation skillsteachingoffice administrationsocial work,30+ Days Ago,24-11-2024,Not disclosed
Project Manager - Tunnels,Rithwik Energy Generation,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",20-21 Yrs,CivilProject managementProjectTunnelManagement,30+ Days Ago,24-11-2024,Not disclosed
Project Manager - Highways,Rithwik Energy Generation,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",20-21 Yrs,CivilManagementProject managementHighwaysProject,30+ Days Ago,24-11-2024,Not disclosed
Engr / Sr Engr / AM / DM – Bridges & Roads,Rithwik Energy Generation,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",5-10 Yrs,CivilAmsBridgesDmSR,30+ Days Ago,24-11-2024,Not disclosed
Manager - P & M ( Roads & Tunnels ),Rithwik Energy Generation,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",10-15 Yrs,Manager P&MTunnelMPManagement,30+ Days Ago,24-11-2024,Not disclosed
Manager - Accounts,Rithwik Energy Generation,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",12-15 Yrs,Manager AccountsAccount managementManagementAccounting,30+ Days Ago,24-11-2024,Not disclosed
Area Sales Manager,Fleetx Technology Private Limited,"Navi Mumbai, Pune, Mumbai (All Areas)",3-8 Yrs,b2b salesTerritory SalesTyresDirect SalesTelecom Salesarea sales managerCRM Salesassistant area sales manager,29 Days Ago,24-11-2024,Not disclosed
Engr / Sr Engr / AM / DM - Electrical,Rithwik Energy Generation,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",5-10 Yrs,ElectricalsSRDmAms,30+ Days Ago,24-11-2024,Not disclosed
Sr/Jr Manager - Finance & FUND Raising in Real Estate,Leading Client,"Mumbai, Pune",8-13 Yrs,Financefundingfinancial managementreal estatefund raisingbankingSREstate,10 Days Ago,24-11-2024,Not disclosed
"Sr./ Engineer, Application Development",Abu Dhabi Co For Onshore Oil Operations (adco),"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",5-10 Yrs,ProcurementPolymer chemistryProduct innovationChemical engineeringEngineer Application DevelopmentCost reductionTroubleshootingContinuous improvement,30+ Days Ago,24-11-2024,Not disclosed
Opening For Fresher Female Cabin Crew with Reputed Airlines,Onboard Hrservices Llp,"Pune, Ahmedabad, Mumbai (All Areas)",0-2 Yrs,Cabin Crew ActivitiesFlight AttendantAirlinesAviationAir Hostess ActivitiesHostess ActivitiesFlightCabin,24 Days Ago,24-11-2024,"50,000-90,000 PA"
Pricing Executive,Kangaroo Logistics Pvt. Ltd.,"Mumbai, Navi Mumbai, Pune",1-4 Yrs,NegotiationQuotationFreight ForwardingRate NegotiationNVOCCPricingPrice NegotiationFreight,16 Days Ago,24-11-2024,Not disclosed
IT Service Desk Analyst - L1,Marken,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",2-5 Yrs,TicketingNetworkingSchemaHTTPWindowsTroubleshootingContinuous improvementInformation technology,30+ Days Ago,24-11-2024,Not disclosed
Water Resources Engineer,PriMove Infrastructure Development Consultants Pvt. Ltd.,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",4-8 Yrs,CivilHydraulicsGIS softwareGISWater Resource EngineeringWaterSoftwareGI,30+ Days Ago,24-11-2024,Not disclosed
Social Safeguard Specialist,PriMove Infrastructure Development Consultants Pvt. Ltd.,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",10-20 Yrs,SociologyManagement,30+ Days Ago,24-11-2024,Not disclosed
Service Desk Coordinator,Marken,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",1-5 Yrs,Service managementBackendService levelHTTPCustomer serviceAsset managementInformation technologyRemote support,30+ Days Ago,24-11-2024,Not disclosed
Home collection Phlebotomist,C3 Logistics,"Mumbai, Pune",3-6 Yrs,sterilitypathologylab testingblood bankclinical chemistrydocumentationmicrobiologyhistopathology,15 Days Ago,24-11-2024,Not disclosed
Territory Sales Manager - West,Alomind Labs,"Hybrid - Pune, Ahmedabad, Mumbai (All Areas)",2-4 Yrs,Area SalesField SalesDirect SalesSales StrategyB2B SalesField Sales ManagementArea Sales ManagementTerritory sales management,16 Days Ago,24-11-2024,4.5-8 Lacs PA
