roles,companies,locations,experience,skills,Dates,PresentDate,salary
IT Support Specialist,Samsara Technologies India Pvt Limited,Hybrid - Bengaluru,7-12 Yrs,SSOWorkflowOktaIT support,8 Days Ago,24-11-2024,Not disclosed
HR & Admin Executive,Dirac Electric Pvt. Ltd.,Bengaluru,2-3 Yrs,HR AdministrationHR OperationsTalent AcquisitionAcquisitionHrsdAdministrationOperations,8 Days Ago,24-11-2024,Not disclosed
UI/Front End Architect/7-12 Years/ Hyderabad,Inrhythm Solutions,Hybrid - Hyderabad,7-12 Yrs,AngularCSSSPASingle Page AppHTMLOOJSUI ArchitectFrontend Ui,8 Days Ago,24-11-2024,20-35 Lacs PA
Service Engineer,Motwane,Bengaluru,1-4 Yrs,Plc ScadaService EngineeringInstallationIOT DevicesMonitoringTransformer TestingSubstation TestingFiled Testing,8 Days Ago,24-11-2024,Not disclosed
Sell Side - Category Manager,Zepto,Bengaluru,1-6 Yrs,GtmGo-to-market StrategySales StrategyStrategic PlanningProduct LaunchBusiness StrategyMarketing StrategyProduct Strategy,9 Days Ago,24-11-2024,15-25 Lacs PA
Automation Test Engineer,Kongsberg Software And Services,Hybrid - Bengaluru,5-9 Yrs,JavascriptSeleniumplaywrightTypescriptManual TestingAutomation testingManualAutomation,9 Days Ago,24-11-2024,Not disclosed
Senior Salesforce Data Analyst,Product developement,Bengaluru,7-12 Yrs,SalesforceSalesforce Sales CloudSFDCData AnalysisSalesforce CRMSalesCloudSenior,9 Days Ago,24-11-2024,Not disclosed
Senior Android Developer,NCR Voyix,Hyderabad,6-9 Yrs,Objective CReact.jsAndroidKotlinJavaAndroid Application DevelopmentCDevelopment,6 Days Ago,24-11-2024,Not disclosed
Marketing Intern,Ampergula Software Solutions,Hyderabad,0-1 Yrs,Marketing PromotionsB2B MarketingDirect MarketingCorporate MarketingField MarketingMba MarketingCommunication & MarketingDirect,9 Days Ago,24-11-2024,"60,000-1.8 Lacs PA"
Backend Engineer,Bayzat,Remote,2-7 Yrs,KotlinJavaRestful WebWeb technologiesBackendRest,9 Days Ago,24-11-2024,11-19 Lacs PA
HR Assistant - Learning & Organizational Development,Vision India Services Pvt. Ltd.,Bengaluru,2-4 Yrs,Learning And DevelopmentHuman resourcesOrganizational DevelopmentHR assistanceHrsdDevelopmentAssistanceResource,9 Days Ago,24-11-2024,3.5-5 Lacs PA
"Manual Test Engineer - API, DB Testing, BDD",NCR Voyix,Hyderabad,3-6 Yrs,BDDAPI TestingDatabase TestingPos MachineManualSoftware testingManual testingAPI,9 Days Ago,24-11-2024,Not disclosed
Senior IAM Consultant,Agiro Digital Services,Hybrid - Bengaluru,5-10 Yrs,IAMSaviyntActive DirectoryDirectoryConsultingSenior,9 Days Ago,24-11-2024,10-20 Lacs PA
Marketing Executive,Hmse Technologies,"Bidar, Dhule, Nagpur, Gadag, Pimpri-Chinchwad, Davangere, Akola, Belgaum, Amravati",0-3 Yrs,Communication SkillsComputer KnowledgeMarketing ManagementConvincing PowerVerbal CommunicationInterpersonal SkillsInterpersonalMarketing,9 Days Ago,24-11-2024,1.5-2.5 Lacs PA
Product Development Engineer - Backend,Phenom People,Hyderabad,3-7 Yrs,MongoDBCore Java DevelopmentMicroservicesData Structures And AlgorithmsDesign PatternsDistributed Control SystemData structuresCore,9 Days Ago,24-11-2024,12-20 Lacs PA
Sr Software Engineer-CCaaS integration,World's leading Automated CX Assurance Platform provider,Hybrid - Hyderabad,5-9 Yrs,C#.NetGENESYS CLOUDJavascriptCiscoCTIGenesysAMAZON CONNECT,9 Days Ago,24-11-2024,Not disclosed
Senior Software Engineer - Back End Platform,World's leading Automated CX Assurance Platform provider,Hybrid - Hyderabad,5-9 Yrs,C#AWS Development.NETs3MultithreadingAws LambdaCi/CdDOTNET,9 Days Ago,24-11-2024,Not disclosed
"Cyber Identity Services,Manager",Amolitalents,Hybrid - Hyderabad,10-15 Yrs,information systemCyberarkaccess securityaccess managementService managementManagementSystemIdentity management,9 Days Ago,24-11-2024,37.5-70 Lacs PA
Sr Software Engineeer-Backend CCaaS,World's leading Automated CX Assurance Platform provider,Hybrid - Hyderabad,5-9 Yrs,c#Node.JsApi GatewayPostgresqlMicroservicesaws servicesAWS IAMGateways,9 Days Ago,24-11-2024,Not disclosed
Cyber Infrastructure & Operations Manager,Amolitalents,Hybrid - Hyderabad,10-15 Yrs,information managementcyberarkSystem Administrationaccess managementAccessInfrastructureCyberManagement,9 Days Ago,24-11-2024,37.5-70 Lacs PA
Business Analyst / Implementation Engineer - Functional,e2open,Bengaluru(Jayanagar),4-9 Yrs,Gap AnalysisBusiness AnalystBrdRequirement AnalysisSDLC Life CycleUse CasesBusiness AnalyticsRequirement Gathering,11 Days Ago,24-11-2024,Not disclosed
Business Analyst / Implementation Engineer - Functional,e2open,Hyderabad,4-9 Yrs,Gap AnalysisBusiness AnalystBrdRequirement AnalysisSDLC Life CycleUse CasesBusiness AnalyticsRequirement Gathering,11 Days Ago,24-11-2024,Not disclosed
Enterprise Service Engineer - SQL,e2open,Bengaluru,2-7 Yrs,UnixL3 supportPLSQLOracle 11GSQLOracle 12cVersion ControlUnix Commands,11 Days Ago,24-11-2024,Not disclosed
Enterprise Service Engineer - SQL,e2open,Hyderabad,2-7 Yrs,UnixL3 supportPLSQLOracle 11GSQLOracle 12cVersion ControlUnix Commands,11 Days Ago,24-11-2024,Not disclosed
Senior software engineer,e2open,Hybrid - Bengaluru,4-8 Yrs,javaSpring BootjavascriptHibernateDesign PatternsJSPJava DevelopmentFull Stack,11 Days Ago,24-11-2024,Not disclosed
Senior software engineer,e2open,Hybrid - Hyderabad,4-8 Yrs,javaSpring BootjavascriptHibernateDesign PatternsJSPJava DevelopmentFull Stack,11 Days Ago,24-11-2024,Not disclosed
Lake Monitoring Intern,1010 Solutions,"Hubli, Mangaluru, Mysuru, Bengaluru, Belgaum",0-1 Yrs,BiotechnologyEnvironmental scienceInternMicrobiologyData collectionBiologyInternshipMonitoring,30+ Days Ago,24-11-2024,Not disclosed
Financial Administrator,Koireader Technologies,Remote,4-8 Yrs,TDSGSTQuickBooksAuditFinancial ReportingAccounting OperationsProcess ImprovementCash Flow Management,9 Days Ago,24-11-2024,Not disclosed
Senior Azure Data Engineer,Panzer Technologies,Hyderabad,5-10 Yrs,AzureAzure cloudAzure Data FactorypythonData loadingSQL QueriesAzure Data flowsAzure SQL Database,9 Days Ago,24-11-2024,Not disclosed
Area Sales Manager For Leading Lighting Industry,Leading Client,Hyderabad,3-8 Yrs,project managementarea sales managementarea salesdealer developmentsalesbrand buildingbdshowroom,10 Days Ago,24-11-2024,Not disclosed
Regional Business Development,Leading Client,Bengaluru,3-6 Yrs,architectural designsales lead generationbusiness developmentfinancial projectionsecttelephone skillsmarketing strategiesmanagement skills,10 Days Ago,24-11-2024,Not disclosed
"Manager, Enterprise AI Services",Reuters News Agency,Bengaluru,2-6 Yrs,UnixAutomationNetworkingInformation securityPAASScrumSQLPython,9 Days Ago,24-11-2024,Not disclosed
Android Engineer,Lokal,Bengaluru,1-3 Yrs,Object oriented designGITUser interface designingDebuggingArchitectural designData structuresAndroid SDKmicrosoft,9 Days Ago,24-11-2024,Not disclosed
Application Engineer- NSP PSP,E-Billing Solutions Pvt Ltd,Bengaluru,2-4 Yrs,SANData analysisC++Payment processingLinuxISOAnalyticalCustomer service,9 Days Ago,24-11-2024,Not disclosed
Application Engineer,E-Billing Solutions Pvt Ltd,Bengaluru,2-5 Yrs,IT servicesSANC++Core JavaLinuxISOAnalyticalSchema,9 Days Ago,24-11-2024,Not disclosed
Application Engineer,E-Billing Solutions Pvt Ltd,Bengaluru,2-5 Yrs,UnixIT servicesFront officeC++Payment processingISOAnalyticalTroubleshooting,9 Days Ago,24-11-2024,Not disclosed
Technical Documentation Writer,Model N,Hyderabad,2-4 Yrs,Product managementSemiconductorPharmaAgileScrumSchedulingLife sciencesMS Office,9 Days Ago,24-11-2024,Not disclosed
Lead Design Engineer,Cascade Technologies,Bengaluru,3-6 Yrs,pythontcl scriptingdebuggingshell scriptingprogrammingcommunication skillsScriptingProgram,9 Days Ago,24-11-2024,Not disclosed
Security Engineer Incident Response,Kong,Bengaluru,2-5 Yrs,event managementrustpythongcpmanagement systemsawsSecurityManagement,9 Days Ago,24-11-2024,Not disclosed
S/Manager Database Management,Arrise Solutions (india),Hyderabad,6-10 Yrs,systemdatabase securitycomplianceleadershipperformance optimizationcommunication skillsSDBMS,9 Days Ago,24-11-2024,Not disclosed
GRC Analyst,Ethos Life,Bengaluru,1-4 Yrs,vendor risk managementvrmitgcsecurity frameworkthird partycommunication skillsFrameworkVendor,9 Days Ago,24-11-2024,Not disclosed
Design Implementation Engineer,Mips,Bengaluru,2-5 Yrs,risccdcdesignupfrtldesign engineeringEngineeringDesign And Implementation,9 Days Ago,24-11-2024,Not disclosed
Full Stack Developer Internship Remote,Acowale Technologies,Bengaluru,1-2 Yrs,database designnodegitweb applicationdata modelingdesignRemoteFull Stack,9 Days Ago,24-11-2024,Not disclosed
Associate Site Reliability Engineer Hadoop,Acceldata,Bengaluru,2-5 Yrs,hivedata managementdebiankafkahdfsyarnManagementData,9 Days Ago,24-11-2024,Not disclosed
Devops Engineer,Signdesk,Bengaluru,2-4 Yrs,operations managementadministrationtraining managementacademicstrainingteachingproduct trainingcoordination,9 Days Ago,24-11-2024,Not disclosed
Accountant,Forescout,Bengaluru,2-7 Yrs,AccountantAccounting,9 Days Ago,24-11-2024,Not disclosed
Visualization Engineer/Full Stack Developer,Globalfoundries,Bengaluru,3-6 Yrs,Visualization Engineer/Full Stack DeveloperData VisualizationFull StackDevelopmentStack,9 Days Ago,24-11-2024,Not disclosed
"Manager, Renewals",Poppulo,Bengaluru,4-7 Yrs,AdministrationContract managementAnalyticalProcess improvementCustomer retentionContinuous improvementForecastingCRM,10 Days Ago,24-11-2024,Not disclosed
Technical Recruiter,Maplecroft,Hyderabad,5-8 Yrs,Stakeholder EngagementTalent acquisitionFinanceManager Technologybig dataCRMRecruitmentEngagement,10 Days Ago,24-11-2024,Not disclosed
Senior Software Engineer - C++,Insightsoftware,Bengaluru,5-9 Yrs,Software designLinuxNetworkingMySQLScrumWindowsVisual StudioOracle,10 Days Ago,24-11-2024,Not disclosed
Oracle Cloud Functional - Supply Chain - Maintenance,Cirruslabs,Hyderabad,3-8 Yrs,Supply chainOracle AppsCloudSystem integrationHTTPGap analysisBusiness process analysisTechnology solutions,10 Days Ago,24-11-2024,Not disclosed
"Team Lead, End User Support",Alteryx,Bengaluru,3-7 Yrs,remediationERPChange managementEnterprise applicationsService deskEnd User SupportUser supportITIL framework,10 Days Ago,24-11-2024,Not disclosed
Team Lead - IT Systems,Alteryx,Bengaluru,5-8 Yrs,IT servicesAutomationNetworkingLinuxPerformance managementProject planningWindowsmicrosoft,10 Days Ago,24-11-2024,Not disclosed
HR Business Partner - Software Engineering,Devrev,Bengaluru,4-8 Yrs,Business administrationInterpersonal skillsManager Technologyhrbphr solutionsHRTalent managementBusiness partnering,10 Days Ago,24-11-2024,Not disclosed
Software Development Engineer II - Android,Safe Security,Bengaluru,1-4 Yrs,Version controlGITMVVMProject managementSQLiteMVCAndroid SDKTroubleshooting,10 Days Ago,24-11-2024,Not disclosed
Senior Software Engineer - Platform,Stockx,Bengaluru,3-6 Yrs,AccessoriesgithubLinuxElectronicsManager Technologytest driven developmentmicrosoftconsumer goods,10 Days Ago,24-11-2024,Not disclosed
Lead - Logistics,Glance,Bengaluru,4-7 Yrs,Analytical skillsSupply chain managementInterpersonal skillsTeam managementE-commerceLogistics managementLogistics operationsdelivery operations,10 Days Ago,24-11-2024,Not disclosed
"Software Engineer III Full-stack ,",Vimeo,Bengaluru,3-6 Yrs,BackendCodingMySQLDebuggingAgilePHPData structuresOracle,10 Days Ago,24-11-2024,Not disclosed
"Software Engineering, Sr Engineer",Black Duck Software,Bengaluru,4-7 Yrs,RDBMSGCPPostgresqlCloudApplication securitysoftware qualityOpen sourcePython,10 Days Ago,24-11-2024,Not disclosed
Senior Software Engineer,NetApp,Bengaluru,4-10 Yrs,UnixC#C++LinuxNetworkingCodingBillingMonitoring,10 Days Ago,24-11-2024,Not disclosed
Senior Product Manager,NetApp,Bengaluru,12-15 Yrs,Product managementVMwareAutomationDisaster recoveryAgilemicrosoftJIRAVirtualization,10 Days Ago,24-11-2024,Not disclosed
Paid Media Specialist | MNC | Hyderabad | Day Shift | WFO | E Commerce,E-Commerce Industry,Hyderabad,5-10 Yrs,Paid Media SpecialistGoogle AdsPPCPaid MediaGoogle AnalyticsPay Per ClickPaid MarketingMeta Ads,9 Days Ago,24-11-2024,9.5-11 Lacs PA
Business Development Manager | SME Sales | B2B Sales,Pagarbook,"Kolkata, Ahmedabad",2-6 Yrs,SME SalesB2B SalesField SalesB2B Corporate SalesEnterprise SalesNew Client AcquisitionSaaS SalesClient Acquisition,9 Days Ago,24-11-2024,3-6 Lacs PA
Executive Assistant To Chief Executive Officer,Connect India,Bengaluru(HSR Layout),8-12 Yrs,calendartravel arrangementVisa Processingmail managementHotel BookingpresentationMOMmeetings,9 Days Ago,24-11-2024,9-12 Lacs PA
Solution Architect,Enhancesys Innovations PVT.Ltd,Bengaluru(Koramangala),7-12 Yrs,ConceptsProgrammingDatabaseOperating SystemsOperatingSystemArchitectureProgram,9 Days Ago,24-11-2024,Not disclosed
Urgent opening For Storage Testing -SDET For Product Based Company,Naukri Premium - Employer Services,Hybrid - Bengaluru,10-17 Yrs,File systempythonStorage TestingSANSAn NASStorageNASSoftware testing,9 Days Ago,24-11-2024,30-45 Lacs PA
Software Engineer 3/4- UI Development in Hyderabad,F5,Hybrid - Hyderabad,6-11 Yrs,Frontend DevelopmentJavascriptAngularAngularjsFront EndTypescriptUI DevelopmentRxjs,9 Days Ago,24-11-2024,Not disclosed
iOS Developer,Tanla Platforms,Hyderabad,5-9 Yrs,APISDKIOSRestful WebIoWeb technologiesIOS DevelopmentiPhone,9 Days Ago,24-11-2024,Not disclosed
Tendering Manager,Chandrani Compliments & Exports Private limited,"Kolkata, Lucknow",7-10 Yrs,Gem PortalOnline BiddingE-procurementE-tenderingBiddingGemsManagementTendering,9 Days Ago,24-11-2024,Not disclosed
Business Analyst,Enhancesys Innovations PVT.Ltd,Bengaluru(Koramangala),2-4 Yrs,and validating business requirements. This includes creating user storiesand mockupsflow diagramssprintsBusiness analysisData validationUsageBusiness Requirements,9 Days Ago,24-11-2024,Not disclosed
Configuration Specialist,Dealersocket-Solera,Hybrid - Bengaluru,2-5 Yrs,XMLXSLTJavascriptHTMLConfiguration,10 Days Ago,24-11-2024,13-16 Lacs PA
Sr. Software Engineer,Satnav Technologies,Hyderabad(Somajiguda),2-5 Yrs,AngularSQLDotnet DevelopmentC#Web ApiCSSLINQSAAS,10 Days Ago,24-11-2024,Not disclosed
Software Engineer,NetApp,Bengaluru,3-5 Yrs,restcontinuous integrationcdsankubernetespythondata analyticssoftware testing,10 Days Ago,24-11-2024,Not disclosed
Senior Technical Writer,Splash Business Intelligence,Hybrid - Hyderabad,7-12 Yrs,Technical DocumentationUser DocumentationSoftware DocumentationFramemakerTechnical WritingRobohelpProduct Documentationdocument writing,10 Days Ago,24-11-2024,Not disclosed
Lead Software Engineer - NodeJS / GoLang,Synamedia,Remote,6-10 Yrs,NodeJSGolangDockerSystem DesignAWSMicroservicesKubernetesDesign,10 Days Ago,24-11-2024,Not disclosed
Content Creator,Vserve Digital Solutions,Bengaluru,3-4 Yrs,Content CreationWriting and Editing SkillsSEO OptimizationSocial media creationOptimizationMediaSocial mediaSEO,10 Days Ago,24-11-2024,3-4.5 Lacs PA
Angular Developer,Splash Business Intelligence,Hybrid - Hyderabad,5-10 Yrs,JasmineJavascriptES6Angular MaterialKarmaAngular DevelopmentFrontend DevelopmentUI Development,10 Days Ago,24-11-2024,Not disclosed
Senior Data Scientist (Python),NetApp,Bengaluru,8-12 Yrs,algorithmskubernetesartificial intelligencescriptingdocument dbtensorflowsparkgcp,10 Days Ago,24-11-2024,Not disclosed
"Urgent Opening For Manager, Cloud Delivery Engineer: Permanent Remote",Deltek,Remote,7-12 Yrs,cloudCloud ApplicationsAws Cloudcloud deliveryAzure CloudApplicationRemoteManagement,10 Days Ago,24-11-2024,Not disclosed
Business Development Executive,WINIT,Hyderabad,5-7 Yrs,ERP SalesLead GenerationNew Business DevelopmentIT SalesSalesERPGenerationDevelopment,10 Days Ago,24-11-2024,Not disclosed
Manager -Purchase/Supply Chain,Electrohms Private Limited.,Bengaluru,15-20 Yrs,Procurement of electronic componentsBoq PreparationVendor DevelopmentVendor FinalizationCost Control ManagementCost EstimationBom PreparationSupply Chain Management,10 Days Ago,24-11-2024,Not disclosed
AI Engineer,Software Company,Hybrid - Bengaluru,12-20 Yrs,PytorchTensorflowAI ArchitectAIAI EngineerAI ModellingCloud and Infrastructure ManagementAI Product Lifecycle Management,8 Days Ago,24-11-2024,Not disclosed
Sales Engineer / Manager (IOT / Industrial Automation products),Leading Electronics Manufacturing Company,"Hosur, Chennai, Bengaluru",8-12 Yrs,SalesSemiconductorIndustrial AutomationIOTAutomationManagementSales engineeringIndustrial,10 Days Ago,24-11-2024,Not disclosed
React JS Developer + DSA,Amazon,Hyderabad,2-4 Yrs,Reacts JsDSAReactReact.jsJavascriptDevelopment,10 Days Ago,24-11-2024,Not disclosed
Embedded Software Engineer,Smart Soc Solutions,Hyderabad,2-7 Yrs,SecurebootARMEmbedded system designEmbedded systemsSoftwareEmbedded softwareSecurity,10 Days Ago,24-11-2024,3-6.5 Lacs PA
Quantitative Engineer,ICE Data Services,Hyderabad,3-8 Yrs,financialStatisticsQuantitativeEconomicsClearingFormulasMathematicsquant,12 Days Ago,24-11-2024,Not disclosed
AIoT FAE Engineer,DELTA,Bengaluru,5-8 Yrs,JavaSoftware Development MethodologiesTesting And Deployment.NetC#Code DeployDebuggingJavascript,8 Days Ago,24-11-2024,11-15 Lacs PA
Senior Java Developer,DAZN,Hyderabad,6-11 Yrs,System Designcore javaMicroservicesJava ArchitectureAWSDesign PatternsLLDData Structures,13 Days Ago,24-11-2024,Not disclosed
Colud Administrator - AWS/Azure,Carbynetech India Pvt Ltd,Hyderabad,5-7 Yrs,AzureRaduisAWSlogon scriptsautomationRADIUS serverPower shellSAML,10 Days Ago,24-11-2024,Not disclosed
Principal Software Engineer,Insightsoftware,Hyderabad,10-20 Yrs,Product managementSolution architectureNUnitXMLPerformance testingHTMLJSONVisual Studio,10 Days Ago,24-11-2024,Not disclosed
Software Engineer II - Global Payroll,Rippling,Bengaluru,3-5 Yrs,algorithmscssc++catiadockerjavalinuxoops,10 Days Ago,24-11-2024,Not disclosed
"Cloud Engineer, Enterprise AI Services",Reuters News Agency,Bengaluru,1-5 Yrs,UnixAutomationgithubNetworkingInformation securityPAASSQLPython,10 Days Ago,24-11-2024,Not disclosed
Associate Network Architect,Reuters News Agency,Bengaluru,10-20 Yrs,associate network architectNetworkingGCPDiversity and InclusionDNSNetwork securityTroubleshootingLoad balancing,10 Days Ago,24-11-2024,Not disclosed
Software Development Engineer,Trellix,Bengaluru,2-7 Yrs,AutomationC++windows internalsPrototypeArtificial IntelligenceDebuggingSoftware development life cycleAnalytics,10 Days Ago,24-11-2024,Not disclosed
Digital Design Engineer,Maxim Integrated,Bengaluru,2-4 Yrs,ASICSemiconductorDFTDigital designAnalogSOCVerilogHealthcare,10 Days Ago,24-11-2024,Not disclosed
Customer Service Representative,NetApp,Bengaluru,3-5 Yrs,Business processCustomer Service RepresentativeCustomer service orientationProject managementSAP CRMCustomer supportNetappLegal services,10 Days Ago,24-11-2024,Not disclosed
Sr Corporate Counsel,Resideo,Bengaluru,5-6 Yrs,Procurementaudio visualDue diligenceNetworkingContract managementNDAdata privacyRisk management,10 Days Ago,24-11-2024,Not disclosed
Workforce Management Scheduling Analyst,Twilio,"New Delhi, Bengaluru",4-8 Yrs,SANStaffingVerintIT operationsContinuous improvementBusiness continuityForecastingOperations,10 Days Ago,24-11-2024,Not disclosed
API Architect,Maplecroft,Hyderabad,9-14 Yrs,AutomationNoSQLNetworkingDisaster recoveryAPI TestingsplunkAWSSQL,11 Days Ago,24-11-2024,Not disclosed
Senior Manager - Software Engineering,Intelex Technologies Ulc,Bengaluru,4-7 Yrs,AutomationFront endCodingJavascriptHealthcareApplication developmentScrumPython,11 Days Ago,24-11-2024,Not disclosed
BI Developer,Intelex Technologies Ulc,Bengaluru,1-3 Yrs,System architectureAutomationData modelingMySQLpower biData structuresBusiness intelligenceAnalytics,11 Days Ago,24-11-2024,Not disclosed
Executive Assistant- Remote,Sprinto Hq,Bengaluru,1-4 Yrs,Cold callingAdministrationExecutiveTime managementMedical insuranceManagementMS OfficeOperations,11 Days Ago,24-11-2024,Not disclosed
Senior Software Engineer - Java,Blackline,Bengaluru,6-9 Yrs,ERPAutomationCodingScrumOracleOpen sourceMiddlewareSDLC,11 Days Ago,24-11-2024,Not disclosed
Global Talent Acquisition Leader,Devrev,Bengaluru,3-7 Yrs,StaffingTalent acquisitionWorkforce planningManager TechnologyHRManagementContinuous improvementAnalytics,11 Days Ago,24-11-2024,Not disclosed
Senior Business Analyst,Glance,Bengaluru,1-4 Yrs,Data analysisManager Quality AssuranceData managementProject managementProcess improvementTroubleshootingData miningBusiness intelligence,11 Days Ago,24-11-2024,Not disclosed
SDE III - Backend,Glance,Bengaluru,4-7 Yrs,BackendInterpersonal skillsMultithreadingProgrammingManagementOpen sourcebig dataGaming,11 Days Ago,24-11-2024,Not disclosed
SDE II - Backend,Glance,Bengaluru,3-5 Yrs,BackendInterpersonal skillsMultithreadingSoftware Development Engineer IIProgrammingOpen sourcebig dataGaming,11 Days Ago,24-11-2024,Not disclosed
Lead - Business Analyst,Glance,Bengaluru,6 Yrs,Data analysisManager Quality AssuranceData managementProject managementProcess improvementTroubleshootingData miningBusiness intelligence,11 Days Ago,24-11-2024,Not disclosed
SDE2 JS Node,Zopsmart,Bengaluru,3-6 Yrs,TrainingWeb technologiesAnalyticalProgrammingJavascriptDatabaseUser experience designTroubleshooting,11 Days Ago,24-11-2024,Not disclosed
Product Manager,Zinier,Bengaluru,5-10 Yrs,Product managementAutomationData analysisAgileMarket researchCustomer supportSiliconEngineering Design,11 Days Ago,24-11-2024,Not disclosed
"Senior Manager, DevOps","Celigo, Inc.",Hyderabad,2-6 Yrs,ProcurementAutomationNetworkingConfiguration managementTroubleshootingRelease managementDistribution systemMonitoring,11 Days Ago,24-11-2024,Not disclosed
Junior Data Scientist / ML developer,NetApp,Bengaluru,1-5 Yrs,Data analysisVersion controlData modelingCodingMachine learningOracleOpen sourceSQL,11 Days Ago,24-11-2024,Not disclosed
Firmware Testing/Graphics/Memory Validation/PNP Engineer -NI DAQ,Smart Soc Solutions,Bengaluru,2-6 Yrs,NI DAQBIOSX86ARMData validationFirmwareSoftware testingPnp,10 Days Ago,24-11-2024,Not disclosed
Technical Support Engineer,FinTech Company,Remote,1-6 Yrs,Technical SupportCRMMicrosoft Office SuiteTroubleshootingMicrosoftOfficeTechnicalMS Office,10 Days Ago,24-11-2024,Not disclosed
Lead Associate - Software Engineering - AIX / UNIX Engineer,Betanxt,Hybrid - Bengaluru,3-6 Yrs,C HashC++CShell ScriptingC Programming LanguageUnixAixC Coding,10 Days Ago,24-11-2024,Not disclosed
Senior Software Engineer - Mainframe,Betanxt,Hybrid - Bengaluru,3-5 Yrs,VSAMJCLCobolSQLCicsSeniorMainframesSoftware,10 Days Ago,24-11-2024,Not disclosed
Oracle EBS Developer (SCM & Finance),Dealersocket,Remote,4-8 Yrs,SQLOracle Supply Chain ManagementOracle E-business SuiteRoot Cause Analysisfixed assetsBOMOracleR12patch analysis,10 Days Ago,24-11-2024,Not disclosed
Sr Dynamics System Analyst,Dealersocket,Remote,4-8 Yrs,D365 F&OMicrosoft DynamicsFinance AccountingAX2012Finance OperationMicrosoft Dynamics AXOperationsAccounting,10 Days Ago,24-11-2024,Not disclosed
Hiring MuleSoft Lead Developer For Financial MNC.,Moder Solutions India Pvt Ltd,Remote,10-15 Yrs,MulesoftMulesoft IntegrationDesign PatternsMule ApiApi ManagementCloudhubArchitectural DesignDesign,10 Days Ago,24-11-2024,25-35 Lacs PA
QA Automation Specialist(Playwright),Ringcentral,Hybrid - Bengaluru,7-12 Yrs,PlaywrightJavaTypescriptJavascriptUi AutomationFront-endQA AutomationSelenium,10 Days Ago,24-11-2024,Not disclosed
Embedded Firmware Engineer,Focally,Bengaluru(Abbigere),1-2 Yrs,RTOSC Programming LanguageUARTI2CSTM32CUBEIDEC++Communication ProtocolsI2S,10 Days Ago,24-11-2024,3.5-4.5 Lacs PA
PEGA Smart Dispute,Doublu India,Remote,2-7 Yrs,CSACSSAPEGA SDPEGA Smart DisputeCcsaSmartPegaSD,10 Days Ago,24-11-2024,9-19 Lacs PA
UI/UX Designer 2-5 Years Experience,Fastpix Solutions,Hyderabad(Gachibowli),2-5 Yrs,Adobe IllustratorFigmaProduct DesignPrototypingWireframesAdobe XdAdobeUser interface designing,10 Days Ago,24-11-2024,Not disclosed
Ui/Ux developer,OntimeGlobal Pvt Ltd,Bengaluru,1-4 Yrs,Ui/UxSketchupUx DesignCSSFigmaUI DevelopmentJavascriptHTML,10 Days Ago,24-11-2024,1.5-3.75 Lacs PA
"Sr Mgr/DGM (Quality) EMS, Power Electronics",Reputed MNC Company,Bengaluru,8-13 Yrs,Manufacturing Qualityenergy meterProcess QualityElectronic ComponentsCapacitorsProduct QualityQuality ControlQuality,10 Days Ago,24-11-2024,Not disclosed
Oracle EBS Developer,Solera,Remote,2-6 Yrs,Oracle Supply Chain ManagementOracleR12SQLoracle appsOracle E-business SuiteEBSSupply chain managementR12,10 Days Ago,24-11-2024,Not disclosed
Senior Software Engineer / VoIP Development,Sangoma Technologies,Bengaluru,4-6 Yrs,C++Software EngineeringVoip TechnologyLinux PlatformSip ProtocolProtocolsSeniorSIP,10 Days Ago,24-11-2024,Not disclosed
Sr Dynamics System Analyst,Solera,Remote,4-8 Yrs,D365 F&OMicrosoft DynamicsFinance AccountingAX2012Finance OperationSystemMicrosoftFinance Accounts,10 Days Ago,24-11-2024,Not disclosed
Senior Product Manager (Virtualization),NetApp,Bengaluru,10-16 Yrs,gtmconfluenceproduct management teamvmwareproduct roadmaproadmapuser storiesmicrosoft,10 Days Ago,24-11-2024,Not disclosed
Hiring For Consultant- Analyst (Hot orders),RGBSI,Bengaluru,2-5 Yrs,Spare Order Managementaftermarket Spares OperationSAP MMInventory ManagementOrder FulfillmentProduct Life Cycle ManagementFulfillmentOrder management,10 Days Ago,24-11-2024,Not disclosed
QA Engineer,Pippin Technologies India,Bengaluru,4-9 Yrs,QA TestingWeb Application TestingAPI TestingSQL QueriesJavascript FrameworksSeleniumCode ReviewArtillery,10 Days Ago,24-11-2024,Not disclosed
National Sales Manager,Wyntronix Innovations,"New Delhi, Bengaluru",10-15 Yrs,Team Leadership & ManagementSales Forecasting & BudgetingClient Relationship ManagementSales StrategySales PlanningPerformance Tracking & ReportingClientTracking,10 Days Ago,24-11-2024,Not disclosed
Lead Developer-SFMC,Epsilon,Bengaluru,8-12 Yrs,Salesforce Marketing CloudSfmcMarketing CloudCloudSalesforceMarketing,10 Days Ago,24-11-2024,20-30 Lacs PA
Senior Software Engineer,NetApp,Bengaluru,5-8 Yrs,containerkubernetesc++orchestrationgolangsmbstoragedocker,11 Days Ago,24-11-2024,Not disclosed
Hiring : Principal Helpdesk Engineer - ERP Application Support,Deltek,Remote,7-12 Yrs,ERPApplication SupportAccountingInventory ManagementProblem SolvingBusiness ApplicationsComplex QueriesJournal,11 Days Ago,24-11-2024,Not disclosed
