roles,companies,locations,experience,skills,Dates,PresentDate,salary
Marketing Executive,Shah Book House,Hyderabad,0-2 Yrs,ExcelHR ExecutiveCustomer satisfactionSAP B1BillingCustomer retentionStatutory complianceMS Office,30+ Days Ago,24-11-2024,Not disclosed
Apprentice Trainee,Godrej Agrovet Limited,Chiplun,0 Yrs,Instrumentation EngineeringChemical EngineeringChemicalEngineeringInstrumentsInstrumentationTraining,23 Days Ago,24-11-2024,Not disclosed
Security Officer,Raic Integrated Sponge Power,"Purulia, Bardhaman, Jamuria",8-12 Yrs,Security ManagementCCTVFire FightingAccess Control SystemPhysical SecurityElectronic SecurityControlElectronics,12 Days Ago,24-11-2024,Not disclosed
Operations Head (casting),Ample Leap Cognition Technologies,Manesar,17-24 Yrs,Manufacturing OperationsPlant ManagementPlant OperationsMaintenance OperationsProduction OperationsProduction OperationPlant OperationProduction,23 Days Ago,24-11-2024,30-40 Lacs PA
Billing Executive ( Accounts ),V. Milak Enterprises,Gandhidham,0 Yrs,Should have good knowledge of Tally and MS Office/Excel required. Proficient in English. Accounting Dept. # Billing SectionCandidate should be B. Com Freshers may aswell apply.BillingApplicationKnowledge Of TallyOfficeEnglishAccounting,29 Days Ago,24-11-2024,2-2.25 Lacs PA
General Fitter,Arani Power Systems,Hyderabad,0-1 Yrs,General Fitter/APSL/PROD/S&M/0111FitnessMProdGeneralS,30+ Days Ago,24-11-2024,Not disclosed
Accountant Asst. Executive,V. Milak Enterprises,Gandhidham,0-2 Yrs,Candidate would be working as Accounts Executive. Would need to engage in Day-to-Day accounting on Tally ERPTally ERPAccountingERPEngageAssistanceAsTally,29 Days Ago,24-11-2024,2-3 Lacs PA
EXIM / MIS EXECUTIVE,Alliance Placement Solutions,Bawal,5-6 Yrs,MISEXIMDocumentationExport ImportImportImport ExportExport,4 Days Ago,24-11-2024,6.5-7 Lacs PA
Production Manager- Foundry,Bridge Waves,Kolkata,10-20 Yrs,MoldingProductionFerrousmeltingFoundryMouldsManagementProduction management,1 Day Ago,24-11-2024,8-12 Lacs PA
Senior Engineer,Leadec,Hosur,3-7 Yrs,CNC MaintenancePLCTroubleshootingSeniorCNCMaintenance,10 Days Ago,24-11-2024,4-5.5 Lacs PA
Mechanical Maintenance Engineer,MOTOR MANUFACTURING PLANT,Howrah,2-7 Yrs,Vmc MaintenanceCNC MaintenanceMachine Shop MaintenanceMachine MaintenanceMechanical MaintenanceMachineMaintenanceVMC,5 Days Ago,24-11-2024,1.75-3.5 Lacs PA
CAE Software Business Development Executive,"DHIO Research Engineering Pvt Ltd.,",Bengaluru,0-3 Yrs,CFDBusiness administrationSalesNetworkingCADBusiness Development ExecutiveResearchRevenue generation,30+ Days Ago,24-11-2024,Not disclosed
Business Development Executives,"DHIO Research Engineering Pvt Ltd.,",Bengaluru,0-2 Yrs,ProcurementSalesNetworkingBusiness Development ExecutiveResearchDevelopmentBusiness development,30+ Days Ago,24-11-2024,Not disclosed
Accounts Executive,Dev Salt,Ahmedabad,5-7 Yrs,TallyTDSIncome TaxPurchase ManagementGstInsuranceTaxationManagement,5 Days Ago,24-11-2024,4.25-6 Lacs PA
Purchase Executive,Ample Placement,Halol,1-2 Yrs,Purchase OrderPOWork OrderPurchaseOrder fulfillment,15 Days Ago,24-11-2024,2-3 Lacs PA
Junior Mechanical Design Engineer,Xmachines,Hyderabad,0-2 Yrs,FabricationDrillingBasicPrototypeAnalyticalCADMarket research3d printing,30+ Days Ago,24-11-2024,Not disclosed
Demand Planner - Resin / Chemical -(Dispatch Co-ordinator),Gargi Huttenes Albertus Pvt Ltd,Khopoli,5-10 Yrs,Inventory ManagementPlanningForecastingERPDispatch Co-ordinatorInventoryManagementDemand planning,15 Days Ago,24-11-2024,7-8 Lacs PA
Social Media Executive,A Client of Professional Consultancy Services,Chennai,1-3 Yrs,LinkedinInstagramSocial Media MarketingSEOFacebookWhatsApp MarketingSocial Media OptimizationOptimization,2 Days Ago,24-11-2024,Not disclosed
Sr. Manager Process- Nylon / Synthesis,"A very reputed business house in India, having their new plant near Bareilly in UP.",Bareilly,12-17 Yrs,polymer processsynthesis technologyNylon processManager Synthetic processSyntheticManager Synthesis processManager SyntheticSR,6 Days Ago,24-11-2024,15-30 Lacs PA
Deputy Manager - Internal Audit,Confidential,Hospet,5-10 Yrs,Internal AuditChartered AccountantSAP BINAuditingSOPRACMATRManagement,8 Days Ago,24-11-2024,Not disclosed
Executive Assistant,Pon Pure,Chennai,0-2 Yrs,administrationoffice assistancehrsdoffice administrationexecutive supportoffice coordinationpersonal assistancecoordination,30+ Days Ago,24-11-2024,Not disclosed
OFFICE ASSOCIATE,Pon Pure,Chennai,0-1 Yrs,PrintingOffice AssociateSalesbill checkingPackagingOfficeBillingChecking,30+ Days Ago,24-11-2024,Not disclosed
CUSTOMER EXPERIENCE MANAGER,M&amp;amp;N Motors,Rajahmundry,0-3 Yrs,SalesSocial mediaSupport servicesCustomer experienceCustomer experience managementManagementMedia,30+ Days Ago,24-11-2024,Not disclosed
Marketing Executive,Shah Book House,Hyderabad,0-2 Yrs,ExcelCustomer satisfactionCustomer retentionDatabaseManagementMS OfficeCustomer engagementMarketing Executive,30+ Days Ago,24-11-2024,Not disclosed
Junior Manufacturing Engineer,Auto Components,"Ambattur, Chennai",0-5 Yrs,5S SystemPlant LayoutAutoCADMachine Shopcycle timeTool DesignProcess PlanningTime,25 Days Ago,24-11-2024,Not disclosed
Relatioship Manager,Varun Motors,Visakhapatnam,0-2 Yrs,tractor loancommercial vehicle loansteam managementauto loanschannel salesretail salesbusiness developmentcar sales,30+ Days Ago,24-11-2024,Not disclosed
Accounts Executive,Doctor Sand,Kolkata,0-3 Yrs,Head Business DevelopmentAccounts ExecutiveExecutive HeadAccountingDevelopmentBusiness development,30+ Days Ago,24-11-2024,Not disclosed
Accountant,Shah Book House,Hyderabad,0-2 Yrs,ExcelSAP B1Statutory complianceCommerceMS OfficeComplianceB1Accounting,30+ Days Ago,24-11-2024,Not disclosed
Company Secretary,Modern Distropolis,Malappuram,0-3 Yrs,Company SecretaryWeb technologiesInvestor relationsIntranetCorporateManagementMonitoringRelationship,30+ Days Ago,24-11-2024,Not disclosed
Customer Care Executive,Precihole Sports Pvt Ltd,Thane,0-3 Yrs,Customer SupportCustomer RelationshipCommunication SkillsQuery ResolutionCustomer HandlingResolutionCustomer careQuery,25 Days Ago,24-11-2024,Not disclosed
Technical Engineer,Aadhav Industrial Automation,Chennai,0-2 Yrs,Erection commissioningProcurementInstrumentationProcurement managementVendorManagementServicingElectronics engineering,30+ Days Ago,24-11-2024,Not disclosed
Human Resources & Admin,Spc Life Sciences,Vadodara,0-10 Yrs,TrainingAdministrationChange managementMHRMSkill developmentSuccession planningHRManagement,30+ Days Ago,24-11-2024,Not disclosed
Quality Engr / Sr. Engr - Trichy Location - Heavy Fabrication - 4 No',Heavy Fabrication,Tiruchirapalli,5-10 Yrs,Quality EngineerInprocess QualitySenior Engineer QualityQuality SystemsQuality documentationQuality AuditCustomer QualityPlant Quality,6 Days Ago,24-11-2024,Not disclosed
Sales Executive,Unilax Paints,Kolkata,0-3 Yrs,BengaliBook KeepingSales ExecutiveMarketing ExecutiveMarketingSales executive activitiesSales,30+ Days Ago,24-11-2024,Not disclosed
Marketing Executive,AIM Technologies (india),Surat,0-2 Yrs,visualforcebrandingsfdcbusiness developmentadvertisingtriggerstrackingdashboards,30+ Days Ago,24-11-2024,Not disclosed
Sales Officer (SO),Pushpratan,Rajkot,0-3 Yrs,ChemistryManager Quality AssuranceSalesChemicalPharmaManagementQuality assuranceQuality,30+ Days Ago,24-11-2024,Not disclosed
Supervisor,Kaolin Techniques,Bhuj,0-3 Yrs,SupervisorMINEducationTransportationBusiness ExecutiveSupervision,30+ Days Ago,24-11-2024,Not disclosed
Executive,Pv Clean Mobility Technologies,Gurugram,0-2 Yrs,Quality improvementPrototypeBusiness Development ManagerManager Program ManagementBusiness planningMRMQuality ExecutiveManagement,30+ Days Ago,24-11-2024,Not disclosed
Territory Sales Executive,Fresenius Medical Care,Chennai,0-3 Yrs,territory salesmarketingsales managementtradenew businesssales strategyadvertising,25 Days Ago,24-11-2024,Not disclosed
Sales Engineer,NMS Consultant,Chennai,1-6 Yrs,Sales EngineerIndustrial SalesIndustrial InstrumentationSensorsTemperature GaugeActuatorsTransducersRTD,4 Days Ago,24-11-2024,Not disclosed
Shift Supervisor,JC Alloys,Coimbatore,0-1 Yrs,Shift SupervisorBasicExcelPowerpointSupervision,30+ Days Ago,24-11-2024,Not disclosed
Executive Assistant | Leading Manufacturer of Wheels & Castors | GGN,Unnati,"Noida, New Delhi, Gurgaon/Gurugram",0-2 Yrs,Executive AssistantAccount monitoringOrder statusPayment and CollectionDocumentationInventory managementClerical supportAdministrative Ops,30+ Days Ago,24-11-2024,1.25-2 Lacs PA
Asst. Manager Finance ( CA Fresher ),Suvidha Placements Limited,Kolkata,0-1 Yrs,Bank LoanBGFinanceBankingLCTerm Loanbank guaranteeforex,30+ Days Ago,24-11-2024,5-6 Lacs PA
artistic Vlogger & Influencer,Lumilor India,Noida,0-1 Yrs,Artistic Vlogger & Influencer,30+ Days Ago,24-11-2024,Not disclosed
Field Sales Executive,Wings Group,Salem,0-2 Yrs,Field Salescompetitor analysisSalesclients relationshipscustomer serviceAnalysisClient relationshipClient,27 Days Ago,24-11-2024,2.5-3.5 Lacs PA
UI/UX Designer,Electrifuel,Gurugram,0-1 Yrs,GraphicsProduct qualityFront endWeb technologiesSocial mediaTool designWorkflowHTML,30+ Days Ago,24-11-2024,Not disclosed
Sales Telecalling Executives,Pur Energy,Sangareddy,0-2 Yrs,SalesExecutiveTelecalling ExecutiveTime managementTelecallingManagementAutomotiveCustomer interaction,30+ Days Ago,24-11-2024,Not disclosed
Accountant,Chiptronics Solutions,Vadodara,0-2 Yrs,AccountingFinanceManagementAuditing,30+ Days Ago,24-11-2024,Not disclosed
Marketing Officer,Saatvika Technologies,"Ernakulam, Thrissur",0-2 Yrs,Sales And MarketingSales ManagementStrategic PlanningArea Sales ManagementSales DevelopmentSales AnalysisTarget AchievementPromotion Planning,18 Days Ago,24-11-2024,1.25-1.75 Lacs PA
Electical Engineer,Globe Rectifiers,Faridabad,0-2 Yrs,Database designProject managementTechnicalFocusElectronicsResearchTroubleshootingQuality management,30+ Days Ago,24-11-2024,Not disclosed
Business Development - Picks (CUTTING TOOL),SRB Group,Noida,0-2 Yrs,MiningCutting toolsLead generationSales strategyConstructionPSUSales lead generationTechno-commercial,25 Days Ago,24-11-2024,Not disclosed
Export Engineer ( Sales and Marketing ),SRB Group,Noida,0-3 Yrs,Senior managementCustomer satisfactionService industryRelationshipClient relationshipCustomer serviceRevenue generationManagement,25 Days Ago,24-11-2024,Not disclosed
Sales Telecalling Executives,Pur Energy,Sangareddy,0-2 Yrs,SalesExecutiveTelecalling ExecutiveTime managementTelecallingManagementAutomotiveCustomer interaction,30+ Days Ago,24-11-2024,Not disclosed
Mechanical Engineer Trainee,Infinity engineering services,Vadodara,0-3 Yrs,Supervisory SkillsWorkshop ManagementFabricationMechanical EngineeringManpower HandlingShop Floor ControlProduction ManagementProduction Supervising,13 Days Ago,24-11-2024,1.5-3 Lacs PA
Associate Marketing Executive,EGS Computers,Chennai,0-1 Yrs,event managementpress releasecrm marketingphotoshopmediacrm salescorporate communicationsap crm,30+ Days Ago,24-11-2024,Not disclosed
Technical Assistant Engineer,SRB Group,Noida,0-2 Yrs,Project developmentGroup DirectorProject documentationProject DirectorProject managementEngineering projectsDirectorResearch,25 Days Ago,24-11-2024,Not disclosed
Technical Sales Executive,Nano Tech Chemical Brothers,Ludhiana,0-4 Yrs,Cold callingPrintingMarket studyTechnical Sales ExecutiveNetworkingChemical engineeringSocial mediaTechnical sales,30+ Days Ago,24-11-2024,Not disclosed
Accounts Executive,Swastik Automation & Control,Ahmedabad,0-5 Yrs,financial analysisaccounts receivableaccounts payablebalance sheetcash flow statementteam managementbank reconciliation statementinvoice processing,30+ Days Ago,24-11-2024,Not disclosed
Sales Engineer,Swastik Automation & Control,Ahmedabad,0-5 Yrs,industrial salesarea sales managementchannel salesdirect marketingbusiness developmentengineeringproduct trainingcorporate sales,30+ Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Medinipur,0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,25 Days Ago,24-11-2024,Not disclosed
Field Sales Executive,Wings Group,Coimbatore,0-2 Yrs,Field Salescompetitor analysisSalesclients relationshipscustomer serviceRelationshipFieldClient relationship,27 Days Ago,24-11-2024,2.5-3.5 Lacs PA
Drone Pilot,Avpl International,Nuh,0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Mau,0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Agra,0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Chitradurga,0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Udupi,0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Hathras,0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Basti,0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Kolar,0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Hanumangarh,0-2 Yrs,PilotPilotingDrone,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Hassan,0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Chitrakoot,0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Nagaur,0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,"Viramgam, Dholka, Ahmedabad",0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Patan,0-2 Yrs,PilotPilotingDrone,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Hardoi,0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Jhajjar,0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Maharajganj,0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Firozabad,0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Mahesana,0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Panchkula,0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Yamunanagar,0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Hisar,0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Ludhiana,0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Bijnor,0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Tumkur,0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Muktsar,0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Karnal,0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Shimla,0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Faridabad,0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,kachchh,0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Gurugram,0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,"Jamnagar, Ahmedabad, Rajkot, Surat, Vadodara",0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Mohali,0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Morvi,0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Ahmedabad,0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Faridkot,0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Kurukshetra,0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Churu,0-2 Yrs,PilotPilotingDrone,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,"Prayagraj, Varanasi, Ghaziabad, Kanpur, Lucknow, Agra",0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Hiring For Freshers -Prospira Automative Pvt Ltd,CIEL HR,Chennai,0-1 Yrs,QualityProductionManufacturingHiring,27 Days Ago,24-11-2024,1.5-2.75 Lacs PA
Store and Dispatch Executive,Mahabir Plastic,Faridabad,0-3 Yrs,Store ExecutiveDispatch ExecutiveStoresDispatch,30+ Days Ago,24-11-2024,Not disclosed
Insurance Executive/Telecaller,Satyam Ford,Thane,0-3 Yrs,Customer Service RepresentativeOutboundInsurance ExecutiveSalesdata securityCustomer satisfactionDatabaseTraining and Development,30+ Days Ago,24-11-2024,Not disclosed
Jr. Service Engineer,Shree Balaji Equipments,Kolkata,0-3 Yrs,TrainingCustomer satisfactionElectronicsCustomer serviceContinuous improvementTroubleshootingSales engineeringTesting,30+ Days Ago,24-11-2024,Not disclosed
Machine Operator Cipet,Mahabir Plastic,Faridabad,0-2 Yrs,Machine OperatorOperatingCipetMachine operatingMachine,30+ Days Ago,24-11-2024,Not disclosed
Sales Executive,Elite Engineers,Raipur,0-2 Yrs,complaint handlingcold callingnetworkingbusiness developmentmarket researchmediaadvertisingcorporate sales,30+ Days Ago,24-11-2024,Not disclosed
Marketing / BD (CRM Role) - Leading Automotive Client - 5 Positions,Leading Automotive Client,Chennai,5-10 Yrs,OEMBusiness DevelopmentMarketingCRMBdClientAutomotiveDevelopment,27 Days Ago,24-11-2024,10-16 Lacs PA
Marketing Executive,Ram-Nath &amp;amp; Co,Chennai,0-4 Yrs,Data analysisTime managementMarket researchBrand awarenessMS OfficeMarketing ExecutiveStatisticsCRM,30+ Days Ago,24-11-2024,Not disclosed
Desktop Support Executive,Chiptronics Solutions,Vadodara,0-3 Yrs,Operating systemsAnalyticalRemote desktopManager TechnologyDesktop Support ExecutiveHardwareDesktop supportTechnical support,30+ Days Ago,24-11-2024,Not disclosed
Sales Co-ordinator,Chiptronics Solutions,Vadodara,0-3 Yrs,marketing executivedistributorssales strategySales CoordinatorBusiness DevelopmentSalesDevelopmentSales coordination,30+ Days Ago,24-11-2024,Not disclosed
Sales Support Executive,Kailas Engineering Systems,Pimpri-Chinchwad,2-3 Yrs,AutoCADcustomer fDetail-OrientedSales supportSalesF#,13 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Chikmagalur,0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Gorakhpur,0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Muzaffarnagar,0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Bagalkot,0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Birbhum,0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Kasganj,0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Bhadohi,0-2 Yrs,Data analysisAviationAerospaceStrategic partnershipsData processingAppealsTroubleshootingPWD,26 Days Ago,24-11-2024,Not disclosed
Drone Pilot,Avpl International,Gandhinagar,0-2 Yrs,PilotPilotingDrone,26 Days Ago,24-11-2024,Not disclosed
Office Assistant,Pon Pure,Chennai,0-3 Yrs,front deskclerical workcomputer operatingback officeadministrationreceptionist activitiesoffice assistanceoffice administration,30+ Days Ago,24-11-2024,Not disclosed
Admin Executive,Aamphaa Projects,Chennai,0-2 Yrs,Executive AdministratorAdministrator DepartmentSanitaryadmin executiveAdministrationExecutive support,30+ Days Ago,24-11-2024,Not disclosed
Quality Engineer,Optiply,Ajmer,0-2 Yrs,QAQuality standardsQMSTestingSoftware testingQuality assuranceQuality engineeringQuality,30+ Days Ago,24-11-2024,Not disclosed
Accounting Associate,Dalia Motors,Ahmedabad,0-3 Yrs,accounts receivableaccounts payablebalance sheetcash flow statementtdstax returnsgeneral accountingauditing,30+ Days Ago,24-11-2024,Not disclosed
Inside Sales Executive,Optiply,Ajmer,0-2 Yrs,Product managementBackendField salesOnline salesMechanicalDatabaseTechno-commercialInside Sales Executive,30+ Days Ago,24-11-2024,Not disclosed
Inside Sales - Sales,Amtech Electronics,Gandhinagar,0-3 Yrs,management skillsteam managementpresentation skillsconvincing powerproblem solvingcommunication and interpersonal skillssalescoordination,30+ Days Ago,24-11-2024,Not disclosed
Production - Engineer,Pon Pure,Chennai,0-1 Yrs,HousekeepingManagementEngineeringProduction,30+ Days Ago,24-11-2024,Not disclosed
Engineer Embedded Systems,Abhinava Rizel,Chennai,0-3 Yrs,SANISOCodingSOCVerilogPerlFirmwareMATLAB,30+ Days Ago,24-11-2024,Not disclosed
Sales Associate,Dalia Motors,Ahmedabad,0-3 Yrs,product demonstrationcustomer servicesales processbusiness developmentretail salesinventorymerchandisingcorporate sales,30+ Days Ago,24-11-2024,Not disclosed
Engineer - Engineering,Amtech Electronics,Gandhinagar,0-3 Yrs,Engineer EngineeringElectricalsEngineering,30+ Days Ago,24-11-2024,Not disclosed
Civil Design Engineer,Virtual Hr Solutions,Kolkata(Ballygunge),25 Nov - 29 Nov,Draftsman ActivitiesAutoCADCivil Engineeringdraughtsmancivil design engineerCivil ConstructionCivil DesignCAD,6 Days Ago,24-11-2024,2-3 Lacs PA
Relationship Manager,Seyie Auto,Kohima,0-5 Yrs,TelecomAccessoriesSales strategySalesValue added servicesSales RepresentativeBankingDatabase,30+ Days Ago,24-11-2024,Not disclosed
Inter CA,Ice Make Refrigeration,Gandhinagar,0-2 Yrs,TDSIncome taxFinanceBankingCash flowBudgetingManagementForecasting,30+ Days Ago,24-11-2024,Not disclosed
Cam Engineer,Optiply,Ajmer,0-3 Yrs,Process automationProduct qualityAutomationManager Quality AssuranceManufacturing processProcess improvementProgrammingTroubleshooting,30+ Days Ago,24-11-2024,Not disclosed
Maintenance Professional,Ice Make Refrigeration,"Viramgam, Dholka, Ahmedabad",0-2 Yrs,MechanicalMechanical maintenanceTestingMaintenanceSoftware testing,30+ Days Ago,24-11-2024,Not disclosed
Engineer - Embedded,Amtech Electronics,Gandhinagar,0-3 Yrs,arm processor8 bitelectronicsckeil ideembedded developmentpicrs232,30+ Days Ago,24-11-2024,Not disclosed
Manager Admin,Aaag,Gandhinagar,0-15 Yrs,HousekeepingMSWAdministrationManager AdministratorManagementAdministration management,30+ Days Ago,24-11-2024,Not disclosed
Design Engineer,Royal Hydrautech,Ghaziabad,0-2 Yrs,PDFHydraulicsDesign engineeringDesign,30+ Days Ago,24-11-2024,Not disclosed
Sales Executive,Seyie Auto,Kohima,0-3 Yrs,AccessoriesInterpersonal skillsSales strategySalesValue added servicesSales RepresentativeAnalyticalDatabase,30+ Days Ago,24-11-2024,Not disclosed
Assistant Manager,Transcend Biz Mentors,"Surat, Vadodara",4-8 Yrs,ValvespipesTeam ManagementIndustrial EngineeringIndustrial SalesSales And MarketingValve DesignSales Management,29 Days Ago,24-11-2024,4-6 Lacs PA
Sr. Accountant,Precihole Sports Pvt Ltd,Thane,0-5 Yrs,Profit And LossBalance Sheet AnalysisStatutory AuditTDSAudit ManagementAccounting SoftwareGAAPCash Flow Management,30+ Days Ago,24-11-2024,2-5 Lacs PA
Application Engineer,Ceryle Innovative Technologies,Ahmedabad,0-1 Yrs,InstrumentationLabviewApplicationInstrumentsApplication engineering,30+ Days Ago,24-11-2024,Not disclosed
Head - Sales & Marketing (Fused Minerals) Chennai,CIEL HR,Chennai,18-22 Yrs,Fused MineralsB2B SalesMarketingInternational SalesSalesMarketing StrategyTeam ManagementSales Strategy,9 Days Ago,24-11-2024,25-32.5 Lacs PA
