roles,companies,locations,experience,skills,Dates,PresentDate,salary
Graphic Designer Video and Motion,Aicl Communications,Mumbai,0-5 Yrs,AICL Communications Ltd - Graphic Designer Video and Motion in MumbaiGraphicsCommunication skillsVideoMotionMotion graphicsIndesignDesign,30+ Days Ago,24-11-2024,Not disclosed
Social Media Executive Jobs,Yelkotech,Mumbai,0-2 Yrs,Digital mediaSocial media analyticsGoogle AnalyticsSocial Media ExecutiveTime managementKeyword analysisMS OfficePowerpoint,30+ Days Ago,24-11-2024,Not disclosed
Sales & Marketing,Tensai,Mumbai,0-3 Yrs,BasicSalesExcelHRPowerpointHrsdMarketing,30+ Days Ago,24-11-2024,Not disclosed
Sourcing Relationship Manager (Real Estate),Stallions,"Mumbai, Vasai",0-5 Yrs,Relationship managementSales RepresentativeSalesChannel salesDatabaseMS OfficeChannel distributionInventory,30+ Days Ago,24-11-2024,Not disclosed
Journalism Internship,Karmactive,Mumbai,0 Yrs,ExcelNetworkingSocial mediaJournalismMS WordCreative writingPowerpointInternship,30+ Days Ago,24-11-2024,Not disclosed
Creative Video Editor,Carter Rock Infotainment,Mumbai,0-4 Yrs,GraphicsVisual EffectsAdobe PremiereSocial mediaVideo EditorSound editingVideo editingAdobe After Effects,30+ Days Ago,24-11-2024,Not disclosed
Junior Sub Editor - Telugu - Goodreturns,Dailyhunt,"Hyderabad, Bengaluru",1-4 Yrs,TeluguContent Writingbusiness newsfinancial contentsub editingContentWritingJournalism,29 Days Ago,24-11-2024,Not disclosed
"iNOC Analyst,1",Meredith India Services,"Hyderabad, Ahmedabad, Bengaluru",1-2 Yrs,Resource utilizationServer administrationAccount managementWindows TroubleshootingCustomer serviceAnalyst 1Product supportAndroid,12 Days Ago,24-11-2024,Not disclosed
Tele Marketing Executive,Add Contact Publishers,"Hyderabad(Ashok Nagar Colony +1), Chennai(Egmore), Bengaluru",1-4 Yrs,TelemarketingCommunication SkillsGood English CommunicationSelling SkillsOutbound SalesTelesalesConvincing PowerOutbound Calling,1 Day Ago,24-11-2024,2.25-3.5 Lacs PA
Customer Experience L1,DAC Hirring,"Gurugram, Bengaluru",2-4 Yrs,Customer ExperienceCSATTATEscalationsL1,19 Days Ago,24-11-2024,5-7 Lacs PA
Urgent Hiring For Technical Support Engineer(Male)Non-IT,KSS Cinema Facility Management Pvt. Ltd,"Gwalior, Indore, Nagpur, Hyderabad, Bengaluru",0-1 Yrs,Communication SkillsNetworkingHardwareTroubleshootingHiringTechnical supportTechnical,1 Day Ago,24-11-2024,1.75-3 Lacs PA
Digital Marketing Executive,Yelkotech,Mumbai,0-3 Yrs,PPCSMOSocial mediaSEMHTMLLink buildingSEODigital marketing,30+ Days Ago,24-11-2024,Not disclosed
Junior Product Marketing Manager,Kwalee,Bengaluru,1-4 Yrs,product marketingindustrialbrandinggamingmarketingMarketingManagementProduct management,24 Days Ago,24-11-2024,Not disclosed
GRAPHIC DESIGNER,Hashtasy,Mumbai,0-3 Yrs,PrintingGraphic designingAdobe PremiereIllustratorEDMSSocial mediaCorel DrawMaya,30+ Days Ago,24-11-2024,Not disclosed
DFT Professionals,Album Semiconductors,"Noida, Hyderabad, Bengaluru",1-6 Yrs,algorithmsjtagc++physical designelectronicssignal processingmathematicssimulation,30+ Days Ago,24-11-2024,Not disclosed
Sr. Full stack Developer,Ixie Gaming,"Hyderabad, Chennai, Bengaluru",1-3 Yrs,SANjQueryXMLSOCMySQLHTMLApacheCRM,30+ Days Ago,24-11-2024,Not disclosed
Ad Operations Analyst,Omnicom Media Group,"Hybrid - Hyderabad, Chennai, Bengaluru",2-4 Yrs,CM360Ad TraffickingAd OperationsTaggingCampaign ManagementAd ServerDoubleclickTrafficking,30+ Days Ago,24-11-2024,Not disclosed
Search & Social - Analyst,Omnicom Media Group,"Hybrid - Hyderabad, Chennai, Bengaluru",2-5 Yrs,Paid socialPaid searchGoogle AdsFacebook AdsBing AdsPPCPaid MediaGoogle AdWords,26 Days Ago,24-11-2024,Not disclosed
"iNOC Analyst,2",Meredith India Services,"Hyderabad, Ahmedabad, Bengaluru",3-4 Yrs,Resource utilizationServer administrationAccount managementWindows TroubleshootingCustomer serviceAnalyst 2Product supportAndroid,12 Days Ago,24-11-2024,Not disclosed
Key Account Manager at Markolaser,Spinks World,"Hyderabad, Chennai, Gurugram, Bengaluru",3-5 Yrs,Electrical engineeringSalesMechanicalAccountingEngineeringElectricalsKey accountsKey,30+ Days Ago,24-11-2024,Not disclosed
Java Architect,Tanla Platforms,"Hyderabad, Bengaluru",6-11 Yrs,Design PatternsJava ArchitectureJ2Ee ArchitectureArchitectural DesignTechnical ArchitectureJ2EeTechnicalArchitecture,25 Days Ago,24-11-2024,17-30 Lacs PA
"Technical Lead, Security Operations (Fortinet/DDOS)- Reconnect",Colt Technology Services,"Gurugram, Bengaluru",5-10 Yrs,Threat AnalysisDdosIncidentFortinetSecurityAnalysisSecurity operationsOperations,19 Days Ago,24-11-2024,Not disclosed
"Tech Lead, Security Operations (Fortinet/ DDOS)",Colt Technology Services,"Hybrid - Gurugram, Bengaluru",5-10 Yrs,IncidentDdosFortinetFirewallSecurity operationsTechnical analysisSecurityOperations,19 Days Ago,24-11-2024,Not disclosed
front-end technologies,WebSenor,"Udaipur, Hyderabad",3-8 Yrs,Front endVersion controlGITPostgresqlMySQLDebuggingMongoDBUnit testing,1 Day Ago,24-11-2024,Not disclosed
"GCP-Data Engineer Manager(AdTech,Martech,Mrkt Analys_Bangalore,Gurgaon",Leading Advertising & Marketing Firm,"Hybrid - Gurugram, Bengaluru",3-5 Yrs,Data EngineerAdtechGoogle Cloud PlatformsSQLPythonDatasetsMartechData Management,15 Days Ago,24-11-2024,Not disclosed
Azure-Data Engineer Manager_Bangalore and Gurgaon,Leading Advertising Agency,"Hybrid - Gurugram, Bengaluru",3-5 Yrs,Azure CloudData ProcessingGoogle Cloud PlatformsSQLPythonDatasetsAzure Data FactoryData Management,17 Days Ago,24-11-2024,Not disclosed
English Editor/ Scripting Editor,Deluxe Media,Bengaluru,0-5 Yrs,English LanguageContent WritingScriptingContent EditingEditorialTranscriptionProof ReadingScripting Languages,19 Days Ago,24-11-2024,4-5.5 Lacs PA
Administration Executive,Indus Towers,Bengaluru,0-2 Yrs,Travel ManagementManagementTravelExecutive supportAdministration,24 Days Ago,24-11-2024,4-4.25 Lacs PA
Join us For a Walk-In Drive For the Business Management Role.,TRIFORCE INC,Bengaluru,26-Nov,Sales And MarketingSalesLeadershipPromotional CampaignsBrandingB2B MarketingFieldDirect Marketing,Just Now,24-11-2024,3-6 Lacs PA
Telugu Content Writer,Way2online,Hyderabad,0-4 Yrs,Creative WritingContent Writingtelugu content writingWritingTeluguContentCreative,5 Days Ago,24-11-2024,Not disclosed
Urgent opening For Sales Manager( Ad Tech platform Media sales),"Ad Tech Platform, Scale your business with intelligent media",Bengaluru,3-5 Yrs,DSPMedia Salesdigital media salesAd TechDigital SalesAd SalesMediaManagement,29 Days Ago,24-11-2024,12-15 Lacs PA
Sales/Business Development Manager,Online Kam,"Puri, Visakhapatnam, Hyderabad, Mysuru, Chennai, Bengaluru",1-6 Yrs,Cold callingTeam managementNetworkingBusiness Development ManagerAnalyticalRelationship buildingMarket researchAccount management,30+ Days Ago,24-11-2024,Not disclosed
WordPress Developer / Web Developer,Wikiprospects,Bengaluru,1-5 Yrs,WordPressHTML5Adobe Photoshop Adobe IllustratorPHPSEOWeb DevelopmentCSS3Adobe,Just Now,24-11-2024,Not disclosed
Sales/Business Development Manager,Online Kam,"Tirupati, Puri, Visakhapatnam, Hyderabad, Mysuru, Bengaluru",1-6 Yrs,Cold callingTeam managementNetworkingBusiness Development ManagerAnalyticalRelationship buildingMarket researchAccount management,30+ Days Ago,24-11-2024,Not disclosed
HR Advisor,Kwalee,Bengaluru,2-5 Yrs,employee relationsdata analysisexcel reportinglabour lawshrsdgrievance handlingexcelperformance review,25 Days Ago,24-11-2024,Not disclosed
Kenan Developer,MAPPYRESOURCES,Hybrid - Bengaluru,3-8 Yrs,Kenan BillingoracleTelecom BillingKenanBillingDevelopmentTelecom,26 Days Ago,24-11-2024,Not disclosed
Sales/Business Development Manager,Online Kam,"Varanasi, Kanpur, New Delhi, Lucknow, Faridabad, Gurugram, Bengaluru",1-6 Yrs,Cold callingTeam managementNetworkingBusiness Development ManagerAnalyticalRelationship buildingMarket researchAccount management,30+ Days Ago,24-11-2024,Not disclosed
"Network Data Admin - Basavangudi, Bangalore",Aerial Telecom Solutions (ATS),Bengaluru,2-4 Yrs,Call MonitoringTicketingNetwork AdministrationIncidentDataNetworkingNetwork DataAdministration,30+ Days Ago,24-11-2024,4-6 Lacs PA
Digital Marketing Manager,Pyrite Technologies,"Hyderabad, Bengaluru",2-7 Yrs,Product managementSocial media marketingContent strategySocial marketingPDFMarketing campaignsMachine learningDigital marketing,30+ Days Ago,24-11-2024,Not disclosed
Senior Accountant,Aarki,Bengaluru,3-6 Yrs,excellookupblacklinepivot tableaccountinggoogle sheetsfinancecommunication skills,30+ Days Ago,24-11-2024,Not disclosed
Tech Ops Engineer,WMS Gaming,Bengaluru,2-5 Yrs,UnixVMwareLinuxShell scriptingCustomer supportAccount managementWindowsGaming,25 Days Ago,24-11-2024,Not disclosed
RTL Design and Verification,Album Semiconductors,"Noida, Bengaluru",2-6 Yrs,Design verificationRTL designVHDLformal verificationSimulationCodingFPGAVerilog,30+ Days Ago,24-11-2024,Not disclosed
SalesMngr-DgtlMedia/BDM_AdSales_Affiliate Mrktg/PerfMrktg_Bangalore,A leader in Affiliate Marketing and a leading APAC-based Ad,Bengaluru,3-5 Yrs,Digital MediaAffiliate MarketingAd SalesDigital Media SalesPerformance MarketingMartechPerformance CampaignsAdtech,19 Days Ago,24-11-2024,Not disclosed
Lead Game Programmer,Kwalee,Bengaluru,2-6 Yrs,game enginec++virtual realitycssgame programmingweb servicesandroidaugmented reality,25 Days Ago,24-11-2024,Not disclosed
Frontend Developer,Tanla Platforms,Bengaluru,6-11 Yrs,AngularjsFrontend DevelopmentUI DevelopmentUser Interface Designing,24 Days Ago,24-11-2024,15-30 Lacs PA
General Manager - Digital Sales,Valueleaf Services,Bengaluru,8-13 Yrs,Ad SalesB2B SalesDigital SalesSales And Business DevelopmentSalesGeneral managementBusiness developmentDigital,30+ Days Ago,24-11-2024,Not disclosed
New Opportunities Graduates/Postgraduates (NO Targets) (Hyderabad)!!!,Meraki Organisation,Hyderabad(Somajiguda),0-2 Yrs,Public RelationsFRESHERhyderabadSalesMba MarketingbbaBCOMHospitality,1 Day Ago,24-11-2024,3-6 Lacs PA
Join Our Thriving Team - Marketing & Management Profiles !,Floyd,Bangalore/Bengaluru(Domlur),0-2 Yrs,marketingBbaTeam Management Skillsbusiness managementBhmadvertisingtraineemba,30+ Days Ago,24-11-2024,3-5.5 Lacs PA
LinkedIn Lead Gen,Growth Monkey Marketing (opc),Bengaluru(Indira Nagar),0-2 Yrs,LinkedinCommunication SkillsLinkedIn OutreachEnglishLinkedin MarketingStrategic Marketing PlanningStrategic CommunicationPlanning,1 Day Ago,24-11-2024,1.8-3 Lacs PA
Tele Counsellor,joining hands 2 Heal LLP,Bengaluru,1-3 Yrs,TelecallingOutbound CallingCounsellingCallingOutbound,1 Day Ago,24-11-2024,Not disclosed
Technical Writer,"Quixey, Inc.",Hyderabad,1-4 Yrs,RobohelpIllustratorEnterprise applicationsTechnical writingAnimationHTMLPhotoshopAdobe,1 Day Ago,24-11-2024,Not disclosed
Academic Counsellor,RDS Digital,Bengaluru,1-5 Yrs,NetworkingTime managementAcademic CounsellorFinanceTransitionManagementCounsellingTesting,30+ Days Ago,24-11-2024,Not disclosed
Event/Promotion Executives,Online Kam,"Tirupati, Hyderabad, Mysuru, Chennai, Bengaluru",1-6 Yrs,Online promotionevent promotionISOInternet salesHRRetail salesRetail businessPromotions,30+ Days Ago,24-11-2024,Not disclosed
Executive Assistant To CEO,B New Mobiles,Hyderabad,3-6 Yrs,Secretarial ActivitiesDiary ManagementCalendar ManagementEmail WritingEAExecutive SupportFixing AppointmentsPersonal Assistance,1 Day Ago,24-11-2024,5.5-8 Lacs PA
Business Development Executive,Novaz Enterprises Llp,Bengaluru,3-6 Yrs,Client Relationship ManagementPr AgencyNetworking SkillsSales And Business DevelopmentMarket ResearchMarketing StrategyNegotiationTime Management,1 Day Ago,24-11-2024,2.75-4 Lacs PA
Public Relations Executive,Novaz Enterprises Llp,Bengaluru,3-6 Yrs,PR strategycontent creationMedia relationsresearch & analysiscrisis managementMedia Managementproject managementPR,1 Day Ago,24-11-2024,2.75-4 Lacs PA
Network Engineer,"Quixey, Inc.",Hyderabad,2-3 Yrs,VMwareSoftware installationLinuxSystem maintenanceOperating systemsCloud ServiceshypervisorServer Maintenance,1 Day Ago,24-11-2024,Not disclosed
Performance Marketing Specialist,Coderenowned,Bengaluru,3-5 Yrs,PPCA/B TestingBudget ManagementCampaign ManagementPerformance MarketingSoftware testingManagementMarketing,1 Day Ago,24-11-2024,Not disclosed
Business Analyst,"Quixey, Inc.",Hyderabad,1-3 Yrs,Business processTime managementFunctional testingTest case reviewManager Business AnalystCustomer supportVisiomicrosoft,1 Day Ago,24-11-2024,Not disclosed
Software Engineer Dot Net,"Quixey, Inc.",Hyderabad,2-5 Yrs,Version controlGITCodingMySQLUnit testingOracleApplication softwareObject oriented programming,1 Day Ago,24-11-2024,Not disclosed
Software Engineer Angular,"Quixey, Inc.",Hyderabad,2-5 Yrs,Version controlGITWeb technologiesControl systemWeb developmentDebuggingJavascriptUnit testing,1 Day Ago,24-11-2024,Not disclosed
Email Developer - Analyst,Omnicom Media Group,"Hybrid - Chennai, Bengaluru",2-5 Yrs,Email DeveloperEmail on AcidCSSFigmaJavascriptLitmusHTMLAdobe Creative Suite,30+ Days Ago,24-11-2024,4-7.5 Lacs PA
Lead - Catalogue,Acedynamiz Solution,Bengaluru,7-10 Yrs,Catalogue ManagementTeam LeadingCatalogue DesigningProduct ListingphotographyDesignManagementCataloguing,30+ Days Ago,24-11-2024,Not disclosed
Business Strategy and Pricing Manager,Snaproute,Bengaluru,7-9 Yrs,Sales operationsAnalyticalEquitySecurity servicespricing strategyPackagingBusiness strategyLicensing,30+ Days Ago,24-11-2024,Not disclosed
Sr Backend Developer,Infinity Spark,Hyderabad,3-6 Yrs,Backend DevelopmentCSSGitMYSQLRestful APIJavaScriptPHPSVN,1 Day Ago,24-11-2024,Not disclosed
Senior React Developer,"Quixey, Inc.",Hyderabad,5-10 Yrs,Web technologiesAgile scrumComplianceDatabase designUnit testingObject oriented programmingSDLCWhite box,1 Day Ago,24-11-2024,Not disclosed
Sr Specialist Quality Assurance,AT&amp;amp;amp;T,Hyderabad,2-4 Yrs,AutomationManager Quality AssuranceTesting toolsTechnical designAnalyticalDebuggingTest designRegression testing,1 Day Ago,24-11-2024,Not disclosed
Sr Specialist Quality Assurance,AT&amp;amp;amp;T,Bengaluru,2-4 Yrs,AutomationManager Quality AssuranceTesting toolsTechnical designAnalyticalDebuggingTest designRegression testing,1 Day Ago,24-11-2024,Not disclosed
Performance & Growth Associate,3DM Agency,Hyderabad,2-3 Yrs,Customer acquisitionAutomationEmail marketingCompetitive analysisSocial mediaSMSSEODigital marketing,1 Day Ago,24-11-2024,Not disclosed
Specialist System Engineering,AT&amp;amp;amp;T,Hyderabad,1-4 Yrs,Performance tuningAutomationApplication supportNetworkingProduction supportInfrastructure managementWindowsTroubleshooting,1 Day Ago,24-11-2024,Not disclosed
Specialist System Engineering,AT&amp;amp;amp;T,Bengaluru,1-4 Yrs,Performance tuningAutomationApplication supportNetworkingProduction supportInfrastructure managementWindowsTroubleshooting,1 Day Ago,24-11-2024,Not disclosed
Sr Specialist System Engineering,AT&amp;amp;amp;T,Bengaluru,1-4 Yrs,Performance tuningAutomationApplication supportNetworkingProduction supportInfrastructure managementWindowsTroubleshooting,1 Day Ago,24-11-2024,Not disclosed
Sr Specialist System Engineering,AT&amp;amp;amp;T,Hyderabad,1-4 Yrs,Performance tuningAutomationApplication supportNetworkingProduction supportInfrastructure managementWindowsTroubleshooting,1 Day Ago,24-11-2024,Not disclosed
Customer Success Consultant,"Quixey, Inc.",Hyderabad,2-3 Yrs,TrainingAnalyticalCustomer retentionMarket researchPresalesProduct researchAnalyticsResearch,1 Day Ago,24-11-2024,Not disclosed
Associate Producer,PLAYSIMPLE,Bengaluru,2-4 Yrs,c#project managementvirtual realityc++csspythongamingconfluence,1 Day Ago,24-11-2024,Not disclosed
SR PROGRAMMER 9588- Database Administrator- SQL/POWERCENTER,Extreme Networks,Bengaluru,1-8 Yrs,BackendXMLAnalyticalJSONInformaticaTroubleshootingData warehousingANSI,1 Day Ago,24-11-2024,Not disclosed
Build Engineer,"Quixey, Inc.",Hyderabad,2-5 Yrs,MavenAutomationgithubGITInfrastructure managementGCPConfiguration managementDeployment,1 Day Ago,24-11-2024,Not disclosed
Lead Cybersecurity - Avert,AT&amp;amp;amp;T,Bengaluru,2-5 Yrs,AutomationData analysisCodingRisk assessmentOWASPSecurity testingApplication securitySecurity operations,1 Day Ago,24-11-2024,Not disclosed
Sr Associate System Engineering,AT&amp;amp;amp;T,Hyderabad,2-5 Yrs,Performance tuningAutomationApplication supportNetworkingProduction supportInfrastructure managementWindowsTroubleshooting,1 Day Ago,24-11-2024,Not disclosed
Sr Associate System Engineering,AT&amp;amp;amp;T,Bengaluru,2-5 Yrs,Performance tuningAutomationApplication supportNetworkingProduction supportInfrastructure managementWindowsTroubleshooting,1 Day Ago,24-11-2024,Not disclosed
Performance Marketing Specialist,3DM Agency,Hyderabad,3-8 Yrs,Analytical skillsGoogle AnalyticsAnalyticalMarketing campaignsData analyticsBudget managementBudgetingManagement,1 Day Ago,24-11-2024,Not disclosed
"Staff Engineer,",NextGen Healthcare India,Bengaluru,2-5 Yrs,repository managementcontinuous integrationweb servicesci/cdbitbucketsqlaws cloudxml,1 Day Ago,24-11-2024,Not disclosed
Software Engineer - JavaScript / Typescript / Angular / React,Webex Communications India (p) Ltd.,Bengaluru,5-9 Yrs,MavenGITFront endAgile developmentWeb developmentDebuggingJavascriptScrum,1 Day Ago,24-11-2024,Not disclosed
Lead Quality Assurance,AT&amp;amp;amp;T,Hyderabad,5-12 Yrs,AutomationTomcatManager Quality AssuranceLinuxTesting toolsConfiguration managementDebuggingJavascript,1 Day Ago,24-11-2024,Not disclosed
Lead Quality Assurance,AT&amp;amp;amp;T,Bengaluru,5-12 Yrs,AutomationTomcatManager Quality AssuranceLinuxTesting toolsConfiguration managementDebuggingJavascript,1 Day Ago,24-11-2024,Not disclosed
Associate Technical Program Manager,Fictiv Technology Solutions,Bengaluru,3-5 Yrs,FabricationPrintingManager Quality AssuranceLMSSurgicalCodingSheet metalStrategic planning,1 Day Ago,24-11-2024,Not disclosed
Demand Planner,Roundel,Bengaluru,3-6 Yrs,Supply chainDemand planningSalesDemand forecastingMarket intelligenceMachine learningBusiness planningMerchandising,1 Day Ago,24-11-2024,Not disclosed
Developer Advocate Associate,"DigitalOcean, Inc.",Hyderabad,1-2 Yrs,Cloud computingCareer developmentAdvocate AssociateProduct innovationOrganizational developmentDiversity and Inclusionmarket dataOpen source,1 Day Ago,24-11-2024,Not disclosed
Software Engineer (Backend),MoEngage,Bengaluru,1-3 Yrs,OutboundCloud computingAutomationBackendCodingInformation securityCustomer retentionCustomer engagement,1 Day Ago,24-11-2024,Not disclosed
Urgent Hiring For Senior Market Research Executive,CIO Coverage ( a unit of FLYNTT MEDIA ),Bengaluru(Koramangala),2-4 Yrs,Verbal And WrittenMarket ResearchData ValidationMarket AnalysisEmail WritingSecondary Market ResearchPrimary Market ResearchSecondary Market,1 Day Ago,24-11-2024,3-4.25 Lacs PA
Payment Posting Executive,Acp Billing Services,"Chennai(Madhavaram), Bengaluru",26-Nov,Payment PostingUS HealthcareMedical BillingMedicalHealthcarePaymentsPostingPost,1 Day Ago,24-11-2024,3-3.5 Lacs PA
Talent Sourcing Specialist,Appsflyer,Bengaluru,2-5 Yrs,Market mappingTalent acquisitiontalent advisorDiversity and InclusionTalent sourcingSubject Matter ExpertResearchJapanese,1 Day Ago,24-11-2024,Not disclosed
Optical Senior Software Development Engineer,Webex Communications India (p) Ltd.,Bengaluru,2-6 Yrs,GITLinuxAnalyticalEthernetData structuresTroubleshootingOpen sourcecisco,1 Day Ago,24-11-2024,Not disclosed
Talent Acquisition Executive I,Flutter,Bengaluru,1-3 Yrs,AdministrationInterpersonal skillsTalent acquisitionProcess improvementCampus recruitmentTalent Acquisition ExecutiveSchedulingManagement,1 Day Ago,24-11-2024,Not disclosed
Analyst,Aarki,Bengaluru,2-4 Yrs,SANData analysisBiddingAnalyticalTrend analysisContinuous improvementAnalyticsSQL,1 Day Ago,24-11-2024,Not disclosed
Sr. Embedded FW Engineer (Contract),Enphase Energy,Bengaluru,3-8 Yrs,RTOSPrototypeEclipseIntellectual propertySolar energyDebuggingInstrumentationPID,1 Day Ago,24-11-2024,Not disclosed
Software Engineer - C/C++ with TCP/OSPF / BGP,Webex Communications India (p) Ltd.,Bengaluru,4-7 Yrs,UnixC++AutomationNetworkingLinuxConsultingHealthcareTroubleshooting,1 Day Ago,24-11-2024,Not disclosed
Digital Marketing - Head / Senior Manager,Hiring for one of the USA Based Company,Hyderabad,9-14 Yrs,Google Ads ManagementDigital StrategySenior Digital Marketing ManagerDigital Marketing LeaderDigital Marketing HeadGoogle Analytics ExpertDigitalAnalytics,1 Day Ago,24-11-2024,Not disclosed
Senior Seo Expert,Ifood Web Media Technology,"Hybrid - Chennai, Bengaluru, Delhi / NCR",5-10 Yrs,Off-Page SEOTechnical SEOLink BuildingData AnalysisOn-Page SEOContent StrategyContentOff Page SEO,1 Day Ago,24-11-2024,Not disclosed
Leader - Software Development Optical,Webex Communications India (p) Ltd.,Bengaluru,3-6 Yrs,C++SalesFlextest driven developmentciscoDistribution systemPythonTesting,1 Day Ago,24-11-2024,Not disclosed
Sr. Software Engineer,Enphase Energy,Bengaluru,2-8 Yrs,BackendHibernateData managementCodingSolar energyCustomer supportSSLSQL,1 Day Ago,24-11-2024,Not disclosed
QA Engineer - Playwright & TypeScript (3-5y exp),Webex Communications India (p) Ltd.,Bengaluru,7-12 Yrs,Product managementTest scriptsJavascriptAgileHTTPSeleniumTest casescisco,1 Day Ago,24-11-2024,Not disclosed
Design Engineer Professional,BT,Bengaluru,3-10 Yrs,Cloud computingAutomationVersion controlorchestrationDatabase designDebuggingSoftware development life cycleApplication development,1 Day Ago,24-11-2024,Not disclosed
Staff Analog Design Engineer,Enphase Energy,Bengaluru,5-8 Yrs,Electrical engineeringDigital designAnalogCircuit designingMixed signalDACAnalog designTest engineering,1 Day Ago,24-11-2024,Not disclosed
Software Engineering Specialist,BT,Bengaluru,7-16 Yrs,Performance tuningCloud computingCore JavaRDBMSEnterprise applicationsEnterprise architecturePerformance testingAgile,1 Day Ago,24-11-2024,Not disclosed
Software Engineering Specialist,BT,Bengaluru,7-16 Yrs,Service levelTechnical analysisFront endQuality checkAgileManager TechnologyTroubleshootingOpen source,1 Day Ago,24-11-2024,Not disclosed
BEST Marketing Opportunity For THE Freshers !!! Graduates APPLY !!!,Alvastra Organisation,Hyderabad,0 Yrs,BUSINESS ASSOCIATEMarketingSalesLeadershipHospitalityPromotionsAcquisition SalesRetention,1 Day Ago,24-11-2024,3-6 Lacs PA
Ambassador of buzz !!! Corporate communications associate !!!,Ascentia Organisation,Bengaluru(Indira Nagar),0-2 Yrs,MARKETINGBusiness DevelopmentCORPORATE SALESHospitalityEVENTSPromotionsClient Relationship ManagementProduct Marketing,1 Day Ago,24-11-2024,3-6 Lacs PA
Office Administrator,RCM Technologies,Bengaluru,0-1 Yrs,AdministrationExcelMS OutlookSchedulingWeb designingOffice AdministratorOffice managementMS Office,2 Days Ago,24-11-2024,Not disclosed
Sales & Marketing Executive,Sales Partners,"Kannur, Coimbatore, Bengaluru",0-5 Yrs,SalesTarget AchievementCustomer ServiceField MarketingConvincing PowerCustomer SatisfactionSales Executive ActivitiesLead Generation,2 Days Ago,24-11-2024,5-10 Lacs PA
Store Assistant,Ushodaya Enterprises,Hyderabad(Ramoji Film city),2-4 Yrs,Stock ManagementInventory ControlStore OperationsStores MaintenanceStock RegisterStore ManagementStock InventoryRegistration,2 Days Ago,24-11-2024,2-3 Lacs PA
Video Editor,Regal Inkstone Infra,Bengaluru(JP Nagar),25 Nov - 29 Nov,PhotographyVideo EditingVideographyFilm MakingScript WritinginvideoFilm Directioncapcut,1 Day Ago,24-11-2024,2-3 Lacs PA
Network Engineer,Leading client.,Bengaluru(Bidarahalli),0-2 Yrs,JuniperSwitchCiscoRouterFirewallNetworkingNetwork engineeringSwitching,1 Day Ago,24-11-2024,1-3.5 Lacs PA
online QA Officer,Ushodaya Enterprises,Hyderabad(Ramoji Film city),2-4 Yrs,GMPPackaging MaterialPackagingMaterialsQuality assurance,2 Days Ago,24-11-2024,2-3 Lacs PA
Iti Technician-mechanical,Ushodaya Enterprises,Hyderabad(Ramoji Film city),2-4 Yrs,Machine OperatingSpare PartsMachine MaintenanceEquipment MaintenanceMachine AssemblyMaintenanceMachine SettingPart,2 Days Ago,24-11-2024,2-3 Lacs PA
Store Assistant,Ushodaya Enterprises,Hyderabad(Ramoji Film city),2-4 Yrs,Stock Managementsap entriesDispatchcommercial billingStore ManagementStock InventorySAPStores,2 Days Ago,24-11-2024,2-3 Lacs PA
Content Writer,Ifood Web Media Technology,"Chennai, Bengaluru, Delhi / NCR",3-5 Yrs,SEO WritingCreative WritingBlog WritingArticle WritingWeb Content WritingWritingArticlesSEO,1 Day Ago,24-11-2024,Not disclosed
Senior Executive,Ushodaya Enterprises,Hyderabad(Ramoji Film city),4-6 Yrs,sapProduction PlanningMaterial PlanningRaw MaterialPacking MaterialManpower HandlingProductionSenior,2 Days Ago,24-11-2024,4-6 Lacs PA
Media & PR Executive,Exito Media Concepts,Bengaluru,0-1 Yrs,digital marketingpress releasebrand buildingevent managementprmedia relationstelevisionclient servicing,2 Days Ago,24-11-2024,Not disclosed
Media Content Head,Creanovation Technologies,Bengaluru,4-8 Yrs,Content CreationMedia StrategyContent WritingMediaWritingContent,2 Days Ago,24-11-2024,Not disclosed
SEO Analyst,Grabstance Technologies,"Chennai, Bengaluru",0-3 Yrs,Computer scienceGoogle AnalyticsSEO AnalystResearchSEOOff-page optimizationOptimizationScience,2 Days Ago,24-11-2024,Not disclosed
Web Developer,Grabstance Technologies,"Chennai, Bengaluru",0-2 Yrs,PPCWeb technologiesMySQLWordpressPHPDigital marketingAdvertisingJoomla,2 Days Ago,24-11-2024,Not disclosed
Inside Sales Manager (ISM),Neodove,"Jaipur, Bengaluru",5-10 Yrs,Customer acquisitionOutboundSalesSAASBillingBusiness solutionsCustomer engagementInside sales,30+ Days Ago,24-11-2024,Not disclosed
Fullstack Developer,Ifood Web Media Technology,"Hybrid - Chennai, Bengaluru, Delhi / NCR",5-10 Yrs,MySQLPHPPythonMongodbApache solrSolrFull StackFullstack Development,1 Day Ago,24-11-2024,Not disclosed
"Technical Lead- C#.Net Core, AWS (Remote/Hybrid/WFO)",CSG International,Remote,10-14 Yrs,C#.Net CoreSoftware Architecture DesignTeam LeadingProduct DevelopmentrdbmsAWS.Net,11 Days Ago,24-11-2024,Not disclosed
Technical Architect,Head Infotech India,Hyderabad,10-14 Yrs,JavaSystem DesignNode.JsSpring BootAWSPerformance MonitoringPerformanceSpring,1 Day Ago,24-11-2024,Not disclosed
Technical Professional,Zeta Global,Hyderabad,0-2 Yrs,SANExcelData managementCampaign managementProject managementHTMLdata visualizationDigital marketing,3 Days Ago,24-11-2024,Not disclosed
