roles,companies,locations,experience,skills,salary,industry,experience_cleaned,min_experience,max_experience,min_salary,max_salary,is_salary_disclosed,avg_salary,days_ago,posting_date,job_age_days,seniority_level,is_remote,is_high_salary
senior scripting developer,Nokia,Bengaluru,2-4 Yrs,PythonCloud DeploymentVMWareDockerShell ScriptingPerlRHELKubernetes,Not disclosed,Technology,2-4,2,4,0.0,0.0,False,0.0,2.0,2024-11-22,8.0,Entry,False,False
content writer,Johnson Publications,Hyderabad(Mallapur),27 Nov - 06 Dec,Language EditingSEO WritingContent EditingAdaptabilityEditingContent DevelopmentContentWriting,2.5-6 Lacs PA,Technology,27 Nov - 06 Dec,0,0,2.5,6.0,True,4.25,1.0,2024-11-23,7.0,Entry,False,False
customer success manager,_Vois,Bengaluru,6-10 Yrs,Customer Success managementWANSaaSCloudContract ManagementData AnalysisLANMPN,Not disclosed,Technology,6-10,6,10,0.0,0.0,False,0.0,2.0,2024-11-22,8.0,Mid,False,False
it plm test engineer,Nokia,Bengaluru,3-6 Yrs,functional testingJavatechnical supporttest automationdocumentationPLM systemsJavaScripttroubleshooting,Not disclosed,Technology,3-6,3,6,0.0,0.0,False,0.0,1.0,2024-11-23,7.0,Mid,False,False
senior devops engineer,Nokia,Bengaluru,3-5 Yrs,DevOpsJavac++GITGitOpsJavaScripthtmlSCM,Not disclosed,Technology,3-5,3,5,0.0,0.0,False,0.0,2.0,2024-11-22,8.0,Mid,False,False
assistant manager   data center,Atria Convergence Technologies (Act),Bengaluru,25 Nov - 29 Nov,Team HandlingLinuxNetworkingWindows ServerData Center OperationsServOperationsMicrosoft Windows,5-11 Lacs PA,Technology,25 Nov - 29 Nov,0,0,5.0,11.0,True,8.0,1.0,2024-11-23,7.0,Entry,False,False
sponsorship sales   bangalore,Times Strategic Solutions Limited,Bangalore Rural,3-8 Yrs,conferencecommunicationMedia SalesConferencesConcept SellingExhibition SalesSponsorship SalesEvent Sales,10-14 Lacs PA,Technology,3-8,3,8,10.0,14.0,True,12.0,30.0,2024-10-25,36.0,Mid,False,True
sponsorship sales   bangalore,Times Strategic Solutions Limited,Bengaluru,3-8 Yrs,conferencecommunicationMedia SalesConferencesConcept SellingExhibition SalesSponsorship SalesEvent Sales,10-14 Lacs PA,Technology,3-8,3,8,10.0,14.0,True,12.0,30.0,2024-10-25,36.0,Mid,False,True
consultant   program & project management,Verizon,Hyderabad,5-10 Yrs,Project ManagementStrategic communicationsProgram ManagementCommunications specialistBrandingConsultingProgramManagement,Not disclosed,Technology,5-10,5,10,0.0,0.0,False,0.0,1.0,2024-11-23,7.0,Mid,False,False
solution specialist,Nokia,Noida,4-7 Yrs,JavaVMwaresoftware developmentDesign PatternsJ2EESVNTest Driven DevelopmentWeb services,Not disclosed,Technology,4-7,4,7,0.0,0.0,False,0.0,1.0,2024-11-23,7.0,Mid,False,False
